loopIteration,time (us),axisRate[0],axisRate[1],axisRate[2],axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbat (V),BaroAlt (cm),rssi,gyroADC[0],gyroADC[1],gyroADC[2],accSmooth[0],accSmooth[1],accSmooth[2],accVib,servo[0],servo[1],navState,navFlags,activeWpNumber,flightModeFlags (flags),activeFlightModeFlags,stateFlags (flags),failsafePhase (flags),rxSignalReceived,rxFlightChannelsValid,rxUpdateRate,hwHealthStatus,powerSupplyImpedance,sagCompensatedVBat,wind[0],wind[1],wind[2],mspOverrideFlags,IMUTemperature,baroTemperature,sens0Temp,sens1Temp,sens2Temp,sens3Temp,sens4Temp,sens5Temp,sens6Temp,sens7Temp,escRPM,escTemperature
15364,75949832,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-170,2066,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,173,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15368,75951856,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-171,2065,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,173,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15372,75953917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-171,2065,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,173,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15376,75955989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-170,2064,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15380,75958025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-170,2064,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15384,75960202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,131,-170,2064,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15388,75962247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,131,-169,2064,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15392,75964264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,130,-169,2064,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15396,75966291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,130,-170,2064,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15400,75968323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,130,-170,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15404,75970350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,130,-170,2065,12,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15408,75972384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,129,-170,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15412,75974468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,128,-169,2066,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,120,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15416,75976736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,128,-169,2066,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,120,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15420,75978856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,128,-168,2065,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,120,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15424,75980935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,128,-167,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,120,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15428,75982984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-167,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15432,75985035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-166,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15436,75987067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-166,2064,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15440,75989100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-166,2063,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15444,75991137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-166,2062,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15448,75993227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-166,2062,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,120,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15452,75995244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-166,2061,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,120,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15456,75997306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-165,2062,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,120,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15460,75999321,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-165,2062,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,120,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15464,76001362,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-165,2062,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15468,76003407,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-165,2063,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15472,76005439,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,134,-165,2064,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15476,76007520,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,134,-166,2065,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15480,76009771,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,135,-166,2066,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15484,76011772,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,135,-166,2066,13,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15488,76013796,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,135,-167,2066,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15492,76015824,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,136,-167,2066,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15496,76017886,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,136,-167,2066,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,131,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15500,76019908,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,135,-167,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15504,76021942,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,135,-167,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15508,76023973,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,134,-168,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15512,76026070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,134,-168,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15516,76028130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,134,-168,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15520,76030158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,2,133,-168,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15524,76032187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,133,-168,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
15528,76034220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,12.540,-127,1023,0,0,1,133,-168,2065,14,1500,1500,1,37,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,177,341,0,0,0,0,0,1,414,429,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
