loopIteration,time (us),axisRate[0],axisRate[1],axisRate[2],axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbat (V),BaroAlt (cm),rssi,gyroADC[0],gyroADC[1],gyroADC[2],accSmooth[0],accSmooth[1],accSmooth[2],accVib,servo[0],servo[1],navState,navFlags,activeWpNumber,flightModeFlags (flags),activeFlightModeFlags,stateFlags (flags),failsafePhase (flags),rxSignalReceived,rxFlightChannelsValid,rxUpdateRate,hwHealthStatus,powerSupplyImpedance,sagCompensatedVBat,wind[0],wind[1],wind[2],mspOverrideFlags,IMUTemperature,baroTemperature,sens0Temp,sens1Temp,sens2Temp,sens3Temp,sens4Temp,sens5Temp,sens6Temp,sens7Temp,escRPM,escTemperature
2056,69071657,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-167,2066,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2060,69073747,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-167,2066,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2064,69075862,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-167,2066,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2068,69077995,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-168,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2072,69080079,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-168,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2076,69082200,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-168,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2080,69084248,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-168,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2084,69086338,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-168,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2088,69088421,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-167,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2092,69090505,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,1,130,-167,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2096,69092563,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,1,130,-168,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2100,69094631,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-168,2064,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2104,69096702,17,10,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-169,2064,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,116,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2108,69098742,17,10,0,8,4,-1,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-170,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,116,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2112,69100830,17,10,0,8,4,-1,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-170,2065,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,116,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2116,69102898,17,10,0,8,4,-1,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-170,2064,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,116,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2120,69104961,17,9,0,8,4,-1,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-170,2064,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2124,69107023,17,9,0,8,4,-1,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-170,2064,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2128,69109110,17,9,0,8,4,-1,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-169,2064,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2132,69111217,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-169,2064,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2136,69113299,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-169,2064,13,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,116,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2140,69115370,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,132,-169,2063,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,116,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2144,69117426,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,131,-169,2063,14,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,116,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2148,69119490,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-169,2062,13,1492,1438,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,116,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2152,69121578,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,130,-169,2062,14,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,116,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2156,69123623,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-170,2062,13,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2160,69125694,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-170,2063,13,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2164,69127805,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-170,2063,13,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2168,69129889,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-170,2064,13,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2172,69132104,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-170,2066,13,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2176,69134191,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-170,2067,14,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2180,69136264,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-169,2067,14,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2184,69138345,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-169,2068,14,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,138,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2188,69140414,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-169,2068,14,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2192,69142508,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-169,2068,13,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2196,69144587,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-168,2068,14,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2200,69146658,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-168,2068,13,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2204,69148799,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-167,2068,13,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
2208,69150874,17,9,0,8,4,0,0,0,0,0,0,27,22,0,0,0,0,1050,12.540,-127,1023,0,0,2,129,-167,2069,14,1491,1439,26,37,1,ARM,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,175,341,0,0,0,0,0,1,409,421,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
