loopIteration,time (us),axisRate[0],axisRate[1],axisRate[2],axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbat (V),BaroAlt (cm),rssi,gyroADC[0],gyroADC[1],gyroADC[2],accSmooth[0],accSmooth[1],accSmooth[2],accVib,servo[0],servo[1],navState,navFlags,activeWpNumber,flightModeFlags (flags),activeFlightModeFlags,stateFlags (flags),failsafePhase (flags),rxSignalReceived,rxFlightChannelsValid,rxUpdateRate,hwHealthStatus,powerSupplyImpedance,sagCompensatedVBat,wind[0],wind[1],wind[2],mspOverrideFlags,IMUTemperature,baroTemperature,sens0Temp,sens1Temp,sens2Temp,sens3Temp,sens4Temp,sens5Temp,sens6Temp,sens7Temp,escRPM,escTemperature
5676,119846699,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-167,2071,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,114,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5680,119848791,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-167,2071,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,114,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5684,119850870,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-167,2071,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,114,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5688,119852965,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-167,2072,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,114,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5692,119854997,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-167,2072,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,114,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5696,119857087,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-167,2072,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,114,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5700,119859165,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-167,2071,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,114,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5704,119861258,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,133,-167,2071,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,148,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5708,119863362,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,133,-167,2071,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,156,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5712,119865400,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,133,-167,2070,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,156,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5716,119867462,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,133,-167,2069,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,156,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5720,119869552,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,133,-167,2069,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,156,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5724,119871639,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,133,-167,2069,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,156,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5728,119873772,13,9,0,6,4,-1,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-166,2069,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,156,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5732,119875858,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-165,2069,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,156,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5736,119877934,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-165,2068,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,156,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5740,119880022,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-165,2068,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,156,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5744,119882090,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,134,-165,2069,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,148,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5748,119884153,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,1,134,-166,2069,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,148,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5752,119886242,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,1,133,-166,2070,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,148,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5756,119888326,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,1,133,-167,2070,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,148,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5760,119890478,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,1,133,-167,2071,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5764,119892506,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,1,133,-168,2072,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5768,119894735,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,1,133,-168,2073,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5772,119896781,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,1,133,-168,2074,15,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5776,119898826,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,1,133,-168,2075,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5780,119900871,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,132,-168,2075,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5784,119902971,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.520,-127,1023,0,0,2,132,-168,2075,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5788,119905063,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,2,132,-168,2075,13,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5792,119907142,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-168,2074,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5796,119909208,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-168,2074,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5800,119911299,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-168,2073,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5804,119913384,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-168,2072,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5808,119915451,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-167,2071,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5812,119917586,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-167,2071,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5816,119919645,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,1,133,-167,2070,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5820,119921759,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,1,134,-167,2070,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
5824,119923842,13,9,0,6,4,0,0,0,0,0,0,21,21,0,0,0,0,1050,12.530,-127,1023,0,0,1,134,-167,2070,14,1497,1447,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,457,475,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
