loopIteration,time (us),axisRate[0],axisRate[1],axisRate[2],axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbat (V),BaroAlt (cm),rssi,gyroADC[0],gyroADC[1],gyroADC[2],accSmooth[0],accSmooth[1],accSmooth[2],accVib,servo[0],servo[1],navState,navFlags,activeWpNumber,flightModeFlags (flags),activeFlightModeFlags,stateFlags (flags),failsafePhase (flags),rxSignalReceived,rxFlightChannelsValid,rxUpdateRate,hwHealthStatus,powerSupplyImpedance,sagCompensatedVBat,wind[0],wind[1],wind[2],mspOverrideFlags,IMUTemperature,baroTemperature,sens0Temp,sens1Temp,sens2Temp,sens3Temp,sens4Temp,sens5Temp,sens6Temp,sens7Temp,escRPM,escTemperature
40,116909570,14,8,0,6,3,-1,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-168,2069,26,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
44,116911682,14,8,0,6,3,-1,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-167,2070,26,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
48,116913718,14,8,0,6,3,-1,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-167,2070,26,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
52,116915780,14,8,0,6,3,-1,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-167,2070,26,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
56,116917868,14,8,0,7,3,-1,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-167,2070,25,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
60,116919939,14,8,0,7,3,-1,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-167,2071,25,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
64,116922015,14,8,0,7,3,-1,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-167,2072,25,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
68,116924084,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-167,2072,25,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
72,116926170,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-168,2073,24,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
76,116928331,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-168,2074,24,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
80,116930421,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,133,-168,2074,24,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
84,116932495,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,134,-168,2073,24,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
88,116934580,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,134,-169,2074,24,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
92,116936666,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,134,-169,2074,24,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
96,116938696,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,134,-169,2074,23,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
100,116940809,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,134,-169,2074,23,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
104,116942876,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,135,-170,2074,23,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
108,116944956,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,1,135,-170,2074,23,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
112,116947049,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,1,134,-170,2074,23,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
116,116949126,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,1,134,-170,2074,23,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
120,116951255,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,1,134,-170,2074,22,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
124,116953353,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,1,134,-170,2074,22,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
128,116955436,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,1,134,-170,2074,22,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,113,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
132,116957518,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,1,134,-169,2073,22,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,147,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
136,116959564,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,1,134,-169,2073,22,1492,1448,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
140,116961632,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,134,-168,2072,21,1491,1449,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
144,116963723,14,8,0,7,3,0,0,0,0,0,0,23,18,0,0,0,0,1050,12.530,-127,1023,0,0,2,134,-168,2072,21,1491,1449,26,37,1,ARM|MANUAL,129,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|ANTI_WINDUP|NAV_MOTOR_STOP_OR_IDLE|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD,IDLE,1,1,159,341,0,0,0,0,0,1,453,472,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
