time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
85121963,2,10,37.4114235,-121.9948546,-14,0.55,32.0,153,325,601,55,-4,50,37.4114228,-121.9948508
85129902,2,10,37.4114235,-121.9948546,-14,0.55,32.0,153,325,601,55,-4,50,37.4114228,-121.9948508
85153026,2,10,37.4114237,-121.9948555,-14,0.38,32.0,153,325,601,32,-19,40,37.4114228,-121.9948508
85254427,2,10,37.4114237,-121.9948564,-13,0.25,32.0,153,326,600,4,-24,32,37.4114228,-121.9948508
85355449,2,10,37.4114235,-121.9948575,-13,0.51,32.0,153,326,600,-14,-49,44,37.4114228,-121.9948508
85455925,2,10,37.4114232,-121.9948583,-13,0.70,32.0,153,326,599,-53,-45,63,37.4114228,-121.9948508
85557481,2,10,37.4114234,-121.9948589,-14,0.51,32.0,153,327,599,-36,-36,88,37.4114228,-121.9948508
85658695,2,10,37.4114238,-121.9948592,-14,0.29,32.0,153,327,599,-20,-21,99,37.4114228,-121.9948508
85759729,2,10,37.4114245,-121.9948596,-14,0.06,32.0,153,328,598,6,1,82,37.4114228,-121.9948508
85860803,2,10,37.4114253,-121.9948599,-14,0.19,32.0,153,328,598,15,12,62,37.4114228,-121.9948508
85961578,2,10,37.4114264,-121.9948600,-14,0.42,32.0,153,328,598,38,18,63,37.4114228,-121.9948508
86062062,2,10,37.4114273,-121.9948599,-14,0.49,32.0,153,328,597,37,31,73,37.4114228,-121.9948508
86162420,2,10,37.4114278,-121.9948606,-14,0.22,32.0,153,328,597,22,3,80,37.4114228,-121.9948508
86263037,2,10,37.4114286,-121.9948610,-14,0.38,32.0,153,329,597,38,7,91,37.4114228,-121.9948508
86363422,2,10,37.4114295,-121.9948613,-14,0.52,32.0,153,329,597,46,24,82,37.4114228,-121.9948508
86464590,2,10,37.4114304,-121.9948614,-14,0.48,32.0,153,329,596,40,26,79,37.4114228,-121.9948508
86564757,2,10,37.4114313,-121.9948616,-14,0.44,32.0,153,329,596,37,24,79,37.4114228,-121.9948508
86665392,2,10,37.4114320,-121.9948616,-14,0.33,32.0,153,329,596,20,25,81,37.4114228,-121.9948508
86767113,2,10,37.4114324,-121.9948619,-14,0.20,32.0,153,330,595,0,20,76,37.4114228,-121.9948508
86867727,2,10,37.4114328,-121.9948622,-14,0.07,32.0,153,330,595,-2,6,76,37.4114228,-121.9948508
86967968,2,10,37.4114333,-121.9948625,-14,0.14,32.0,153,329,593,9,10,76,37.4114228,-121.9948508
87068368,2,10,37.4114338,-121.9948629,-14,0.16,32.0,153,329,592,14,8,72,37.4114228,-121.9948508
87169397,2,10,37.4114344,-121.9948633,-14,0.26,32.0,153,329,591,21,14,70,37.4114228,-121.9948508
