time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
220657832,2,9,37.4117679,-121.9950142,1,0.10,99.6,203,169,232,10,2,24,37.4117652,-121.9950127
220665612,2,9,37.4117679,-121.9950142,1,0.10,99.6,203,169,232,10,2,24,37.4117652,-121.9950127
220697685,2,9,37.4117682,-121.9950143,1,0.01,99.6,203,170,232,1,0,27,37.4117652,-121.9950127
220778211,2,9,37.4117684,-121.9950145,0,0.12,99.6,203,170,233,-11,4,17,37.4117652,-121.9950127
220980333,2,9,37.4117686,-121.9950146,0,0.04,99.6,203,170,233,0,4,29,37.4117652,-121.9950127
221181392,2,9,37.4117682,-121.9950144,0,0.69,134.2,203,170,234,-61,31,16,37.4117652,-121.9950127
221282417,2,9,37.4117681,-121.9950143,0,0.41,134.2,203,170,234,-35,22,29,37.4117652,-121.9950127
221483829,2,9,37.4117683,-121.9950145,0,0.09,134.2,203,170,234,-8,3,26,37.4117652,-121.9950127
221684662,2,9,37.4117684,-121.9950146,0,0.17,134.2,203,171,235,-15,7,27,37.4117652,-121.9950127
221785212,2,9,37.4117686,-121.9950147,0,0.03,134.2,203,171,235,-3,1,17,37.4117652,-121.9950127
221886152,2,9,37.4117689,-121.9950149,0,0.02,134.2,203,171,236,1,-1,3,37.4117652,-121.9950127
221987104,2,9,37.4117692,-121.9950151,0,0.06,134.2,203,171,236,6,-1,7,37.4117652,-121.9950127
222087834,2,9,37.4117695,-121.9950153,0,0.04,134.2,203,171,236,4,0,17,37.4117652,-121.9950127
222189093,2,9,37.4117696,-121.9950154,0,0.10,134.2,203,171,237,-10,0,15,37.4117652,-121.9950127
222290359,2,9,37.4117696,-121.9950155,0,0.18,134.2,203,171,237,-18,2,13,37.4117652,-121.9950127
222391159,2,9,37.4117697,-121.9950155,0,0.17,134.2,203,171,237,-13,11,6,37.4117652,-121.9950127
222492252,2,9,37.4117700,-121.9950158,0,0.04,134.2,203,172,237,0,-4,21,37.4117652,-121.9950127
222593395,2,9,37.4117703,-121.9950160,0,0.12,134.2,203,172,238,9,-8,14,37.4117652,-121.9950127
222693933,2,9,37.4117707,-121.9950162,0,0.07,134.2,203,172,238,7,0,7,37.4117652,-121.9950127
222794594,2,9,37.4117709,-121.9950163,0,0.06,134.2,203,172,238,-5,4,2,37.4117652,-121.9950127
222803897,2,9,37.4117709,-121.9950163,0,0.06,134.2,203,172,238,-5,4,2,37.4117652,-121.9950127
222895060,2,9,37.4117711,-121.9950164,0,0.03,134.2,203,172,238,-2,2,1,37.4117652,-121.9950127
222975533,2,9,37.4117714,-121.9950165,0,0.04,134.2,203,172,239,3,3,6,37.4117652,-121.9950127
223096155,2,9,37.4117716,-121.9950166,0,0.06,134.2,203,172,239,-4,4,6,37.4117652,-121.9950127
223176793,2,9,37.4117717,-121.9950167,0,0.10,134.2,203,173,239,-6,8,5,37.4117652,-121.9950127
223277312,2,9,37.4117718,-121.9950167,0,0.17,134.2,203,173,240,-17,4,-6,37.4117652,-121.9950127
223377555,2,9,37.4117720,-121.9950168,0,0.10,134.2,203,173,240,9,4,14,37.4117652,-121.9950127
223477937,2,9,37.4117723,-121.9950169,0,0.04,134.2,203,173,241,0,4,1,37.4117652,-121.9950127
223578880,2,9,37.4117725,-121.9950170,0,0.05,134.2,203,173,241,5,0,7,37.4117652,-121.9950127
223679560,2,9,37.4117727,-121.9950172,0,0.08,134.2,203,173,241,8,0,-1,37.4117652,-121.9950127
223780330,2,9,37.4117728,-121.9950173,0,0.03,134.2,203,173,242,-2,-2,-5,37.4117652,-121.9950127
223881360,2,9,37.4117729,-121.9950174,0,0.07,134.2,203,173,242,-7,-2,-9,37.4117652,-121.9950127
223981707,2,9,37.4117731,-121.9950176,0,0.09,134.2,203,173,243,5,-8,2,37.4117652,-121.9950127
224082385,2,9,37.4117733,-121.9950178,0,0.03,134.2,203,173,243,3,-1,-2,37.4117652,-121.9950127
224183006,2,9,37.4117734,-121.9950179,0,0.08,134.2,203,173,244,-8,0,-5,37.4117652,-121.9950127
224284089,2,9,37.4117734,-121.9950180,0,0.11,134.2,203,173,244,-11,2,0,37.4117652,-121.9950127
224385415,2,9,37.4117734,-121.9950181,0,0.07,134.2,203,173,245,-7,-2,7,37.4117652,-121.9950127
224486015,2,9,37.4117735,-121.9950183,0,0.14,134.2,203,174,245,-12,-6,0,37.4117652,-121.9950127
224587272,2,9,37.4117736,-121.9950185,0,0.03,134.2,203,174,246,2,1,-9,37.4117652,-121.9950127
224688715,2,9,37.4117737,-121.9950185,0,0.09,134.2,203,174,246,9,2,2,37.4117652,-121.9950127
224788442,2,9,37.4117739,-121.9950187,0,0.15,134.2,203,174,247,12,-9,-5,37.4117652,-121.9950127
224888904,2,9,37.4117742,-121.9950190,0,0.22,134.2,203,174,247,18,-12,10,37.4117652,-121.9950127
224930392,2,9,37.4117742,-121.9950190,0,0.22,134.2,203,174,247,18,-12,10,37.4117652,-121.9950127
224990013,2,9,37.4117741,-121.9950191,0,0.03,134.2,203,174,248,-2,-1,4,37.4117652,-121.9950127
225090606,2,9,37.4117742,-121.9950191,0,0.06,134.2,203,174,248,4,4,5,37.4117652,-121.9950127
225291039,2,9,37.4117742,-121.9950192,0,0.09,134.2,203,174,249,9,1,-11,37.4117652,-121.9950127
225392229,2,9,37.4117743,-121.9950193,0,0.05,134.2,203,174,250,3,-4,-17,37.4117652,-121.9950127
225492374,2,9,37.4117742,-121.9950193,0,0.02,134.2,203,175,251,1,-1,-23,37.4117652,-121.9950127
225674912,2,9,37.4117741,-121.9950193,0,0.12,134.2,203,175,252,-11,4,-26,37.4117652,-121.9950127
225876211,2,9,37.4117742,-121.9950193,0,0.13,134.2,203,175,253,13,3,-21,37.4117652,-121.9950127
