timestamp_ms,pos_raw_n,pos_raw_e,pos_raw_d,vel_n,vel_e,vel_d,quat_w,quat_x,quat_y,quat_z
220039,-0.9375,2.5,0.0,0.1015625,0.0,0.0,0.9846797082430494,-0.028260139774773402,0.10458693197424238,-0.13672292245246742
220052,-0.875,2.5,0.0,0.1015625,-0.01171875,0.0,0.9846186712240974,-0.028626361888485368,0.10534989471114231,-0.13638721884823146
220083,-0.875,2.5,0.0,0.1015625,-0.01953125,0.0,0.9845271156956694,-0.02990813928647725,0.10559404278695028,-0.13666188543351543
220135,-0.875,2.5,0.0,0.12109375,-0.01953125,0.01171875,0.9842829676198614,-0.03250221259193701,0.10632648701437422,-0.13727225562303538
220186,-0.8125,2.5,0.0,0.12109375,-0.01171875,0.0,0.9840388195440535,-0.03509628589739677,0.10693685720389416,-0.1378521073030793
220236,-0.8125,2.5,0.0,0.12890625,-0.01171875,-0.01171875,0.9839472640156255,-0.0370189519943846,0.10669270912808619,-0.1381878109073153
220287,-0.8125,2.4375,0.0,0.12890625,0.0,-0.01171875,0.9837641529587695,-0.038178655354472485,0.10745567186498611,-0.13861507003997925
220337,-0.8125,2.4375,0.0,0.12109375,0.0,-0.01953125,0.9835810419019135,-0.03894161809137242,0.10843226416821802,-0.13879818109683523
220388,-0.75,2.4375,0.0,0.109375,0.0,-0.01953125,0.9836420789208655,-0.03955198828089236,0.10827967162083804,-0.13840144047364727
220438,-0.75,2.4375,0.0,0.1015625,0.01171875,-0.03125,0.9838251899777215,-0.04104739524521622,0.1076082644123661,-0.13727225562303538
220489,-0.75,2.4375,0.0,0.078125,0.01953125,-0.0390625,0.9840388195440535,-0.04257332071901608,0.10727256080813014,-0.13541062654499955
220539,-0.75,2.4375,0.0,0.078125,0.01953125,-0.0390625,0.9843440046388134,-0.042359691152684106,0.10742515335551012,-0.13312173833429974
220590,-0.75,2.4375,0.0,0.05078125,0.03125,-0.0390625,0.9845881527146214,-0.04199346903897214,0.10727256080813014,-0.1316873683889279
220642,-0.6875,2.4375,0.0,0.03125,0.0390625,-0.0390625,0.9845271156956694,-0.04251228370006409,0.10733359782708213,-0.13190099795525986
220691,-0.6875,2.4375,0.0,-0.03125,0.05859375,-0.0390625,0.9844965971861934,-0.042451246681112095,0.10660115359965819,-0.1326334421826838
220732,-0.6875,2.4375,0.0,-0.0703125,0.078125,-0.0390625,0.9843745231482894,-0.0423902096621601,0.10687582018494217,-0.13327433088167973
220794,-0.6875,2.4375,0.0,-0.109375,0.1015625,-0.0390625,0.9841914120914335,-0.04187139500106815,0.10812707907345805,-0.1338236640522477
220834,-0.6875,2.4375,0.0,-0.12109375,0.1015625,-0.0390625,0.9841914120914335,-0.04181035798211615,0.10849330118717002,-0.1336100344859157
220885,-0.6875,2.4375,0.0,-0.12890625,0.1015625,-0.05078125,0.9842524491103855,-0.04248176519058809,0.10809656056398205,-0.13312173833429974
220935,-0.6875,2.4375,0.0,-0.12109375,0.1015625,-0.05078125,0.9843134861293374,-0.043061616870632036,0.1077303384502701,-0.13293862727744377
220986,-0.6875,2.4375,0.0,-0.12109375,0.1015625,-0.05078125,0.9842829676198614,-0.043580431531723994,0.10730307931760613,-0.13333536790063175
221036,-0.6875,2.4375,0.0,-0.1015625,0.078125,-0.05078125,0.9840388195440535,-0.044557023834955904,0.10779137546922209,-0.13434247871333965
221087,-0.6875,2.4375,0.0,-0.08984375,0.078125,-0.05078125,0.9837641529587695,-0.04528946806237984,0.10855433820612201,-0.13544114505447555
221137,-0.6875,2.4375,0.0,-0.08984375,0.078125,-0.05078125,0.9837641529587695,-0.04522843104342784,0.10867641224402601,-0.13547166356395154
221188,-0.6875,2.4375,0.0,-0.08984375,0.078125,-0.05859375,0.9839777825251015,-0.045167394024475845,0.10800500503555406,-0.13452558977019563
221239,-0.6875,2.4375,0.0625,-0.08984375,0.0703125,-0.0703125,0.9842524491103855,-0.04464857936338389,0.10699789422284615,-0.13354899746696372
221290,-0.6875,2.4375,0.0625,-0.078125,0.0703125,-0.078125,0.9843745231482894,-0.04354991302224799,0.10666219061861018,-0.13324381237220373
221341,-0.6875,2.4375,0.0625,-0.05859375,0.05859375,-0.078125,0.9843745231482894,-0.04217658009582812,0.10702841273232215,-0.13327433088167973
221391,-0.6875,2.4375,0.0625,-0.0390625,0.0390625,-0.078125,0.9845576342051454,-0.041566209906308174,0.10611285744804223,-0.13296914578691976
221442,-0.6875,2.4375,0.0625,-0.03125,0.03125,-0.08984375,0.9848017822809534,-0.04184087649159215,0.1043733024079104,-0.13241981261635183
221482,-0.6875,2.4375,0.0625,-0.03125,0.01953125,-0.078125,0.9850154118472854,-0.041627246925260174,0.10278633991515855,-0.13199255348368785
221532,-0.6875,2.4375,0.0625,-0.03125,0.01953125,-0.0703125,0.9852595599230933,-0.0423291726432081,0.10043641468550676,-0.13193151646473586
221593,-0.625,2.4375,0.0625,-0.01171875,0.01171875,-0.05859375,0.9854731894894253,-0.04367198706015198,0.09686574907681508,-0.1325418866542558
221645,-0.625,2.375,0.0625,0.0,0.01171875,-0.05078125,0.9853511154515213,-0.04571672719504379,0.09482100894192327,-0.13422040467543564
221684,-0.625,2.375,0.0625,0.01171875,0.01171875,-0.0390625,0.9850154118472854,-0.04739524521622364,0.09430219428083132,-0.13629566331980347
221734,-0.625,2.375,0.0625,0.01171875,0.01171875,-0.0390625,0.9844660786767174,-0.04910428174687948,0.09509567552720725,-0.1391949217200232
221785,-0.625,2.375,0.0625,0.03125,0.0,-0.03125,0.9839777825251015,-0.05026398510696738,0.09637745292519913,-0.14123966185491502
221839,-0.625,2.375,0.0625,0.03125,-0.01171875,-0.03125,0.9837031159398175,-0.053285317545091096,0.09704886013367107,-0.14172795800653096
221886,-0.5625,2.375,0.0625,0.0390625,-0.03125,-0.0390625,0.9834894863734855,-0.058778649250770594,0.09646900845362713,-0.141483809930723
221937,-0.5625,2.375,0.0625,0.05078125,-0.01953125,-0.05859375,0.9833979308450576,-0.0640583513901181,0.09485152745139927,-0.14072084719382305
221988,-0.5625,2.375,0.0625,0.0703125,-0.01171875,-0.078125,0.9836115604113895,-0.0663777581102939,0.09292886135441145,-0.13953062532425917
222039,-0.5625,2.375,0.0625,0.078125,-0.01171875,-0.1015625,0.9840998565630055,-0.06686605426190985,0.09012115848261971,-0.13763847773674734
222089,-0.5625,2.3125,0.0625,0.08984375,0.0,-0.12890625,0.9847102267525254,-0.06671346171452987,0.08783227027191992,-0.1347697378460036
222139,-0.5,2.3125,0.0625,0.1015625,0.01171875,-0.12890625,0.9855647450178533,-0.06292916653950621,0.08725241859187598,-0.130649739066744
222190,-0.5,2.3125,0.0625,0.1015625,0.01171875,-0.140625,0.9862666707358012,-0.05850398266548662,0.08838160344248787,-0.12668233283486435
222241,-0.5,2.3125,0.0625,0.1015625,0.01171875,-0.1484375,0.9866023743400373,-0.05468916898098697,0.09161656544694358,-0.12335581530198066
222291,-0.5,2.3125,0.0625,0.1015625,0.0,-0.140625,0.9867854853968933,-0.05136265144810327,0.09552293465987122,-0.12030396435438093
