time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
154995462,2,10,37.4117333,-121.9946831,14,0.14,4.3,188,199,367,-9,-10,-27,37.4117337,-121.9946830
155003030,2,10,37.4117333,-121.9946831,14,0.14,4.3,188,199,367,-9,-10,-27,37.4117337,-121.9946830
155054645,2,10,37.4117332,-121.9946831,14,0.07,4.3,188,199,367,-3,-6,-19,37.4117337,-121.9946830
155135212,2,10,37.4117330,-121.9946832,14,0.18,4.3,188,199,367,-15,-8,-18,37.4117337,-121.9946830
155235522,2,10,37.4117330,-121.9946834,14,0.17,4.3,188,199,368,-10,-13,-22,37.4117337,-121.9946830
155336273,2,10,37.4117330,-121.9946835,14,0.15,4.3,188,200,368,5,-14,-25,37.4117337,-121.9946830
155437289,2,10,37.4117327,-121.9946836,14,0.14,4.3,188,200,368,-11,-8,-15,37.4117337,-121.9946830
155537864,2,10,37.4117328,-121.9946837,14,0.04,4.3,188,200,369,3,-1,-11,37.4117337,-121.9946830
155638587,2,10,37.4117329,-121.9946837,14,0.10,4.3,188,200,369,-6,7,-8,37.4117337,-121.9946830
155738921,2,10,37.4117329,-121.9946838,14,0.01,4.3,188,200,369,-1,0,-16,37.4117337,-121.9946830
155839671,2,10,37.4117330,-121.9946839,14,0.08,4.3,188,201,370,-8,-1,-17,37.4117337,-121.9946830
155940269,2,10,37.4117329,-121.9946841,14,0.17,4.3,188,201,370,-14,-10,-16,37.4117337,-121.9946830
156040593,2,10,37.4117329,-121.9946842,14,0.08,4.3,188,201,370,-6,-5,-22,37.4117337,-121.9946830
156141173,2,10,37.4117327,-121.9946844,14,0.26,4.3,188,201,370,-24,-10,-26,37.4117337,-121.9946830
156241597,2,10,37.4117327,-121.9946846,14,0.06,4.3,188,201,370,-4,-4,-13,37.4117337,-121.9946830
156343014,2,10,37.4117328,-121.9946847,14,0.02,4.3,188,201,370,0,-2,-4,37.4117337,-121.9946830
156442939,2,10,37.4117330,-121.9946849,14,0.07,4.3,188,201,370,4,-5,-5,37.4117337,-121.9946830
156543665,2,10,37.4117330,-121.9946850,14,0.06,4.3,188,201,370,4,4,-8,37.4117337,-121.9946830
156644686,2,10,37.4117327,-121.9946851,13,0.07,4.3,188,201,370,-7,1,-6,37.4117337,-121.9946830
156744950,2,10,37.4117325,-121.9946852,13,0.07,4.3,188,201,370,-7,0,-13,37.4117337,-121.9946830
156844940,2,10,37.4117322,-121.9946854,13,0.10,4.3,188,201,370,-9,-4,-13,37.4117337,-121.9946830
156945309,2,10,37.4117318,-121.9946854,13,0.14,4.3,188,201,370,-12,7,-14,37.4117337,-121.9946830
157045618,2,10,37.4117315,-121.9946855,13,0.11,4.3,188,201,370,-9,-5,-17,37.4117337,-121.9946830
157107109,2,10,37.4117315,-121.9946855,13,0.11,4.3,188,201,370,-9,-5,-17,37.4117337,-121.9946830
157146172,2,10,37.4117313,-121.9946856,13,0.05,4.3,188,201,369,1,-5,5,37.4117337,-121.9946830
157246417,2,10,37.4117312,-121.9946856,13,0.15,4.3,188,201,369,14,6,-2,37.4117337,-121.9946830
157346804,2,10,37.4117311,-121.9946856,13,0.05,4.3,188,201,369,1,5,6,37.4117337,-121.9946830
157447514,2,10,37.4117308,-121.9946856,13,0.10,4.3,188,201,369,-4,-9,14,37.4117337,-121.9946830
157547901,2,10,37.4117304,-121.9946856,13,0.21,4.3,188,201,368,-20,7,-1,37.4117337,-121.9946830
157648566,2,10,37.4117302,-121.9946856,13,0.08,4.3,188,201,368,2,8,-1,37.4117337,-121.9946830
157748824,2,10,37.4117299,-121.9946855,13,0.07,4.3,188,201,368,-6,3,0,37.4117337,-121.9946830
157849142,2,10,37.4117299,-121.9946856,13,0.11,4.3,188,201,368,11,-4,2,37.4117337,-121.9946830
157950199,2,10,37.4117295,-121.9946856,13,0.03,4.3,188,201,367,-2,1,-2,37.4117337,-121.9946830
158050880,2,10,37.4117291,-121.9946855,13,0.08,4.3,188,201,367,-1,7,10,37.4117337,-121.9946830
