t_ms,msp,motor,servo0,servo1,gyro_p,gyro_q,gyro_r,acc_x,acc_y,acc_z,qw,qx,qy,qz,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,tgtpos_n,tgtpos_e,tgtpos_d,rcData0,rcData1,rcData2,rcData3
589591.9530,3.0000,1442.0000,1459.0000,1509.0000,12.0000,4.0000,-19.0000,-413.0000,-146.0000,1488.0000,0.1265,-0.2012,0.0237,0.9711,128.7500,2.6000,-56.1200,-18.0500,0.5900,7.1300,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1472.0000
589608.6020,3.0000,1442.0000,1459.0000,1509.0000,13.0000,4.0000,-14.0000,-396.0000,-258.0000,1391.0000,0.1289,-0.2013,0.0258,0.9707,128.7500,2.6000,-56.1200,-18.0500,0.5900,7.1300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1472.0000
589625.1480,3.0000,1443.0000,1462.0000,1512.0000,18.0000,4.0000,-12.0000,-353.0000,-398.0000,1377.0000,0.1310,-0.2014,0.0282,0.9703,128.3900,2.6300,-55.9700,-18.0500,0.5800,7.1800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1473.0000
589641.7920,3.0000,1443.0000,1465.0000,1513.0000,22.0000,2.0000,-8.0000,-310.0000,-344.0000,1392.0000,0.1327,-0.2020,0.0310,0.9699,128.0300,2.6600,-55.8200,-18.0400,0.5600,7.2400,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1473.0000
589658.5380,3.0000,1443.0000,1466.0000,1514.0000,23.0000,3.0000,-7.0000,-316.0000,-250.0000,1512.0000,0.1341,-0.2022,0.0344,0.9695,127.6800,2.6800,-55.6800,-18.0300,0.5400,7.2900,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1473.0000
589675.4020,3.0000,1443.0000,1465.0000,1513.0000,21.0000,1.0000,-5.0000,-363.0000,-268.0000,1648.0000,0.1351,-0.2019,0.0379,0.9693,127.3400,2.7100,-55.5300,-18.0200,0.5300,7.3300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1473.0000
589692.1160,3.0000,1443.0000,1465.0000,1511.0000,19.0000,1.0000,-1.0000,-275.0000,-246.0000,1706.0000,0.1358,-0.2014,0.0409,0.9692,127.0100,2.7400,-55.3800,-18.0100,0.5100,7.3700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1473.0000
589708.7980,3.0000,1443.0000,1461.0000,1509.0000,15.0000,3.0000,2.0000,-324.0000,-205.0000,1696.0000,0.1360,-0.2011,0.0433,0.9691,127.0100,2.7400,-55.3800,-18.0100,0.5100,7.3700,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1473.0000
589725.6910,3.0000,1443.0000,1460.0000,1510.0000,13.0000,3.0000,3.0000,-393.0000,-241.0000,1666.0000,0.1358,-0.2014,0.0454,0.9690,126.6800,2.7600,-55.2300,-18.0000,0.4900,7.4000,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1473.0000
589742.2860,3.0000,1443.0000,1460.0000,1508.0000,11.0000,1.0000,5.0000,-459.0000,-197.0000,1613.0000,0.1354,-0.2015,0.0471,0.9689,126.3600,2.7900,-55.0800,-17.9700,0.4800,7.4300,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1473.0000
589758.8510,3.0000,1443.0000,1460.0000,1506.0000,9.0000,0.0000,7.0000,-503.0000,-101.0000,1686.0000,0.1347,-0.2014,0.0485,0.9690,126.0500,2.8100,-54.9400,-17.9200,0.4700,7.4700,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1473.0000
589775.5650,3.0000,1443.0000,1460.0000,1504.0000,6.0000,-1.0000,7.0000,-465.0000,-125.0000,1777.0000,0.1338,-0.2010,0.0495,0.9692,125.7500,2.8300,-54.7900,-17.8800,0.4600,7.4900,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1473.0000
589792.2260,3.0000,1441.0000,1455.0000,1501.0000,0.0000,0.0000,7.0000,-391.0000,-123.0000,1779.0000,0.1327,-0.2007,0.0494,0.9694,125.7500,2.8300,-54.7900,-17.8800,0.4600,7.4900,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1471.0000
589809.1640,3.0000,1443.0000,1453.0000,1501.0000,-3.0000,-1.0000,7.0000,-290.0000,-172.0000,1810.0000,0.1317,-0.2005,0.0487,0.9696,125.4600,2.8600,-54.6400,-17.8300,0.4600,7.5100,0.0000,0.0000,-0.0000,1500.0000,1497.0000,1500.0000,1473.0000
