time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
525744878,2,11,37.4117282,-121.9950682,0,0.23,43.1,158,142,211,7,22,9,37.4117279,-121.9950686
525752748,2,11,37.4117282,-121.9950682,0,0.23,43.1,158,142,211,7,22,9,37.4117279,-121.9950686
525873452,2,11,37.4117282,-121.9950683,0,0.05,43.1,158,142,211,-3,-4,8,37.4117279,-121.9950686
525974060,2,11,37.4117281,-121.9950684,0,0.06,43.1,158,142,211,0,-6,4,37.4117279,-121.9950686
526074982,2,11,37.4117280,-121.9950685,0,0.19,43.1,158,142,211,-15,-10,10,37.4117279,-121.9950686
526175513,2,11,37.4117280,-121.9950686,0,0.12,43.1,158,142,211,3,-12,5,37.4117279,-121.9950686
526276398,2,11,37.4117280,-121.9950687,0,0.12,43.1,158,142,211,2,-11,-7,37.4117279,-121.9950686
526377668,2,11,37.4117281,-121.9950687,0,0.12,43.1,158,142,212,9,-8,-10,37.4117279,-121.9950686
526478205,2,11,37.4117283,-121.9950687,1,0.21,43.1,158,142,212,19,8,-3,37.4117279,-121.9950686
526578763,2,11,37.4117284,-121.9950686,0,0.16,43.1,158,142,212,14,7,0,37.4117279,-121.9950686
526780298,2,11,37.4117284,-121.9950687,1,0.04,43.1,158,142,212,1,-3,5,37.4117279,-121.9950686
526881105,2,11,37.4117284,-121.9950688,1,0.06,43.1,158,142,212,5,-3,2,37.4117279,-121.9950686
526981366,2,11,37.4117283,-121.9950691,1,0.14,43.1,158,142,212,-1,-14,9,37.4117279,-121.9950686
527082541,2,11,37.4117282,-121.9950692,1,0.06,43.1,158,142,212,-6,1,7,37.4117279,-121.9950686
527183681,2,11,37.4117281,-121.9950693,0,0.06,43.1,158,142,213,0,6,1,37.4117279,-121.9950686
527284122,2,11,37.4117280,-121.9950695,0,0.08,43.1,158,142,213,-3,-7,8,37.4117279,-121.9950686
527384592,2,11,37.4117279,-121.9950696,0,0.08,43.1,158,142,213,-5,6,7,37.4117279,-121.9950686
527486035,2,11,37.4117277,-121.9950696,0,0.23,43.1,158,143,213,-5,22,15,37.4117279,-121.9950686
527586698,2,11,37.4117275,-121.9950698,0,0.14,43.1,158,143,214,-13,-3,16,37.4117279,-121.9950686
527668062,2,11,37.4117273,-121.9950700,0,0.04,43.1,158,143,214,-4,-1,18,37.4117279,-121.9950686
527869015,2,11,37.4117272,-121.9950702,0,0.06,43.1,158,143,214,6,0,20,37.4117279,-121.9950686
527886898,2,11,37.4117272,-121.9950702,0,0.06,43.1,158,143,214,6,0,20,37.4117279,-121.9950686
528070466,2,11,37.4117271,-121.9950704,0,0.09,43.1,158,143,215,-1,-9,7,37.4117279,-121.9950686
528170876,2,11,37.4117270,-121.9950706,0,0.07,43.1,158,143,215,0,-7,5,37.4117279,-121.9950686
528371511,2,11,37.4117270,-121.9950707,0,0.15,43.1,158,143,215,-6,-13,0,37.4117279,-121.9950686
528472003,2,11,37.4117269,-121.9950708,0,0.05,43.1,158,143,215,0,-5,13,37.4117279,-121.9950686
528673663,2,11,37.4117268,-121.9950709,0,0.09,43.1,158,143,216,-7,-5,8,37.4117279,-121.9950686
528774569,2,11,37.4117268,-121.9950710,0,0.15,43.1,158,144,216,-3,-15,7,37.4117279,-121.9950686
528874560,2,11,37.4117268,-121.9950711,0,0.17,43.1,158,144,216,-4,-16,15,37.4117279,-121.9950686
529076371,2,11,37.4117269,-121.9950710,0,0.05,43.1,158,144,217,5,-2,4,37.4117279,-121.9950686
529177253,2,11,37.4117269,-121.9950708,0,0.11,43.1,158,144,217,-1,11,10,37.4117279,-121.9950686
529278132,2,11,37.4117269,-121.9950707,0,0.06,43.1,158,144,217,3,4,14,37.4117279,-121.9950686
529379002,2,11,37.4117270,-121.9950706,0,0.05,43.1,158,144,217,-3,4,10,37.4117279,-121.9950686
