t_ms,msp,motor,servo0,servo1,gyro_p,gyro_q,gyro_r,acc_x,acc_y,acc_z,qw,qx,qy,qz,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,tgtpos_n,tgtpos_e,tgtpos_d,rcData0,rcData1,rcData2,rcData3
235019.1260,3.0000,1643.0000,1444.0000,1512.0000,14.0000,3.0000,-7.0000,-233.0000,-187.0000,725.0000,-0.0834,0.1566,-0.0176,-0.9840,159.7800,-22.7900,-62.1700,-19.4300,-0.1600,5.3800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1663.0000
235035.8370,3.0000,1643.0000,1444.0000,1510.0000,12.0000,2.0000,-7.0000,-218.0000,-232.0000,893.0000,-0.0848,0.1570,-0.0193,-0.9838,159.3300,-22.7900,-62.0500,-19.4700,-0.1800,5.5100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235052.4090,3.0000,1644.0000,1441.0000,1509.0000,9.0000,3.0000,-9.0000,-332.0000,-140.0000,1236.0000,-0.0863,0.1572,-0.0211,-0.9836,158.8900,-22.7900,-61.9300,-19.5000,-0.2100,5.6400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235069.0390,3.0000,1644.0000,1440.0000,1508.0000,8.0000,3.0000,-9.0000,-302.0000,-199.0000,1197.0000,-0.0877,0.1575,-0.0225,-0.9834,158.4700,-22.7900,-61.8000,-19.5200,-0.2400,5.7300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235085.7410,3.0000,1644.0000,1441.0000,1509.0000,11.0000,3.0000,-7.0000,-319.0000,-219.0000,1069.0000,-0.0888,0.1579,-0.0236,-0.9832,158.0500,-22.7900,-61.6700,-19.5300,-0.2600,5.8100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235102.4610,3.0000,1644.0000,1446.0000,1512.0000,16.0000,1.0000,-1.0000,-357.0000,-248.0000,1127.0000,-0.0899,0.1584,-0.0256,-0.9829,157.6200,-22.7900,-61.5400,-19.5400,-0.2900,5.9000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235119.2880,3.0000,1644.0000,1448.0000,1514.0000,20.0000,2.0000,-1.0000,-400.0000,-199.0000,1499.0000,-0.0903,0.1586,-0.0284,-0.9828,157.6200,-22.7900,-61.5400,-19.5400,-0.2900,5.9000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235135.9280,3.0000,1644.0000,1442.0000,1508.0000,8.0000,2.0000,-3.0000,-321.0000,-144.0000,1441.0000,-0.0910,0.1589,-0.0307,-0.9826,157.1800,-22.8000,-61.4100,-19.5800,-0.3300,5.9700,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235152.7140,3.0000,1644.0000,1435.0000,1503.0000,-2.0000,2.0000,5.0000,-223.0000,-190.0000,700.0000,-0.0908,0.1595,-0.0313,-0.9825,156.7500,-22.8000,-61.2800,-19.6100,-0.3500,6.0300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235169.4610,3.0000,1644.0000,1433.0000,1499.0000,-7.0000,2.0000,0.0000,-274.0000,-77.0000,-145.0000,-0.0901,0.1600,-0.0308,-0.9825,156.3200,-22.8000,-61.1500,-19.6200,-0.3800,6.1600,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235186.3410,3.0000,1644.0000,1438.0000,1502.0000,0.0000,-1.0000,-2.0000,-382.0000,-26.0000,-779.0000,-0.0900,0.1606,-0.0303,-0.9824,155.9000,-22.8100,-61.0100,-19.5800,-0.3900,6.3800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235203.1880,3.0000,1644.0000,1449.0000,1511.0000,16.0000,-3.0000,-10.0000,-441.0000,-36.0000,144.0000,-0.0911,0.1609,-0.0319,-0.9822,155.4700,-22.8100,-60.8700,-19.5400,-0.3900,6.6000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
235219.9490,3.0000,1644.0000,1456.0000,1514.0000,23.0000,-6.0000,-11.0000,-359.0000,-242.0000,1347.0000,-0.0931,0.1603,-0.0348,-0.9821,155.4700,-22.8100,-60.8700,-19.5400,-0.3900,6.6000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1664.0000
