t_ms,msp,motor,servo0,servo1,gyro_p,gyro_q,gyro_r,acc_x,acc_y,acc_z,qw,qx,qy,qz,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,tgtpos_n,tgtpos_e,tgtpos_d,rcData0,rcData1,rcData2,rcData3
635539.2280,3.0000,1448.0000,1463.0000,1503.0000,14.0000,13.0000,-12.0000,-72.0000,-249.0000,998.0000,0.3589,-0.0405,0.0984,0.9273,165.5100,-18.6000,-74.4200,-14.4200,-4.2200,2.6500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
635555.9710,3.0000,1449.0000,1464.0000,1504.0000,14.0000,12.0000,-9.0000,-71.0000,-278.0000,910.0000,0.3604,-0.0425,0.1004,0.9264,165.2400,-18.6700,-74.3700,-14.3800,-4.2800,2.7400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
635572.6450,3.0000,1446.0000,1464.0000,1504.0000,14.0000,12.0000,-7.0000,-27.0000,-289.0000,891.0000,0.3615,-0.0444,0.1028,0.9256,164.9900,-18.7500,-74.3200,-14.3300,-4.3300,2.8500,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1476.0000
635589.2120,3.0000,1448.0000,1463.0000,1505.0000,14.0000,12.0000,-6.0000,-115.0000,-199.0000,877.0000,0.3624,-0.0463,0.1048,0.9250,164.7400,-18.8200,-74.2700,-14.2900,-4.3700,2.9500,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635606.0530,3.0000,1449.0000,1463.0000,1505.0000,14.0000,12.0000,-4.0000,-87.0000,-164.0000,902.0000,0.3630,-0.0484,0.1069,0.9244,164.7400,-18.8200,-74.2700,-14.2900,-4.3700,2.9500,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635622.7970,3.0000,1449.0000,1464.0000,1504.0000,13.0000,10.0000,-3.0000,-36.0000,-245.0000,912.0000,0.3635,-0.0504,0.1089,0.9238,164.4900,-18.9000,-74.2200,-14.2400,-4.4100,3.0500,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635639.5450,3.0000,1446.0000,1466.0000,1508.0000,13.0000,11.0000,-2.0000,-47.0000,-192.0000,855.0000,0.3638,-0.0520,0.1108,0.9234,164.2500,-18.9700,-74.1700,-14.1900,-4.4500,3.1500,0.0000,0.0000,-0.0000,1497.0000,1500.0000,1500.0000,1476.0000
635656.5260,3.0000,1449.0000,1465.0000,1507.0000,16.0000,10.0000,-1.0000,-52.0000,-273.0000,917.0000,0.3641,-0.0537,0.1129,0.9229,164.0200,-19.0400,-74.1100,-14.1400,-4.4800,3.2600,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635673.2460,3.0000,1449.0000,1466.0000,1508.0000,17.0000,11.0000,-1.0000,-24.0000,-262.0000,991.0000,0.3644,-0.0554,0.1153,0.9224,163.7900,-19.1100,-74.0600,-14.0800,-4.5200,3.3600,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635689.9470,3.0000,1449.0000,1465.0000,1507.0000,15.0000,11.0000,0.0000,-31.0000,-230.0000,998.0000,0.3646,-0.0569,0.1174,0.9220,163.5700,-19.1800,-74.0000,-14.0200,-4.5600,3.4700,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
635706.5570,3.0000,1449.0000,1464.0000,1506.0000,14.0000,9.0000,1.0000,-19.0000,-204.0000,963.0000,0.3646,-0.0584,0.1194,0.9216,163.5700,-19.1800,-74.0000,-14.0200,-4.5600,3.4700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635723.1960,3.0000,1449.0000,1463.0000,1505.0000,12.0000,10.0000,2.0000,-72.0000,-219.0000,964.0000,0.3645,-0.0600,0.1213,0.9213,163.3500,-19.2500,-73.9400,-13.9600,-4.5900,3.5700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635739.6460,3.0000,1446.0000,1463.0000,1505.0000,11.0000,10.0000,2.0000,-60.0000,-174.0000,904.0000,0.3644,-0.0615,0.1229,0.9211,163.1500,-19.3200,-73.8700,-13.9000,-4.6200,3.6700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1476.0000
635756.4240,3.0000,1448.0000,1462.0000,1506.0000,11.0000,11.0000,2.0000,20.0000,-71.0000,765.0000,0.3641,-0.0631,0.1246,0.9208,162.9400,-19.3900,-73.8100,-13.8400,-4.6400,3.7700,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
635773.3830,3.0000,1449.0000,1463.0000,1507.0000,11.0000,10.0000,1.0000,-69.0000,0.0000,747.0000,0.3639,-0.0646,0.1264,0.9205,162.7400,-19.4600,-73.7400,-13.7900,-4.6500,3.8900,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
635790.1200,3.0000,1449.0000,1462.0000,1506.0000,9.0000,10.0000,0.0000,-102.0000,-66.0000,817.0000,0.3639,-0.0661,0.1280,0.9202,162.5500,-19.5200,-73.6800,-13.7400,-4.6600,4.0000,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635806.6810,3.0000,1449.0000,1461.0000,1505.0000,9.0000,10.0000,-2.0000,-92.0000,-141.0000,828.0000,0.3640,-0.0680,0.1293,0.9199,162.5500,-19.5200,-73.6800,-13.7400,-4.6600,4.0000,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635823.3770,3.0000,1449.0000,1462.0000,1506.0000,10.0000,8.0000,-4.0000,-146.0000,-72.0000,793.0000,0.3644,-0.0697,0.1307,0.9194,162.3600,-19.5900,-73.6100,-13.6700,-4.6700,4.1100,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635840.0430,3.0000,1449.0000,1465.0000,1505.0000,10.0000,6.0000,-6.0000,-203.0000,-4.0000,828.0000,0.3652,-0.0711,0.1320,0.9188,162.1700,-19.6500,-73.5300,-13.6100,-4.6700,4.2100,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635856.7800,3.0000,1449.0000,1463.0000,1505.0000,9.0000,6.0000,-8.0000,-164.0000,-117.0000,994.0000,0.3663,-0.0727,0.1331,0.9181,161.9900,-19.7200,-73.4600,-13.5400,-4.6600,4.3200,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635873.4860,3.0000,1449.0000,1464.0000,1506.0000,10.0000,5.0000,-9.0000,-156.0000,-171.0000,1235.0000,0.3674,-0.0737,0.1344,0.9173,161.7800,-19.7900,-73.3800,-13.5000,-4.7000,4.4100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
635890.4410,3.0000,1446.0000,1462.0000,1504.0000,7.0000,6.0000,-10.0000,-100.0000,-138.0000,1323.0000,0.3687,-0.0742,0.1358,0.9166,161.7800,-19.7900,-73.3800,-13.5000,-4.7000,4.4100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1476.0000
635907.0930,3.0000,1446.0000,1461.0000,1505.0000,8.0000,7.0000,-12.0000,-74.0000,-62.0000,1280.0000,0.3701,-0.0749,0.1369,0.9158,161.4700,-19.9100,-73.3000,-13.5500,-4.8300,4.4900,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1476.0000
635923.7120,3.0000,1446.0000,1464.0000,1508.0000,11.0000,6.0000,-15.0000,-99.0000,-85.0000,1212.0000,0.3718,-0.0755,0.1384,0.9148,161.1600,-20.0300,-73.2200,-13.6000,-4.9500,4.5500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1476.0000
635940.3860,3.0000,1449.0000,1464.0000,1508.0000,10.0000,6.0000,-17.0000,-205.0000,-54.0000,1088.0000,0.3739,-0.0759,0.1400,0.9137,160.8500,-20.1500,-73.1300,-13.6500,-5.0600,4.6300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
635957.5050,3.0000,1449.0000,1465.0000,1509.0000,13.0000,6.0000,-20.0000,-201.0000,-35.0000,1052.0000,0.3764,-0.0766,0.1419,0.9123,160.5500,-20.2700,-73.0500,-13.6700,-5.1500,4.7100,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635974.2990,3.0000,1449.0000,1464.0000,1508.0000,11.0000,7.0000,-21.0000,-238.0000,-60.0000,1110.0000,0.3790,-0.0773,0.1439,0.9109,160.2400,-20.4000,-72.9600,-13.7000,-5.2300,4.8000,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
635990.9050,3.0000,1449.0000,1460.0000,1508.0000,7.0000,10.0000,-21.0000,-203.0000,-95.0000,1327.0000,0.3817,-0.0783,0.1456,0.9094,160.2400,-20.4000,-72.9600,-13.7000,-5.2300,4.8000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
636007.6040,3.0000,1446.0000,1456.0000,1508.0000,4.0000,11.0000,-21.0000,-129.0000,-92.0000,1475.0000,0.3841,-0.0795,0.1468,0.9081,159.9200,-20.5300,-72.8700,-13.7400,-5.3300,4.8800,0.0000,0.0000,-0.0000,1500.0000,1497.0000,1500.0000,1476.0000
636024.1900,3.0000,1446.0000,1456.0000,1506.0000,2.0000,11.0000,-21.0000,-165.0000,-10.0000,1439.0000,0.3865,-0.0810,0.1479,0.9068,159.6100,-20.6600,-72.7800,-13.7700,-5.4200,4.9400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1476.0000
636040.8110,3.0000,1448.0000,1457.0000,1507.0000,3.0000,11.0000,-23.0000,-183.0000,-90.0000,1428.0000,0.3890,-0.0823,0.1488,0.9054,159.3000,-20.7900,-72.6900,-13.8000,-5.5100,4.9900,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
636057.6200,3.0000,1449.0000,1458.0000,1510.0000,6.0000,12.0000,-25.0000,-279.0000,-139.0000,1433.0000,0.3919,-0.0838,0.1499,0.9039,159.0000,-20.9200,-72.6000,-13.8200,-5.6000,5.0500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
636074.2380,3.0000,1449.0000,1461.0000,1513.0000,10.0000,12.0000,-25.0000,-269.0000,-125.0000,1553.0000,0.3949,-0.0853,0.1515,0.9021,158.6900,-21.0600,-72.5000,-13.8300,-5.6900,5.1000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
636091.0550,3.0000,1449.0000,1461.0000,1511.0000,10.0000,10.0000,-24.0000,-219.0000,-123.0000,1554.0000,0.3979,-0.0866,0.1531,0.9004,158.6900,-21.0600,-72.5000,-13.8300,-5.6900,5.1000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
636107.8050,3.0000,1449.0000,1459.0000,1511.0000,7.0000,10.0000,-23.0000,-166.0000,-197.0000,1477.0000,0.4008,-0.0879,0.1544,0.8988,158.3800,-21.2000,-72.4100,-13.8500,-5.7800,5.1500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
636124.4410,3.0000,1449.0000,1458.0000,1508.0000,4.0000,8.0000,-22.0000,-71.0000,-285.0000,1364.0000,0.4035,-0.0893,0.1552,0.8973,158.0600,-21.3400,-72.3100,-13.8700,-5.8800,5.2100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
636140.9930,3.0000,1446.0000,1458.0000,1510.0000,6.0000,10.0000,-19.0000,-180.0000,-285.0000,1329.0000,0.4059,-0.0905,0.1560,0.8959,157.7600,-21.4800,-72.2100,-13.8800,-5.9800,5.2800,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1476.0000
636158.1100,3.0000,1449.0000,1457.0000,1511.0000,5.0000,9.0000,-18.0000,-224.0000,-217.0000,1313.0000,0.4081,-0.0918,0.1570,0.8946,157.4500,-21.6200,-72.1100,-13.8800,-6.0700,5.3500,0.0000,0.0000,-0.0000,1500.0000,1497.0000,1500.0000,1478.0000
636174.7370,3.0000,1446.0000,1459.0000,1511.0000,7.0000,10.0000,-16.0000,-225.0000,-215.0000,1382.0000,0.4100,-0.0928,0.1583,0.8934,157.4500,-21.6200,-72.1100,-13.8800,-6.0700,5.3500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1476.0000
636191.7410,3.0000,1449.0000,1460.0000,1512.0000,8.0000,10.0000,-14.0000,-298.0000,-243.0000,1462.0000,0.4117,-0.0936,0.1598,0.8923,157.1400,-21.7600,-72.0100,-13.8800,-6.1500,5.4200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
636208.4580,3.0000,1449.0000,1460.0000,1512.0000,8.0000,9.0000,-13.0000,-288.0000,-175.0000,1351.0000,0.4132,-0.0943,0.1613,0.8913,156.8300,-21.9100,-71.9100,-13.8800,-6.2400,5.4800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1478.0000
636225.0380,3.0000,1449.0000,1460.0000,1512.0000,9.0000,7.0000,-12.0000,-304.0000,-210.0000,1291.0000,0.4145,-0.0949,0.1627,0.8904,156.5200,-22.0600,-71.8000,-13.8800,-6.3100,5.5400,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
636241.6010,3.0000,1449.0000,1460.0000,1512.0000,8.0000,8.0000,-11.0000,-259.0000,-232.0000,1319.0000,0.4157,-0.0953,0.1641,0.8895,156.2200,-22.2100,-71.7000,-13.8600,-6.3800,5.6100,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1478.0000
636258.5080,3.0000,1449.0000,1460.0000,1512.0000,9.0000,7.0000,-10.0000,-239.0000,-246.0000,1350.0000,0.4168,-0.0956,0.1654,0.8887,155.9200,-22.3600,-71.5900,-13.8500,-6.4500,5.6800,0.0000,0.0000,-0.0000,1500.0000,1497.0000,1500.0000,1478.0000
636275.3700,3.0000,1446.0000,1459.0000,1513.0000,8.0000,9.0000,-9.0000,-228.0000,-226.0000,1346.0000,0.4178,-0.0963,0.1667,0.8879,155.9200,-22.3600,-71.5900,-13.8500,-6.4500,5.6800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1476.0000
636292.0280,3.0000,1446.0000,1459.0000,1511.0000,6.0000,7.0000,-8.0000,-306.0000,-186.0000,1322.0000,0.4187,-0.0973,0.1681,0.8871,155.6200,-22.5000,-71.4800,-13.8400,-6.5300,5.7500,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1476.0000
636308.7560,2.0000,1905.0000,1000.0000,1511.0000,5.0000,7.0000,-7.0000,-326.0000,-162.0000,1437.0000,0.4194,-0.0982,0.1692,0.8865,155.3000,-22.6600,-71.3700,-13.8300,-6.6100,5.8100,0.0000,0.0000,-0.0000,1939.0000,1048.0000,1500.0000,2000.0000
636325.4850,2.0000,2000.0000,1000.0000,1514.0000,3.0000,5.0000,-6.0000,-343.0000,-145.0000,1496.0000,0.4200,-0.0990,0.1700,0.8859,155.0000,-22.8200,-71.2600,-13.8200,-6.6900,5.8700,0.0000,0.0000,-0.0000,1939.0000,1048.0000,1500.0000,2000.0000
636342.4090,2.0000,2000.0000,1000.0000,1514.0000,2.0000,2.0000,-5.0000,-112.0000,-212.0000,1479.0000,0.4204,-0.0997,0.1702,0.8856,154.7000,-22.9700,-71.1500,-13.8100,-6.7700,5.9200,0.0000,0.0000,-0.0000,1939.0000,1048.0000,1500.0000,2000.0000
636359.2160,2.0000,2000.0000,1000.0000,1514.0000,10.0000,-6.0000,-9.0000,187.0000,-299.0000,1119.0000,0.4212,-0.0991,0.1703,0.8853,154.4000,-23.1300,-71.0400,-13.8000,-6.8600,5.9900,0.0000,0.0000,-0.0000,1939.0000,1048.0000,1500.0000,2000.0000
636375.6140,2.0000,2000.0000,1000.0000,1514.0000,37.0000,-31.0000,-15.0000,321.0000,-194.0000,373.0000,0.4234,-0.0955,0.1717,0.8844,154.4000,-23.1300,-71.0400,-13.8000,-6.8600,5.9900,0.0000,0.0000,-0.0000,1939.0000,1048.0000,1500.0000,2000.0000
636392.2440,2.0000,2000.0000,1000.0000,1513.0000,77.0000,-62.0000,-28.0000,500.0000,-341.0000,413.0000,0.4280,-0.0865,0.1758,0.8823,154.1000,-23.2900,-70.9300,-13.8200,-6.9700,6.1300,0.0000,0.0000,-0.0000,1926.0000,1062.0000,1500.0000,2000.0000
636408.7890,2.0000,2000.0000,1000.0000,1513.0000,117.0000,-93.0000,-44.0000,657.0000,-580.0000,1474.0000,0.4359,-0.0712,0.1829,0.8784,153.7600,-23.4800,-70.8200,-13.8500,-7.1200,6.3400,0.0000,0.0000,-0.0000,1926.0000,1062.0000,1500.0000,2000.0000
636425.3660,2.0000,2000.0000,1000.0000,1513.0000,142.0000,-104.0000,-54.0000,587.0000,-440.0000,2823.0000,0.4459,-0.0513,0.1928,0.8726,153.4100,-23.6900,-70.7000,-13.8700,-7.3500,6.4700,0.0000,0.0000,-0.0000,1926.0000,1062.0000,1500.0000,2000.0000
636442.0440,2.0000,2000.0000,1000.0000,1513.0000,156.0000,-114.0000,-60.0000,773.0000,-557.0000,4597.0000,0.4571,-0.0294,0.2041,0.8652,153.0800,-23.8900,-70.5900,-13.8400,-7.5900,6.4900,0.0000,0.0000,-0.0000,1926.0000,1062.0000,1500.0000,2000.0000
