timestamp_ms,pos_raw_n,pos_raw_e,pos_raw_d,vel_n,vel_e,vel_d,quat_w,quat_x,quat_y,quat_z
357733,18.9375,33.3125,-6.25,0.828125,-7.80078125,-1.12890625,0.7949156163212988,0.11578722495193335,0.004425183874019593,-0.5955381939146092
357778,19.0,32.875,-6.375,0.8203125,-7.6796875,-0.859375,0.7897274697103793,0.14117862483596302,-0.018860438856166267,-0.5966978972746971
357829,19.0,32.5625,-6.375,0.80859375,-7.58984375,-0.671875,0.7857295449690237,0.16135135959959715,-0.0369579149754326,-0.5960264900662252
357880,19.0625,32.125,-6.4375,0.8203125,-7.44921875,-0.37890625,0.7843867305520799,0.17105624561296426,-0.04611346781823176,-0.5944090090639973
357921,19.0625,31.8125,-6.5,0.87109375,-7.359375,-0.2109375,0.7855769524216437,0.1728263191625721,-0.04858546708578753,-0.5921506393627736
357971,19.0625,31.5,-6.5,0.921875,-7.26953125,-0.078125,0.7893612475966674,0.17032380138554032,-0.04882961516159551,-0.5878170110171819
358023,19.125,31.125,-6.5,0.98828125,-7.12109375,0.08984375,0.7950987273781549,0.16440321054719687,-0.04544206060975982,-0.5819879757072665
358084,19.1875,30.6875,-6.5625,1.01171875,-6.96875,0.21875,0.8033997619556261,0.15607165746024965,-0.039979247413556324,-0.5732291634876553
358124,19.1875,30.4375,-6.5625,1.01953125,-6.859375,0.30859375,0.8106326487014375,0.15070039979247413,-0.03405865657521287,-0.5648365733817561
358184,19.25,30.0,-6.5625,1.05078125,-6.69140625,0.3984375,0.8232367931150243,0.14169743949705496,-0.025666066469313638,-0.5491500595110935
358225,19.25,29.75,-6.5625,1.08984375,-6.5703125,0.37109375,0.8329111606189153,0.13605151524399547,-0.019623401593066195,-0.5360576189458907
358280,19.3125,29.5,-6.5625,1.140625,-6.4296875,0.28125,0.8462782677694022,0.12649922177800837,-0.011566515091402937,-0.5173802911465804
358327,19.375,29.125,-6.5625,1.2109375,-6.23046875,0.25,0.858668782616657,0.11478011413922544,-0.002563554795983764,-0.49949644459364606
358377,19.375,28.875,-6.625,1.23046875,-6.1015625,0.2890625,0.868617816705832,0.10605182042909024,0.0043641468550675985,-0.4839930417798395
358429,19.4375,28.5,-6.625,1.30078125,-5.91015625,0.3203125,0.8756981109042634,0.10455641346476638,0.008972441785943175,-0.4712973418378246
358478,19.5,28.3125,-6.625,1.3515625,-5.76953125,0.30859375,0.880001220740379,0.10556352427747429,0.012207403790398877,-0.4629047517319254
358529,19.5625,28.0,-6.625,1.421875,-5.5703125,0.30859375,0.8816187017426069,0.1075167088839381,0.016113773003326518,-0.45927304910428174
358580,19.625,27.75,-6.625,1.44921875,-5.44140625,0.30859375,0.881130405590991,0.10879848628192999,0.020264290292062136,-0.4597613452558977
358630,19.6875,27.4375,-6.625,1.51171875,-5.25,0.2890625,0.8787499618518632,0.10882900479140599,0.02655110324411756,-0.46397289956358534
358670,19.75,27.25,-6.625,1.55859375,-5.109375,0.19921875,0.8758812219611194,0.1075167088839381,0.032074953459273046,-0.4693136387218848
358731,19.8125,26.9375,-6.6875,1.6015625,-4.91015625,0.01953125,0.8720358897671437,0.0913418988616596,0.046967986083559676,-0.478530228583636
358771,19.875,26.75,-6.6875,1.58984375,-4.80859375,-0.0703125,0.870265816217536,0.07003997924741355,0.06167790765099033,-0.4836268196661275
358822,19.9375,26.5625,-6.6875,1.5703125,-4.7109375,-0.19140625,0.868648335215308,0.04309213538010804,0.0793786431470687,-0.48716696676534316
358872,20.0,26.375,-6.75,1.53125,-4.62890625,-0.3203125,0.8668477431562243,0.011597033600878933,0.09729300820947905,-0.488876003295999
358923,20.0625,26.125,-6.75,1.44921875,-4.51171875,-0.51953125,0.8637653736991485,-0.020081179235206154,0.1108127079073458,-0.4911343729972228
358973,20.125,25.9375,-6.8125,1.3984375,-4.44921875,-0.6015625,0.859065523239845,-0.05063020722067934,0.11679433576464125,-0.4957731864375744
359023,20.1875,25.6875,-6.875,1.30078125,-4.37109375,-0.640625,0.8525650807214575,-0.0805078279976806,0.11713003936887723,-0.5028839991454818
359073,20.1875,25.5625,-6.9375,1.23046875,-4.3515625,-0.578125,0.8448438978240302,-0.11111789300210578,0.11548203985717338,-0.5104220709860531
359124,20.25,25.3125,-7.0,1.12109375,-4.3515625,-0.37890625,0.836695455793939,-0.14273506881923886,0.11587878048036133,-0.5158848841822565
359174,20.3125,25.125,-7.0,1.01953125,-4.37109375,-0.25,0.8289437543870357,-0.17334513382366407,0.11978514969328898,-0.5181432538834804
359225,20.375,24.875,-7.0625,0.859375,-4.41015625,-0.0703125,0.8222296823023163,-0.20026245918149357,0.12472914822840052,-0.5179601428266244
