time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
195962363,2,9,37.4117801,-121.9951231,5,0.06,235.8,200,161,261,-3,4,34,37.4117789,-121.9951222
195970124,2,9,37.4117801,-121.9951231,5,0.06,235.8,200,161,261,-3,4,34,37.4117789,-121.9951222
195989325,2,9,37.4117802,-121.9951233,5,0.07,235.8,200,161,261,7,0,29,37.4117789,-121.9951222
196090074,2,9,37.4117802,-121.9951235,5,0.12,235.8,200,161,261,-8,-8,17,37.4117789,-121.9951222
196190639,2,9,37.4117801,-121.9951237,5,0.14,235.8,200,161,261,-14,0,24,37.4117789,-121.9951222
196291447,2,9,37.4117801,-121.9951239,5,0.13,235.8,200,160,261,-4,-12,30,37.4117789,-121.9951222
196391726,2,9,37.4117800,-121.9951240,5,0.11,235.8,200,160,262,-10,2,24,37.4117789,-121.9951222
196593557,2,9,37.4117801,-121.9951241,5,0.05,235.8,200,160,262,1,-5,11,37.4117789,-121.9951222
196694387,2,9,37.4117801,-121.9951242,5,0.08,235.8,200,160,262,6,-5,11,37.4117789,-121.9951222
196795308,2,9,37.4117802,-121.9951243,5,0.06,235.8,200,159,262,-6,-1,18,37.4117789,-121.9951222
196875936,2,9,37.4117803,-121.9951245,5,0.09,235.8,200,159,263,-9,-2,21,37.4117789,-121.9951222
196976630,2,9,37.4117804,-121.9951246,5,0.07,235.8,200,159,263,-6,3,23,37.4117789,-121.9951222
197076904,2,9,37.4117804,-121.9951247,5,0.09,235.8,200,159,263,-7,-5,14,37.4117789,-121.9951222
197177885,2,9,37.4117805,-121.9951248,5,0.07,235.8,200,159,263,-7,1,6,37.4117789,-121.9951222
197278662,2,9,37.4117805,-121.9951249,5,0.03,235.8,200,159,264,2,-3,17,37.4117789,-121.9951222
197379095,2,9,37.4117806,-121.9951249,5,0.10,235.8,200,158,264,1,10,12,37.4117789,-121.9951222
197580938,2,9,37.4117807,-121.9951249,5,0.05,235.8,200,158,264,0,5,17,37.4117789,-121.9951222
