t_ms,msp,motor,servo0,servo1,gyro_p,gyro_q,gyro_r,acc_x,acc_y,acc_z,qw,qx,qy,qz,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,tgtpos_n,tgtpos_e,tgtpos_d,rcData0,rcData1,rcData2,rcData3
266183.9290,3.0000,1561.0000,1460.0000,1528.0000,3.0000,0.0000,-20.0000,-74.0000,-160.0000,2134.0000,0.1113,-0.0533,-0.0029,0.9924,139.6800,-58.7100,-81.3200,-24.6500,1.8100,1.3900,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1585.0000
266200.5970,3.0000,1562.0000,1461.0000,1529.0000,5.0000,1.0000,-20.0000,-175.0000,-229.0000,2104.0000,0.1144,-0.0533,-0.0019,0.9920,139.2000,-58.6700,-81.3000,-24.6300,1.7800,1.3700,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266217.2230,3.0000,1563.0000,1462.0000,1530.0000,6.0000,0.0000,-19.0000,-70.0000,-261.0000,2039.0000,0.1173,-0.0530,-0.0006,0.9917,138.7400,-58.6400,-81.2900,-24.5900,1.7400,1.3500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266233.9410,3.0000,1563.0000,1461.0000,1531.0000,6.0000,2.0000,-16.0000,29.0000,-21.0000,1880.0000,0.1200,-0.0528,0.0007,0.9914,138.2200,-58.6100,-81.2800,-24.5900,1.7200,1.3400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266250.8780,3.0000,1561.0000,1461.0000,1531.0000,6.0000,2.0000,-12.0000,-24.0000,-23.0000,1856.0000,0.1222,-0.0526,0.0021,0.9911,138.2200,-58.6100,-81.2800,-24.5900,1.7200,1.3400,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1585.0000
266267.3600,3.0000,1563.0000,1465.0000,1529.0000,9.0000,-4.0000,-9.0000,-94.0000,-239.0000,1939.0000,0.1239,-0.0519,0.0036,0.9909,137.7300,-58.5700,-81.2700,-24.5900,1.7200,1.3400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266283.9370,3.0000,1563.0000,1465.0000,1529.0000,9.0000,-4.0000,-5.0000,-108.0000,-349.0000,2002.0000,0.1250,-0.0511,0.0054,0.9908,137.2400,-58.5400,-81.2500,-24.5700,1.7000,1.3400,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1586.0000
266300.6060,3.0000,1563.0000,1465.0000,1529.0000,9.0000,-3.0000,-1.0000,-216.0000,-278.0000,2019.0000,0.1256,-0.0504,0.0072,0.9908,136.7700,-58.5100,-81.2400,-24.5200,1.6700,1.3300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266317.2100,3.0000,1563.0000,1465.0000,1529.0000,7.0000,-3.0000,4.0000,-241.0000,-234.0000,2050.0000,0.1256,-0.0498,0.0087,0.9908,136.3000,-58.4800,-81.2300,-24.4700,1.6400,1.3200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1587.0000
266334.1050,3.0000,1563.0000,1468.0000,1530.0000,9.0000,-6.0000,7.0000,-169.0000,-250.0000,2125.0000,0.1249,-0.0491,0.0099,0.9909,135.7900,-58.4500,-81.2200,-24.4700,1.6100,1.3000,0.0000,0.0000,-0.0000,1497.0000,1500.0000,1500.0000,1586.0000
266350.9210,3.0000,1563.0000,1466.0000,1528.0000,9.0000,-6.0000,9.0000,34.0000,-241.0000,2124.0000,0.1239,-0.0482,0.0110,0.9911,135.7900,-58.4500,-81.2200,-24.4700,1.6100,1.3000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266367.7220,3.0000,1563.0000,1468.0000,1526.0000,8.0000,-8.0000,11.0000,13.0000,-274.0000,2186.0000,0.1227,-0.0469,0.0118,0.9913,135.3000,-58.4200,-81.2100,-24.4600,1.5700,1.2800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1587.0000
266384.4090,3.0000,1563.0000,1467.0000,1525.0000,6.0000,-9.0000,12.0000,-45.0000,-278.0000,2250.0000,0.1213,-0.0455,0.0122,0.9915,134.8100,-58.3900,-81.2000,-24.4500,1.5400,1.2600,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266401.2020,3.0000,1563.0000,1464.0000,1524.0000,1.0000,-7.0000,12.0000,-54.0000,-286.0000,2321.0000,0.1199,-0.0442,0.0120,0.9917,134.3400,-58.3600,-81.1900,-24.4300,1.5000,1.2200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1587.0000
266417.8490,3.0000,1563.0000,1462.0000,1520.0000,-3.0000,-8.0000,10.0000,11.0000,-224.0000,2313.0000,0.1185,-0.0430,0.0109,0.9920,133.8700,-58.3400,-81.1800,-24.4000,1.4600,1.1800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266434.4580,3.0000,1563.0000,1462.0000,1520.0000,-4.0000,-8.0000,9.0000,61.0000,-118.0000,2259.0000,0.1173,-0.0418,0.0095,0.9922,133.3600,-58.3100,-81.1700,-24.4200,1.4300,1.1500,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1587.0000
266451.1710,3.0000,1563.0000,1463.0000,1521.0000,-2.0000,-7.0000,7.0000,37.0000,-102.0000,2244.0000,0.1164,-0.0406,0.0081,0.9923,133.3600,-58.3100,-81.1700,-24.4200,1.4300,1.1500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266467.6650,3.0000,1563.0000,1463.0000,1523.0000,-1.0000,-6.0000,3.0000,-118.0000,-39.0000,2290.0000,0.1158,-0.0396,0.0072,0.9924,132.8700,-58.2800,-81.1600,-24.4200,1.4000,1.1100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266484.2260,3.0000,1563.0000,1461.0000,1523.0000,-2.0000,-3.0000,1.0000,-32.0000,-21.0000,2242.0000,0.1156,-0.0390,0.0064,0.9925,132.3900,-58.2600,-81.1500,-24.4100,1.3900,1.0800,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1587.0000
266500.8760,3.0000,1563.0000,1464.0000,1524.0000,2.0000,-5.0000,-1.0000,-58.0000,-24.0000,2255.0000,0.1158,-0.0384,0.0057,0.9925,131.9200,-58.2400,-81.1500,-24.3800,1.3700,1.0500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266517.6360,3.0000,1563.0000,1467.0000,1525.0000,4.0000,-6.0000,-3.0000,-7.0000,-91.0000,2276.0000,0.1163,-0.0376,0.0057,0.9925,131.4500,-58.2100,-81.1400,-24.3500,1.3600,1.0200,0.0000,0.0000,-0.0000,1498.0000,1500.0000,1500.0000,1586.0000
266534.1870,3.0000,1561.0000,1467.0000,1527.0000,7.0000,-5.0000,-6.0000,101.0000,-13.0000,2212.0000,0.1172,-0.0364,0.0060,0.9924,131.4500,-58.2100,-81.1400,-24.3500,1.3600,1.0200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1585.0000
266550.8350,3.0000,1563.0000,1469.0000,1527.0000,7.0000,-5.0000,-7.0000,91.0000,-200.0000,2276.0000,0.1183,-0.0352,0.0068,0.9923,130.9500,-58.1900,-81.1300,-24.3700,1.3400,0.9900,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266567.3540,3.0000,1563.0000,1467.0000,1527.0000,7.0000,-4.0000,-8.0000,91.0000,-222.0000,2238.0000,0.1196,-0.0342,0.0075,0.9922,130.4600,-58.1600,-81.1300,-24.3800,1.3200,0.9500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266583.9330,3.0000,1563.0000,1468.0000,1528.0000,8.0000,-4.0000,-9.0000,-26.0000,-203.0000,2253.0000,0.1211,-0.0332,0.0085,0.9921,129.9800,-58.1400,-81.1200,-24.3600,1.2800,0.9200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266600.5730,3.0000,1563.0000,1465.0000,1529.0000,7.0000,-1.0000,-9.0000,-35.0000,-42.0000,2139.0000,0.1226,-0.0325,0.0097,0.9919,129.5200,-58.1200,-81.1200,-24.3300,1.2600,0.9000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1586.0000
266617.1580,3.0000,1563.0000,1464.0000,1526.0000,3.0000,-1.0000,-9.0000,-6.0000,-127.0000,2161.0000,0.1242,-0.0320,0.0108,0.9917,129.0600,-58.1000,-81.1100,-24.3000,1.2500,0.8800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1587.0000
266633.6680,3.0000,1563.0000,1462.0000,1526.0000,1.0000,1.0000,-8.0000,11.0000,-142.0000,2134.0000,0.1256,-0.0316,0.0114,0.9915,129.0600,-58.1000,-81.1100,-24.3000,1.2500,0.8800,0.0000,0.0000,-0.0000,1498.0000,1498.0000,1500.0000,1586.0000
266650.4230,3.0000,1563.0000,1463.0000,1525.0000,1.0000,-1.0000,-8.0000,61.0000,-96.0000,2056.0000,0.1269,-0.0312,0.0118,0.9914,128.5500,-58.0800,-81.1100,-24.3100,1.2200,0.8600,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1587.0000
