time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
39278703,2,11,37.4117676,-121.9949871,6,0.01,180.1,181,148,301,-1,0,-3,37.4117669,-121.9949883
39286530,2,11,37.4117676,-121.9949871,6,0.01,180.1,181,148,301,-1,0,-3,37.4117669,-121.9949883
39318796,2,11,37.4117677,-121.9949871,6,0.06,180.1,181,148,300,1,-6,-6,37.4117669,-121.9949883
39418985,2,11,37.4117679,-121.9949871,6,0.00,180.1,181,148,300,0,0,-3,37.4117669,-121.9949883
39821064,2,11,37.4117680,-121.9949871,6,0.08,180.1,181,148,299,-2,-7,4,37.4117669,-121.9949883
39921678,2,11,37.4117682,-121.9949871,6,0.04,180.1,181,148,298,4,-2,0,37.4117669,-121.9949883
40022445,2,11,37.4117683,-121.9949871,6,0.07,180.1,181,148,298,0,-7,-11,37.4117669,-121.9949883
40103373,2,11,37.4117685,-121.9949870,6,0.07,180.1,181,148,298,7,1,-7,37.4117669,-121.9949883
40203731,2,11,37.4117686,-121.9949869,6,0.02,180.1,181,147,298,-1,2,-5,37.4117669,-121.9949883
40324980,2,11,37.4117687,-121.9949868,6,0.02,180.1,181,147,297,2,1,-12,37.4117669,-121.9949883
40405475,2,11,37.4117688,-121.9949866,6,0.02,180.1,181,147,297,0,2,-6,37.4117669,-121.9949883
40506041,2,11,37.4117689,-121.9949865,6,0.08,180.1,181,147,297,-4,-6,-14,37.4117669,-121.9949883
40607251,2,11,37.4117689,-121.9949864,6,0.07,180.1,181,147,296,-5,4,-6,37.4117669,-121.9949883
40708030,2,11,37.4117690,-121.9949862,6,0.02,180.1,181,147,296,0,-2,-12,37.4117669,-121.9949883
40809484,2,11,37.4117690,-121.9949861,6,0.02,180.1,181,147,295,-2,1,-10,37.4117669,-121.9949883
40910394,2,11,37.4117691,-121.9949860,6,0.11,180.1,181,147,295,11,-3,-7,37.4117669,-121.9949883
41010975,2,11,37.4117692,-121.9949860,7,0.12,180.1,181,147,294,0,-12,-18,37.4117669,-121.9949883
41111163,2,11,37.4117692,-121.9949859,7,0.03,180.1,181,147,293,-3,0,-11,37.4117669,-121.9949883
