time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
179717073,2,7,37.4117525,-121.9950082,7,0.05,62.5,249,121,285,-1,5,11,37.4117526,-121.9950056
179724835,2,7,37.4117525,-121.9950082,7,0.05,62.5,249,121,285,-1,5,11,37.4117526,-121.9950056
179796085,2,7,37.4117524,-121.9950081,7,0.11,62.5,249,121,285,-10,-4,19,37.4117526,-121.9950056
179896520,2,7,37.4117523,-121.9950081,7,0.10,62.5,249,121,285,-7,-7,12,37.4117526,-121.9950056
180398849,2,7,37.4117523,-121.9950080,7,0.04,62.5,249,121,286,3,-1,5,37.4117526,-121.9950056
180600099,2,7,37.4117523,-121.9950079,7,0.04,62.5,249,121,286,-1,4,-3,37.4117526,-121.9950056
180700350,2,7,37.4117522,-121.9950078,7,0.07,62.5,249,121,286,-5,5,1,37.4117526,-121.9950056
180801353,2,7,37.4117521,-121.9950078,7,0.12,62.5,249,121,286,-9,-7,10,37.4117526,-121.9950056
181002785,2,7,37.4117520,-121.9950079,7,0.03,62.5,249,121,286,3,-2,26,37.4117526,-121.9950056
181304912,2,7,37.4117519,-121.9950078,7,0.09,62.5,249,121,287,7,5,32,37.4117526,-121.9950056
181506183,2,7,37.4117520,-121.9950078,7,0.15,62.5,250,121,287,12,-9,22,37.4117526,-121.9950056
181606667,2,7,37.4117521,-121.9950078,7,0.19,62.5,250,121,287,18,-4,29,37.4117526,-121.9950056
181808474,2,7,37.4117521,-121.9950077,7,0.08,62.5,250,121,287,0,8,29,37.4117526,-121.9950056
181857108,2,7,37.4117521,-121.9950077,7,0.08,62.5,250,121,287,0,8,29,37.4117526,-121.9950056
181909270,2,7,37.4117521,-121.9950076,7,0.03,62.5,250,121,288,-2,-1,40,37.4117526,-121.9950056
181989828,2,7,37.4117519,-121.9950076,7,0.22,62.5,250,121,288,-20,-8,39,37.4117526,-121.9950056
182090224,2,7,37.4117517,-121.9950077,7,0.13,62.5,250,121,288,-9,-8,34,37.4117526,-121.9950056
182291402,2,7,37.4117516,-121.9950077,7,0.03,62.5,250,121,288,-3,0,18,37.4117526,-121.9950056
182392131,2,7,37.4117515,-121.9950077,7,0.03,62.5,250,121,288,2,-1,17,37.4117526,-121.9950056
182493635,2,7,37.4117515,-121.9950078,7,0.12,62.5,250,120,288,-1,-12,25,37.4117526,-121.9950056
182594884,2,7,37.4117514,-121.9950079,7,0.09,62.5,250,120,288,-2,-8,15,37.4117526,-121.9950056
182694687,2,7,37.4117513,-121.9950078,7,0.07,62.5,250,120,288,-6,3,14,37.4117526,-121.9950056
182795379,2,7,37.4117511,-121.9950079,7,0.16,62.5,250,120,288,-14,-9,14,37.4117526,-121.9950056
182896667,2,7,37.4117511,-121.9950080,7,0.05,62.5,250,120,288,5,0,16,37.4117526,-121.9950056
182996967,2,7,37.4117510,-121.9950080,7,0.10,62.5,250,120,289,-10,-2,17,37.4117526,-121.9950056
183097562,2,7,37.4117510,-121.9950081,7,0.07,62.5,250,120,289,7,0,23,37.4117526,-121.9950056
183198728,2,7,37.4117511,-121.9950081,7,0.09,62.5,250,120,289,9,2,27,37.4117526,-121.9950056
183299068,2,7,37.4117511,-121.9950082,7,0.02,62.5,250,120,289,1,-1,27,37.4117526,-121.9950056
183399356,2,7,37.4117511,-121.9950081,7,0.01,62.5,250,120,289,0,1,16,37.4117526,-121.9950056
183499919,2,7,37.4117512,-121.9950081,7,0.12,62.5,250,120,289,12,-1,16,37.4117526,-121.9950056
183600794,2,7,37.4117513,-121.9950082,7,0.20,62.5,250,120,289,19,-4,30,37.4117526,-121.9950056
183701092,2,7,37.4117514,-121.9950084,7,0.17,62.5,250,120,289,5,-16,43,37.4117526,-121.9950056
183802583,2,7,37.4117515,-121.9950084,7,0.12,62.5,250,121,289,11,-4,39,37.4117526,-121.9950056
183977361,2,7,37.4117515,-121.9950084,7,0.02,62.5,250,121,289,-1,-1,45,37.4117526,-121.9950056
184003584,2,7,37.4117514,-121.9950084,7,0.05,62.5,250,121,289,-2,-4,67,37.4117526,-121.9950056
184104414,2,7,37.4117515,-121.9950083,7,0.07,62.5,250,121,290,6,-2,84,37.4117526,-121.9950056
184206043,2,7,37.4117515,-121.9950084,7,0.16,62.5,250,121,290,6,-15,82,37.4117526,-121.9950056
184286699,2,7,37.4117515,-121.9950085,7,0.13,62.5,250,121,290,5,-12,104,37.4117526,-121.9950056
184387484,2,7,37.4117515,-121.9950084,7,0.06,62.5,250,121,290,-3,-5,117,37.4117526,-121.9950056
184488198,2,7,37.4117514,-121.9950084,7,0.29,62.5,250,121,291,-27,-11,131,37.4117526,-121.9950056
184589160,2,7,37.4117511,-121.9950082,7,0.38,62.5,250,121,291,-36,10,131,37.4117526,-121.9950056
184690613,2,7,37.4117507,-121.9950079,7,0.49,62.5,250,122,291,-42,25,148,37.4117526,-121.9950056
184790946,2,7,37.4117502,-121.9950073,7,0.66,110.6,250,122,291,-59,29,160,37.4117526,-121.9950056
184891809,2,7,37.4117498,-121.9950069,7,0.36,110.6,250,122,291,-30,19,153,37.4117526,-121.9950056
184992687,2,7,37.4117500,-121.9950067,7,0.37,110.6,250,121,291,34,-14,140,37.4117526,-121.9950056
185093285,2,7,37.4117509,-121.9950072,7,1.54,345.9,250,121,291,130,-82,132,37.4117526,-121.9950056
185193480,2,7,37.4117527,-121.9950087,7,2.82,328.3,250,121,291,225,-170,88,37.4117526,-121.9950056
185294660,2,7,37.4117556,-121.9950113,7,4.51,325.1,250,121,292,363,-267,34,37.4117526,-121.9950056
185394866,2,7,37.4117593,-121.9950145,7,5.18,324.6,250,121,293,421,-303,-9,37.4117526,-121.9950056
