BCN,7514,0744,066047,2,9,000234,2,6,32800,32768,00000,00000
BCN,7515,0745,066047,2,9,000234,2,6,32800,32768,0000<DAPLink:Overflow>
BCN,9208,075,05985,2,8,00346,2,8,3799,32767,00000,00000
BCN,9209,0745,059825,2,8,003046,2,8,32799,32767,00000,00000
BCN,9210,0850,059825,2,8,003046,2,8,32799,32767,00000,00000
BCN,9211,0853,059825,2,8,003046,2,8,32799,32767,00000,00000
BCN,9212,0850,059825,2,8,003046,2,8,32799,32767,00000,00000
BCN,9213,0853,070065,2,9,003382,2,9,32800,32768,00000,00000
BCN,9214,0851,070065,2,9,003382,2,9,32800,32768,00000,00000
BCN,9215,0745,070065,2,9,003382,2,9,32800,32768,00000,00000
BCN,9216,0743,070065,2,9,003382,2,9,32800,32768,00000,00000
BCN,9217,0853,070065,2,9,003382,2,9,32800,32768,00000,00000
BCN,9218,0742,070065,2,9,003382,2,9,32800,32768,00000,00000
BCN,9219,0745,063856,2,8,003451,2,9,32800,32768,00000,00000
BCN,9220,0851,063856,2,8,003451,2,9,32800,32768,00000,00000
BCN,9221,0745,063856,2,8,003451,2,9,32800,32768,00000,00000
BCN,9222,0743,063856,2,8,003451,2,9,32800,32768,00000,00000
BCN,9223,0800,063856,2,8,003451,2,9,32800,32768,00000,00000
BCN,9224,0743,063856,2,8,003451,2,9,32800,32768,00000,00000
BCN,9225,0745,065735,2,9,003533,2,9,32800,32768,00000,00000
BCN,9226,0851,065735,2,9,003533,2,9,32800,32768,00000,00000
BCN,9227,0766,065735,2,9,003533,2,9,32800,32768,00000,00000
BCN,9228,0759,065735,2,9,003533,2,9,32800,32768,00000,00000
BCN,9229,0745,065735,2,9,003533,2,9,32800,32768,00000,00000
BCN,9230,0752,065735,2,9,003533,2,9,32800,32768,00000,00000
BCN,9231,0753,061704,2,8,003556,2,9,32800,32768,00000,00000
BCN,9232,0850,061704,2,8,003556,2,9,32800,32768,00000,00000
BCN,9233,0850,061704,2,8,003556,2,9,32800,32768,00000,00000
BCN,9234,0850,061704,2,8,003556,2,9,32800,32768,00000,00000
BCN,9235,0748,061704,2,8,003556,2,9,32800,32768,00000,00000
BCN,9236,0850,061704,2,8,003556,2,9,32800,32768,00000,00000
BCN,9237,0852,061704,2,8,003556,2,9,32800,32768,00000,00000
BCN,9238,0849,063752,2,8,003483,2,9,32799,32768,00000,00000
BCN,9239,0745,063752,2,8,003483,2,9,32799,32768,00000,00000
BCN,9240,0850,063752,2,8,003483,2,9,32799,32768,00000,00000
BCN,9241,0853,063752,2,8,003483,2,9,32799,32768,00000,00000
BCN,9242,0850,063752,2,8,003483,2,9,32799,32768,00000,00000
BCN,9243,0746,063752,2,8,003483,2,9,32799,32768,00000,00000
BCN,9244,0743,063713,2,8,003392,2,9,32800,32768,00000,00000
BCN,9245,0746,063713,2,8,003392,2,9,32800,32768,00000,00000
BCN,9246,0742,063713,2,8,003392,2,9,32800,32768,00000,00000
BCN,9247,0853,063713,2,8,003392,2,9,32800,32768,00000,00000
BCN,9248,0851,063713,2,8,003392,2,9,32800,32768,00000,00000
BCN,9249,0849,063713,2,8,003392,2,9,32800,32768,00000,00000
BCN,9250,0823,066008,2,9,003241,2,9,32800,32768,00000,00000
BCN,9251,0808,066008,2,9,003241,2,9,32800,32768,00000,00000
BCN,9252,0742,066008,2,9,003241,2,9,32800,32768,00000,00000
BCN,9253,0821,066008,2,9,003241,2,9,32800,32768,00000,00000
BCN,9254,0850,066008,2,9,003241,2,9,32800,32768,00000,00000
BCN,9255,0835,066008,2,9,003241,2,9,32800,32768,00000,00000
BCN,9256,0836,061951,2,8,003062,2,8,32799,32768,00000,00000
BCN,9257,0853,061951,2,8,003062,2,8,32799,32768,00000,00000
BCN,9258,0742,061951,2,8,003062,2,8,32799,32768,00000,00000
BCN,9259,0745,061951,2,8,003062,2,8,32799,32768,00000,00000
BCN,9260,0846,061951,2,8,003062,2,8,32799,32768,00000,00000
BCN,9261,0745,061951,2,8,003062,2,8,32799,32768,00000,00000
BCN,9262,0742,063908,2,8,003259,2,9,32800,32767,00000,00000
BCN,9263,0854,063908,2,8,003259,2,9,32800,32767,00000,00000
BCN,9264,0745,063908,2,8,003259,2,9,32800,32767,00000,00000
BCN,9265,0747,063908,2,8,003259,2,9,32800,32767,00000,00000
BCN,9266,0742,063908,2,8,003259,2,9,32800,32767,00000,00000
BCN,9267,0746,063908,2,8,003259,2,9,32800,32767,00000,00000
BCN,9268,0743,066151,2,9,003331,2,9,32800,32768,00000,00000
BCN,9269,0854,066151,2,9,003331,2,9,32800,32768,00000,00000
BCN,9270,0850,066151,2,9,003331,2,9,32800,32768,00000,00000
