BCN,4383,4023,061834,2,8,128236,2,8,32800,32770,00000,00000
BCN,4384,4095,061834,2,8,128236,2,8,32800,32770,00000,00000<DAPLink:Overflow>
BCN,6242,4075,063765,2,8,144500,2,9,32800,32799,00000,00000
BCN,6243,4023,063765,2,8,144500,2,9,32800,32799,00000,00000
BCN,6244,0000,063765,2,8,144500,2,9,32800,32799,00000,00000
BCN,6245,4031,063765,2,8,144500,2,9,32800,32799,00000,00000
BCN,6246,4086,063765,2,8,144500,2,9,32800,32799,00000,00000
BCN,6247,4086,067809,2,9,144588,2,9,32800,32799,00000,00000
BCN,6248,0000,067809,2,9,144588,2,9,32800,32799,00000,00000
BCN,6249,0000,067809,2,9,144588,2,9,32800,32799,00000,00000
BCN,6250,0000,067809,2,9,144588,2,9,32800,32799,00000,00000
BCN,6251,0000,067809,2,9,144588,2,9,32800,32799,00000,00000
BCN,6252,4059,067809,2,9,144588,2,9,32800,32799,00000,00000
BCN,6253,4087,061717,2,8,144548,2,9,32800,32799,00000,00000
BCN,6254,4087,061717,2,8,144548,2,9,32800,32799,00000,00000
BCN,6255,4079,061717,2,8,144548,2,9,32800,32799,00000,00000
BCN,6256,4095,061717,2,8,144548,2,9,32800,32799,00000,00000
BCN,6257,0000,061717,2,8,144548,2,9,32800,32799,00000,00000
BCN,6258,0000,061717,2,8,144548,2,9,32800,32799,00000,00000
BCN,6259,4091,063765,2,8,144526,2,9,32799,32799,00000,00000
BCN,6260,0000,063765,2,8,144526,2,9,32799,32799,00000,00000
BCN,6261,0000,063765,2,8,144526,2,9,32799,32799,00000,00000
BCN,6262,4087,063765,2,8,144526,2,9,32799,32799,00000,00000
BCN,6263,0000,063765,2,8,144526,2,9,32799,32799,00000,00000
BCN,6264,0000,063765,2,8,144526,2,9,32799,32799,00000,00000
BCN,6265,0000,061808,2,8,140496,2,9,32799,32799,00000,00000
BCN,6266,0000,061808,2,8,140496,2,9,32799,32799,00000,00000
BCN,6267,0000,061808,2,8,140496,2,9,32799,32799,00000,00000
BCN,6268,4093,061808,2,8,140496,2,9,32799,32799,00000,00000
BCN,6269,4031,061808,2,8,140496,2,9,32799,32799,00000,00000
BCN,6270,0000,061808,2,8,140496,2,9,32799,32799,00000,00000
BCN,6271,0000,070026,2,9,136410,2,9,32800,32799,00000,00000
BCN,6272,0000,070026,2,9,136410,2,9,32800,32799,00000,00000
BCN,6273,0000,070026,2,9,136410,2,9,32800,32799,00000,00000
BCN,6274,4085,070026,2,9,136410,2,9,32800,32799,00000,00000
BCN,6275,4031,070026,2,9,136410,2,9,32800,32799,00000,00000
BCN,6276,4091,070026,2,9,136410,2,9,32800,32799,00000,00000
BCN,6277,0000,070026,2,9,136410,2,9,32800,32799,00000,00000
BCN,6278,4086,065956,2,9,136322,2,9,32800,32799,00000,00000
BCN,6279,4095,065956,2,9,136322,2,9,32800,32799,00000,00000
BCN,6280,4095,065956,2,9,136322,2,9,32800,32799,00000,00000
BCN,6281,0000,065956,2,9,136322,2,9,32800,32799,00000,00000
BCN,6282,4061,065956,2,9,136322,2,9,32800,32799,00000,00000
BCN,6283,4074,065956,2,9,136322,2,9,32800,32799,00000,00000
BCN,6284,4079,064012,2,8,132693,2,8,32800,32799,00000,00000
BCN,6285,0000,064012,2,8,132693,2,8,32800,32799,00000,00000
BCN,6286,0000,064012,2,8,132693,2,8,32800,32799,00000,00000
BCN,6287,0000,064012,2,8,132693,2,8,32800,32799,00000,00000
BCN,6288,0000,064012,2,8,132693,2,8,32800,32799,00000,00000
BCN,6289,4093,064012,2,8,132693,2,8,32800,32799,00000,00000
BCN,6290,4077,060033,2,8,127954,2,8,32799,32799,00000,00000
BCN,6291,4023,060033,2,8,127954,2,8,32799,32799,00000,00000
BCN,6292,4095,060033,2,8,127954,2,8,32799,32799,00000,00000
BCN,6293,4091,060033,2,8,127954,2,8,32799,32799,00000,00000
BCN,6294,0000,060033,2,8,127954,2,8,32799,32799,00000,00000
BCN,6295,0000,060033,2,8,127954,2,8,32799,32799,00000,00000
BCN,6296,4095,063999,2,8,128309,2,8,32800,32799,00000,00000
BCN,6297,0000,063999,2,8,128309,2,8,32800,32799,00000,00000
BCN,6298,0000,063999,2,8,128309,2,8,32800,32799,00000,00000
BCN,6299,4079,063999,2,8,128309,2,8,32800,32799,00000,00000
BCN,6300,0000,063999,2,8,128309,2,8,32800,32799,00000,00000
BCN,6301,0000,063999,2,8,128309,2,8,32800,32799,00000,00000
BCN,6302,0000,066216,2,9,124352,2,8,32800,32799,00000,00000
BCN,6303,0000,066216,2,9,124352,2,8,32800,32799,00000,00000
BCN,6304,0000,066216,2,9,124352,2,8,32800,32799,00000,00000
BCN,6305,4087,066216,2,9,124352,2,8,32800,32799,00000,00000
BCN,6306,4014,066216,2,9,124352,2,8,32800,32799,00000,00000
BCN,6307,4031,066216,2,9,124352,2,8,32800,32799,00000,00000
BCN,6308,0000,064064,2,8,120305,2,8,32799,32799,00000,00000
BCN,6309,4095,064064,2,8,120305,2,8,32799,32799,00000,00000
BCN,6310,0000,064064,2,8,120305,2,8,32799,32799,00000,00000
BCN,6311,4079,064064,2,8,120305,2,8,32799,32799,00000,00000
BCN,6312,4079,064064,2,8,120305,2,8,32799,32799,00000,00000
BCN,6313,4095,064064,2,8,120305,2,8,32799,32799,00000,00000
BCN,6314,0000,064064,2,8,120305,2,8,32799,32799,00000,00000
BCN,6315,4093,061808,2,8,120243,2,8,32800,32799,00000,00000
BCN,6316,4092,061808,2,8,120243,2,8,32800,32799,00000,00000
BCN,6317,4091,061808,2,8,120243,2,8,32800,32799,00000,00000
BCN,6318,0000,061808,2,8,120243,2,8,32800,32799,00000,00000
BCN,6319,4063,061808,2,8,120243,2,8,32800,32799,00000,00000
BCN,6320,4078,061808,2,8,120243,2,8,32800,32799,00000,00000
BCN,6321,4095,061821,2,8,116543,2,7,32800,32799,00000,00000
BCN,6322,0000,061821,2,8,116543,2,7,32800,32799,00000,00000
BCN,6323,0000,061821,2,8,116543,2,7,32800,32799,00000,00000
BCN,6324,0000,061821,2,8,116543,2,7,32800,32799,00000,00000
BCN,6325,0000,061821,2,8,116543,2,7,32800,32799,00000,00000
BCN,6326,4086,061821,2,8,116543,2,7,32800,32799,00000,00000
BCN,6327,4091,063843,2,8,116156,2,7,32799,32800,00000,00000
BCN,6328,4091,063843,2,8,116156,2,7,32799,32800,00000,00000
BCN,6329,4077,063843,2,8,116156,2,7,32799,32800,00000,00000
BCN,6330,4063,063843,2,8,116156,2,7,32799,32800,00000,00000
BCN,6331,0000,063843,2,8,116156,2,7,32799,32800,00000,00000
BCN,6332,0000,063843,2,8,116156,2,7,32799,32800,00000,00000
BCN,6333,4030,059721,2,8,131109,2,8,32799,32799,00000,00000
BCN,6334,0000,059721,2,8,131109,2,8,32799,32799,00000,00000
BCN,6335,0000,059721,2,8,131109,2,8,32799,32799,00000,00000
BCN,6336,4093,059721,2,8,131109,2,8,32799,32799,00000,00000
BCN,6337,0000,059721,2,8,131109,2,8,32799,32799,00000,00000
BCN,6338,0000,059721,2,8,131109,2,8,32799,32799,00000,00000
BCN,6339,0000,069987,2,9,120050,2,8,32800,32799,00000,00000
BCN,6340,0000,069987,2,9,120050,2,8,32800,32799,00000,00000
BCN,6341,0000,069987,2,9,120050,2,8,32800,32799,00000,00000
BCN,6342,4095,069987,2,9,120050,2,8,32800,32799,00000,00000
BCN,6343,4077,069987,2,9,120050,2,8,32800,32799,00000,00000
BCN,6344,4079,069987,2,9,120050,2,8,32800,32799,00000,00000
BCN,6345,0000,063791,2,8,120513,2,8,32800,32799,00000,00000
BCN,6346,4087,063791,2,8,120513,2,8,32800,32799,00000,00000
BCN,6347,4031,063791,2,8,120513,2,8,32800,32799,00000,00000
BCN,6348,4059,063791,2,8,120513,2,8,32800,32799,00000,00000
