t_s,cell,phase,throttle,elevator_trim,axis,amplitude,cmd_aileron,cmd_elevator,cmd_throttle,elev_trimmed,rate_p,rate_q,rate_r,phi,theta,psi,vel_x,vel_y,vel_z,v_rel_airmass,pos_x,pos_y,pos_z,flight_cl
9.525000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.704102,-0.593914,0.898250,-2.799096,0.058678,3.076675,-45.437584,11.499165,2.975305,46.964426,-55.253338,103.903287,52.864453,-0.472765
9.530000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.708023,-0.590760,0.919749,-2.802827,0.062988,3.073375,-45.404338,11.401035,2.888616,46.902896,-55.481974,103.960538,52.879112,-0.473067
9.535000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.711350,-0.587361,0.940251,-2.806598,0.067305,3.069952,-45.370474,11.304081,2.801777,46.841350,-55.710441,104.017300,52.893338,-0.473401
9.540000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.714086,-0.583724,0.959750,-2.810408,0.071625,3.066412,-45.335992,11.208303,2.714786,46.779785,-55.938736,104.073582,52.907130,-0.473764
9.545000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.716238,-0.579853,0.978237,-2.814253,0.075944,3.062758,-45.300895,11.113702,2.627644,46.718197,-56.166856,104.129387,52.920486,-0.474156
9.550000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.717810,-0.575755,0.995706,-2.818131,0.080259,3.058994,-45.265184,11.020278,2.540352,46.656583,-56.394797,104.184722,52.933406,-0.474575
9.555000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.718809,-0.571436,1.012152,-2.822041,0.084566,3.055125,-45.228861,10.928031,2.452914,46.594941,-56.622558,104.239593,52.945889,-0.475020
9.560000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.719241,-0.566904,1.027568,-2.825980,0.088862,3.051155,-45.191928,10.836961,2.365335,46.533266,-56.850134,104.294005,52.957935,-0.475489
9.565000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.719114,-0.562166,1.041953,-2.829946,0.093143,3.047087,-45.154387,10.747067,2.277624,46.471558,-57.077522,104.347966,52.969542,-0.475982
9.570000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.718432,-0.557231,1.055303,-2.833935,0.097406,3.042927,-45.116242,10.658346,2.189788,46.409813,-57.304720,104.401479,52.980710,-0.476496
9.575000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.717205,-0.552107,1.067616,-2.837946,0.101648,3.038680,-45.077493,10.570799,2.101840,46.348030,-57.531725,104.454552,52.991440,-0.477030
9.580000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.715439,-0.546804,1.078891,-2.841976,0.105866,3.034349,-45.038145,10.484422,2.013790,46.286207,-57.758533,104.507190,53.001729,-0.477583
9.585000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.713142,-0.541331,1.089127,-2.846023,0.110056,3.029939,-44.998161,10.399207,1.925652,46.224303,-57.985141,104.559400,53.011577,-0.478153
9.590000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.710322,-0.535698,1.098327,-2.850083,0.114215,3.025455,-44.957543,10.315150,1.837440,46.162313,-58.211547,104.611186,53.020985,-0.478737
9.595000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.706986,-0.529915,1.106492,-2.854155,0.118342,3.020902,-44.916299,10.232248,1.749174,46.100243,-58.437746,104.662554,53.029951,-0.479336
9.600000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.703143,-0.523991,1.113623,-2.858234,0.122433,3.016285,-44.874434,10.150498,1.660871,46.038092,-58.663737,104.713511,53.038477,-0.479946
9.605000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.698801,-0.517938,1.119725,-2.862320,0.126485,3.011608,-44.831952,10.069894,1.572553,45.975859,-58.889514,104.764062,53.046560,-0.480567
9.610000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.693969,-0.511767,1.124802,-2.866408,0.130497,3.006877,-44.788860,9.990431,1.484241,45.913545,-59.115077,104.814213,53.054202,-0.481196
9.615000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.688654,-0.505488,1.128859,-2.870496,0.134466,3.002096,-44.745162,9.912103,1.395958,45.851150,-59.340421,104.863970,53.061403,-0.481832
9.620000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.682866,-0.499112,1.131903,-2.874581,0.138389,2.997270,-44.700864,9.834905,1.307727,45.788675,-59.565544,104.913337,53.068162,-0.482474
9.625000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.676613,-0.492651,1.133939,-2.878660,0.142265,2.992404,-44.655973,9.758829,1.219574,45.726120,-59.790442,104.962322,53.074480,-0.483119
9.630000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.669904,-0.486115,1.134976,-2.882730,0.146093,2.987505,-44.610495,9.683867,1.131524,45.663486,-60.015113,105.010929,53.080358,-0.483766
9.635000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.662748,-0.479517,1.135022,-2.886789,0.149869,2.982575,-44.564439,9.610011,1.043602,45.600774,-60.239553,105.059164,53.085796,-0.484413
9.640000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.655154,-0.472868,1.134086,-2.890832,0.153593,2.977621,-44.517810,9.537252,0.955838,45.537987,-60.463760,105.107032,53.090794,-0.485059
9.645000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.647130,-0.466178,1.132179,-2.894858,0.157263,2.972648,-44.470619,9.465582,0.868258,45.475125,-60.687731,105.154539,53.095354,-0.485701
9.650000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.638687,-0.459460,1.129309,-2.898862,0.160878,2.967661,-44.422872,9.394989,0.780891,45.412192,-60.911463,105.201691,53.099477,-0.486340
9.655000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.629833,-0.452725,1.125490,-2.902843,0.164437,2.962664,-44.374579,9.325464,0.693766,45.349188,-61.134954,105.248492,53.103164,-0.486972
9.660000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.620577,-0.445983,1.120733,-2.906796,0.167938,2.957663,-44.325749,9.256995,0.606912,45.286116,-61.358200,105.294948,53.106416,-0.487596
9.665000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.610928,-0.439246,1.115050,-2.910719,0.171381,2.952664,-44.276393,9.189569,0.520358,45.222980,-61.581198,105.341065,53.109234,-0.488211
9.670000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.600896,-0.432526,1.108455,-2.914608,0.174765,2.947670,-44.226520,9.123175,0.434135,45.159782,-61.803947,105.386847,53.111620,-0.488816
9.675000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.590491,-0.425832,1.100962,-2.918461,0.178090,2.942687,-44.176141,9.057798,0.348272,45.096524,-62.026444,105.432299,53.113576,-0.489409
9.680000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.579720,-0.419175,1.092585,-2.922275,0.181354,2.937721,-44.125268,8.993426,0.262798,45.033210,-62.248686,105.477427,53.115104,-0.489988
9.685000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.568595,-0.412567,1.083339,-2.926045,0.184558,2.932775,-44.073911,8.930044,0.177744,44.969844,-62.470670,105.522236,53.116205,-0.490553
9.690000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.557125,-0.406017,1.073240,-2.929770,0.187701,2.927855,-44.022082,8.867636,0.093139,44.906429,-62.692395,105.566730,53.116882,-0.491101
9.695000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.350000,0.450000,0.350000,-0.545318,-0.399535,1.062303,-2.933446,0.190784,2.922966,-43.969794,8.806187,0.009013,44.842969,-62.913858,105.610915,53.117138,-0.491633
9.700000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349996,0.450000,0.349996,-0.533186,-0.393131,1.050545,-2.937069,0.193805,2.918113,-43.917060,8.745681,-0.074605,44.779467,-63.135057,105.654795,53.116974,-0.492146
9.705000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349988,0.450000,0.349988,-0.520737,-0.386793,1.037984,-2.940638,0.196767,2.913300,-43.863891,8.686101,-0.157689,44.715927,-63.355989,105.698374,53.116393,-0.492641
9.710000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349976,0.450000,0.349976,-0.507981,-0.380525,1.024636,-2.944149,0.199667,2.908531,-43.810302,8.627429,-0.240210,44.652355,-63.576652,105.741658,53.115398,-0.493117
9.715000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349960,0.450000,0.349960,-0.494928,-0.374329,1.010518,-2.947599,0.202508,2.903812,-43.756305,8.569648,-0.322140,44.588753,-63.797044,105.784651,53.113992,-0.493572
9.720000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349940,0.450000,0.349940,-0.481589,-0.368213,0.995651,-2.950985,0.205289,2.899148,-43.701915,8.512739,-0.403451,44.525127,-64.017164,105.827357,53.112178,-0.494004
9.725000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349916,0.450000,0.349916,-0.467973,-0.362183,0.980050,-2.954304,0.208010,2.894541,-43.647147,8.456684,-0.484117,44.461481,-64.237009,105.869781,53.109959,-0.494411
9.730000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349888,0.450000,0.349888,-0.454091,-0.356247,0.963737,-2.957553,0.210672,2.889998,-43.592013,8.401463,-0.564110,44.397820,-64.456577,105.911926,53.107339,-0.494792
9.735000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349856,0.450000,0.349856,-0.439952,-0.350415,0.946729,-2.960730,0.213276,2.885521,-43.536530,8.347057,-0.643403,44.334149,-64.675867,105.953798,53.104320,-0.495144
9.740000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349819,0.450000,0.349819,-0.425567,-0.344694,0.929046,-2.963832,0.215822,2.881116,-43.480712,8.293447,-0.721971,44.270474,-64.894877,105.995399,53.100907,-0.495468
9.745000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349779,0.450000,0.349779,-0.410947,-0.339094,0.910707,-2.966855,0.218312,2.876786,-43.424575,8.240613,-0.799787,44.206799,-65.113605,106.036734,53.097102,-0.495762
9.750000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349736,0.450000,0.349736,-0.396100,-0.333622,0.891733,-2.969799,0.220745,2.872535,-43.368133,8.188533,-0.876828,44.143130,-65.332050,106.077807,53.092911,-0.496024
9.755000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349688,0.450000,0.349688,-0.381039,-0.328288,0.872143,-2.972659,0.223124,2.868368,-43.311403,8.137187,-0.953070,44.079471,-65.550209,106.118622,53.088336,-0.496254
9.760000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349636,0.450000,0.349637,-0.365773,-0.323098,0.851959,-2.975433,0.225448,2.864288,-43.254400,8.086554,-1.028489,44.015829,-65.768083,106.159181,53.083382,-0.496451
9.765000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349581,0.450000,0.349581,-0.350312,-0.318059,0.831199,-2.978120,0.227720,2.860298,-43.197139,8.036612,-1.103063,43.952210,-65.985669,106.199489,53.078053,-0.496615
9.770000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349523,0.450000,0.349523,-0.334668,-0.313180,0.809886,-2.980716,0.229939,2.856402,-43.139638,7.987341,-1.176771,43.888618,-66.202966,106.239549,53.072354,-0.496745
9.775000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349460,0.450000,0.349460,-0.318850,-0.308464,0.788039,-2.983219,0.232109,2.852604,-43.081911,7.938717,-1.249594,43.825058,-66.419973,106.279364,53.066288,-0.496841
9.780000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349394,0.450000,0.349394,-0.302871,-0.303919,0.765679,-2.985628,0.234229,2.848907,-43.023974,7.890718,-1.321511,43.761538,-66.636689,106.318938,53.059860,-0.496903
9.785000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349324,0.450000,0.349324,-0.286739,-0.299549,0.742828,-2.987939,0.236301,2.845315,-42.965845,7.843323,-1.392505,43.698062,-66.853113,106.358273,53.053075,-0.496930
9.790000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349251,0.450000,0.349251,-0.270467,-0.295357,0.719505,-2.990152,0.238327,2.841830,-42.907537,7.796509,-1.462560,43.634635,-67.069244,106.397373,53.045937,-0.496922
9.795000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349175,0.450000,0.349175,-0.254065,-0.291349,0.695733,-2.992263,0.240307,2.838455,-42.849068,7.750252,-1.531659,43.571264,-67.285081,106.436240,53.038452,-0.496880
9.800000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349095,0.450000,0.349095,-0.237544,-0.287526,0.671532,-2.994271,0.242243,2.835194,-42.790453,7.704531,-1.599789,43.507953,-67.500623,106.474877,53.030623,-0.496804
9.805000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.349011,0.450000,0.349011,-0.220916,-0.283891,0.646922,-2.996175,0.244137,2.832049,-42.731707,7.659321,-1.666935,43.444708,-67.715870,106.513287,53.022456,-0.496694
9.810000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348925,0.450000,0.348925,-0.204191,-0.280446,0.621926,-2.997972,0.245990,2.829023,-42.672846,7.614600,-1.733087,43.381535,-67.930821,106.551472,53.013956,-0.496550
9.815000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348835,0.450000,0.348835,-0.187380,-0.277192,0.596563,-2.999661,0.247804,2.826118,-42.613886,7.570345,-1.798232,43.318438,-68.145475,106.589434,53.005128,-0.496374
9.820000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348742,0.450000,0.348742,-0.170494,-0.274131,0.570855,-3.001240,0.249579,2.823337,-42.554841,7.526533,-1.862362,43.255423,-68.359833,106.627176,52.995976,-0.496165
9.825000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348645,0.450000,0.348645,-0.153546,-0.271261,0.544822,-3.002708,0.251317,2.820682,-42.495727,7.483139,-1.925468,43.192495,-68.573893,106.664701,52.986507,-0.495925
9.830000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348546,0.450000,0.348546,-0.136545,-0.268584,0.518485,-3.004064,0.253020,2.818155,-42.436558,7.440142,-1.987543,43.129659,-68.787655,106.702009,52.976724,-0.495653
9.835000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348444,0.450000,0.348444,-0.119504,-0.266097,0.491864,-3.005306,0.254689,2.815758,-42.377349,7.397516,-2.048579,43.066920,-69.001119,106.739103,52.966634,-0.495351
9.840000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348338,0.450000,0.348338,-0.102434,-0.263801,0.464980,-3.006433,0.256325,2.813494,-42.318113,7.355241,-2.108574,43.004283,-69.214286,106.775985,52.956241,-0.495020
9.845000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348230,0.450000,0.348230,-0.085345,-0.261692,0.437853,-3.007444,0.257930,2.811364,-42.258866,7.313291,-2.167522,42.941752,-69.427154,106.812657,52.945551,-0.494661
9.850000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348118,0.450000,0.348118,-0.068250,-0.259769,0.410503,-3.008338,0.259505,2.809369,-42.199619,7.271644,-2.225421,42.879333,-69.639723,106.849119,52.934568,-0.494274
9.855000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.348004,0.450000,0.348004,-0.051160,-0.258030,0.382950,-3.009115,0.261051,2.807512,-42.140388,7.230277,-2.282269,42.817029,-69.851995,106.885374,52.923299,-0.493861
9.860000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.347887,0.450000,0.347887,-0.034085,-0.256470,0.355213,-3.009773,0.262569,2.805793,-42.081184,7.189166,-2.338066,42.754844,-70.063968,106.921423,52.911748,-0.493423
9.865000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.347768,0.450000,0.347768,-0.017037,-0.255087,0.327313,-3.010311,0.264061,2.804215,-42.022020,7.148290,-2.392812,42.692784,-70.275644,106.957266,52.899921,-0.492961
9.870000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.347645,0.450000,0.347645,-0.000027,-0.253876,0.299268,-3.010730,0.265527,2.802778,-41.962909,7.107625,-2.446509,42.630851,-70.487022,106.992906,52.887823,-0.492476
9.875000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.347521,0.450000,0.347521,0.016933,-0.252833,0.271098,-3.011028,0.266969,2.801484,-41.903863,7.067148,-2.499158,42.569051,-70.698102,107.028343,52.875459,-0.491970
9.880000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.347393,0.450000,0.347393,0.033834,-0.251954,0.242822,-3.011206,0.268387,2.800334,-41.844892,7.026838,-2.550764,42.507386,-70.908886,107.063578,52.862834,-0.491443
9.885000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.347263,0.450000,0.347263,0.050663,-0.251234,0.214458,-3.011262,0.269783,2.799327,-41.786009,6.986671,-2.601332,42.445860,-71.119373,107.098612,52.849954,-0.490898
9.890000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.347130,0.450000,0.347130,0.067410,-0.250667,0.186025,-3.011197,0.271157,2.798467,-41.727224,6.946626,-2.650865,42.384478,-71.329563,107.133446,52.836823,-0.490336
9.895000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.346995,0.450000,0.346995,0.084065,-0.250248,0.157541,-3.011010,0.272511,2.797752,-41.668548,6.906681,-2.699370,42.323241,-71.539459,107.168079,52.823448,-0.489758
9.900000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.346858,0.450000,0.346858,0.100616,-0.249971,0.129024,-3.010702,0.273844,2.797183,-41.609990,6.866813,-2.746854,42.262153,-71.749059,107.202513,52.809832,-0.489165
9.905000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.346718,0.450000,0.346718,0.117054,-0.249829,0.100491,-3.010272,0.275158,2.796762,-41.551560,6.827003,-2.793324,42.201218,-71.958364,107.236747,52.795982,-0.488559
9.910000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.346576,0.450000,0.346576,0.133368,-0.249817,0.071961,-3.009720,0.276453,2.796488,-41.493268,6.787227,-2.838789,42.140438,-72.167376,107.270783,52.781901,-0.487943
9.915000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.346432,0.450000,0.346432,0.149548,-0.249927,0.043450,-3.009048,0.277729,2.796362,-41.435122,6.747465,-2.883258,42.079815,-72.376095,107.304620,52.767596,-0.487316
9.920000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.346286,0.450000,0.346286,0.165584,-0.250154,0.014975,-3.008254,0.278988,2.796384,-41.377131,6.707697,-2.926741,42.019352,-72.584521,107.338258,52.753071,-0.486681
9.925000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.346137,0.450000,0.346137,0.181466,-0.250490,-0.013447,-3.007339,0.280229,2.796554,-41.319302,6.667900,-2.969247,41.959052,-72.792656,107.371697,52.738331,-0.486039
9.930000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.345987,0.450000,0.345987,0.197185,-0.250927,-0.041799,-3.006305,0.281452,2.796871,-41.261644,6.628056,-3.010788,41.898917,-73.000500,107.404937,52.723381,-0.485391
9.935000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.345834,0.450000,0.345834,0.212732,-0.251460,-0.070066,-3.005150,0.282659,2.797337,-41.204163,6.588144,-3.051376,41.838948,-73.208055,107.437977,52.708226,-0.484741
9.940000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.345680,0.450000,0.345680,0.228097,-0.252080,-0.098232,-3.003877,0.283849,2.797950,-41.146866,6.548144,-3.091021,41.779148,-73.415320,107.470818,52.692870,-0.484087
9.945000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.345523,0.450000,0.345523,0.243272,-0.252780,-0.126282,-3.002485,0.285021,2.798711,-41.089760,6.508036,-3.129736,41.719518,-73.622298,107.503459,52.677318,-0.483434
9.950000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.345365,0.450000,0.345365,0.258248,-0.253553,-0.154199,-3.000976,0.286177,2.799619,-41.032851,6.467801,-3.167534,41.660060,-73.828989,107.535898,52.661575,-0.482781
9.955000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.345205,0.450000,0.345205,0.273016,-0.254391,-0.181970,-2.999349,0.287316,2.800673,-40.976144,6.427421,-3.204429,41.600775,-74.035394,107.568137,52.645645,-0.482131
9.960000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.345043,0.450000,0.345043,0.287570,-0.255287,-0.209579,-2.997607,0.288437,2.801873,-40.919645,6.386875,-3.240432,41.541665,-74.241513,107.600172,52.629532,-0.481484
9.965000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.344879,0.450000,0.344879,0.301900,-0.256233,-0.237012,-2.995750,0.289541,2.803218,-40.863358,6.346145,-3.275559,41.482730,-74.447349,107.632005,52.613242,-0.480843
9.970000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.344713,0.450000,0.344713,0.315999,-0.257222,-0.264256,-2.993779,0.290628,2.804708,-40.807289,6.305214,-3.309824,41.423972,-74.652903,107.663634,52.596779,-0.480209
9.975000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.344546,0.450000,0.344546,0.329860,-0.258246,-0.291296,-2.991696,0.291696,2.806341,-40.751441,6.264063,-3.343239,41.365392,-74.858174,107.695057,52.580146,-0.479582
9.980000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.344377,0.450000,0.344377,0.343477,-0.259299,-0.318119,-2.989501,0.292746,2.808117,-40.695818,6.222675,-3.375820,41.306990,-75.063165,107.726274,52.563349,-0.478966
9.985000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.344207,0.450000,0.344207,0.356842,-0.260372,-0.344712,-2.987196,0.293777,2.810035,-40.640423,6.181032,-3.407580,41.248767,-75.267876,107.757283,52.546390,-0.478359
9.990000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.344035,0.450000,0.344035,0.369949,-0.261459,-0.371062,-2.984782,0.294789,2.812093,-40.585260,6.139117,-3.438535,41.190723,-75.472310,107.788084,52.529275,-0.477765
9.995000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.343862,0.450000,0.343862,0.382792,-0.262552,-0.397157,-2.982260,0.295780,2.814291,-40.530332,6.096914,-3.468700,41.132859,-75.676466,107.818674,52.512007,-0.477184
10.000000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.343687,0.450000,0.343687,0.395366,-0.263646,-0.422984,-2.979633,0.296751,2.816628,-40.475641,6.054405,-3.498087,41.075174,-75.880346,107.849052,52.494590,-0.476618
10.005000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.343511,0.450000,0.343511,0.407665,-0.264732,-0.448532,-2.976901,0.297700,2.819101,-40.421189,6.011575,-3.526713,41.017670,-76.083952,107.879217,52.477028,-0.476067
10.010000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.343333,0.450000,0.343333,0.419684,-0.265806,-0.473788,-2.974066,0.298627,2.821709,-40.366978,5.968407,-3.554591,40.960346,-76.287284,107.909167,52.459325,-0.475533
10.015000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.343154,0.450000,0.343154,0.431419,-0.266859,-0.498742,-2.971131,0.299531,2.824451,-40.313010,5.924887,-3.581736,40.903202,-76.490344,107.938900,52.441484,-0.475016
10.020000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.342973,0.450000,0.342973,0.442864,-0.267887,-0.523383,-2.968095,0.300410,2.827326,-40.259286,5.881000,-3.608163,40.846237,-76.693133,107.968415,52.423509,-0.474517
10.025000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.342792,0.450000,0.342792,0.454016,-0.268883,-0.547701,-2.964963,0.301265,2.830332,-40.205807,5.836729,-3.633885,40.789453,-76.895652,107.997710,52.405404,-0.474038
10.030000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.342609,0.450000,0.342609,0.464871,-0.269841,-0.571684,-2.961734,0.302095,2.833466,-40.152574,5.792062,-3.658916,40.732848,-77.097902,108.026782,52.387172,-0.473580
10.035000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.342424,0.450000,0.342424,0.475425,-0.270757,-0.595323,-2.958412,0.302897,2.836728,-40.099588,5.746983,-3.683269,40.676421,-77.299885,108.055629,52.368816,-0.473142
10.040000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.342239,0.450000,0.342239,0.485676,-0.271625,-0.618607,-2.954997,0.303672,2.840115,-40.046849,5.701479,-3.706960,40.620174,-77.501602,108.084251,52.350341,-0.472726
10.045000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.342053,0.450000,0.342053,0.495620,-0.272439,-0.641529,-2.951493,0.304419,2.843625,-39.994356,5.655536,-3.729999,40.564104,-77.703054,108.112643,52.331748,-0.472332
10.050000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.341865,0.450000,0.341865,0.505255,-0.273196,-0.664079,-2.947901,0.305135,2.847257,-39.942111,5.609141,-3.752402,40.508211,-77.904243,108.140805,52.313042,-0.471961
10.055000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.341676,0.450000,0.341676,0.514579,-0.273890,-0.686247,-2.944224,0.305821,2.851008,-39.890111,5.562282,-3.774179,40.452496,-78.105169,108.168734,52.294226,-0.471613
10.060000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.341487,0.450000,0.341487,0.523589,-0.274519,-0.708027,-2.940463,0.306475,2.854876,-39.838358,5.514947,-3.795343,40.396956,-78.305834,108.196427,52.275302,-0.471289
10.065000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.341296,0.450000,0.341296,0.532285,-0.275077,-0.729408,-2.936620,0.307096,2.858858,-39.786851,5.467122,-3.815907,40.341592,-78.506239,108.223882,52.256274,-0.470990
10.070000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.341104,0.450000,0.341104,0.540664,-0.275561,-0.750385,-2.932699,0.307683,2.862954,-39.735587,5.418797,-3.835881,40.286403,-78.706385,108.251097,52.237145,-0.470714
10.075000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.340911,0.450000,0.340911,0.548726,-0.275968,-0.770949,-2.928700,0.308235,2.867159,-39.684567,5.369960,-3.855277,40.231387,-78.906274,108.278069,52.217917,-0.470464
10.080000,1,trim,0.450000,0.000000,1,0.150000,0.000000,0.340717,0.450000,0.340717,0.556470,-0.276295,-0.791093,-2.924628,0.308751,2.871473,-39.633789,5.320601,-3.874105,40.176545,-79.105907,108.304795,52.198593,-0.470239
