t_s,cell,phase,throttle,elevator_trim,axis,amplitude,cmd_aileron,cmd_elevator,cmd_throttle,elev_trimmed,rate_p,rate_q,rate_r,phi,theta,psi,vel_x,vel_y,vel_z,v_rel_airmass,pos_x,pos_y,pos_z,flight_cl
14.195000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.336401,0.771642,-0.479007,-2.257138,-1.209832,3.865043,-29.976124,-7.347730,32.698752,39.650186,-330.850274,194.358916,-739.939351,0.495091
14.200000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.325709,0.774708,-0.454571,-2.259778,-1.214089,3.860756,-29.976842,-7.168496,32.896878,39.736369,-331.001161,194.322627,-739.775362,0.491934
14.205000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.315325,0.778849,-0.430179,-2.262095,-1.218268,3.856186,-29.976107,-6.989856,33.094254,39.870864,-331.152049,194.287232,-739.610384,0.488893
14.210000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.304979,0.782677,-0.405776,-2.264075,-1.222368,3.851319,-29.973951,-6.809797,33.290971,40.053191,-331.302928,194.252734,-739.444421,0.487355
14.215000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.294308,0.788934,-0.381030,-2.265692,-1.226393,3.846130,-29.970095,-6.629994,33.486366,40.129907,-331.453793,194.219136,-739.277478,0.482918
14.220000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.283919,0.790747,-0.356513,-2.266947,-1.230339,3.840620,-29.965156,-6.447068,33.682158,40.257952,-331.604636,194.186445,-739.109556,0.486311
14.225000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.273707,0.793275,-0.332003,-2.267851,-1.234200,3.834799,-29.958837,-6.261818,33.877555,40.319045,-331.755450,194.154674,-738.940657,0.488618
14.230000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.263701,0.796469,-0.307481,-2.268387,-1.237978,3.828650,-29.951052,-6.078281,34.071901,40.460650,-331.906229,194.123824,-738.770784,0.485910
14.235000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.253633,0.799476,-0.282838,-2.268541,-1.241672,3.822159,-29.941811,-5.892306,34.265764,40.516437,-332.056965,194.093899,-738.599939,0.486123
14.240000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.244001,0.803776,-0.258487,-2.268299,-1.245284,3.815309,-29.931249,-5.708241,34.458507,40.607458,-332.207651,194.064899,-738.428129,0.482261
14.245000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.234071,0.805458,-0.234093,-2.267659,-1.248811,3.808099,-29.919346,-5.521037,34.651250,40.756972,-332.358280,194.036826,-738.255354,0.484615
14.250000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.224156,0.811300,-0.209743,-2.266602,-1.252254,3.800510,-29.905929,-5.334679,34.842477,40.928118,-332.508846,194.009688,-738.081620,0.480630
14.255000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.214046,0.814989,-0.185470,-2.265104,-1.255617,3.792520,-29.891104,-5.142875,35.033993,41.036781,-332.659341,193.983495,-737.906929,0.485413
14.260000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.203701,0.820754,-0.161300,-2.263157,-1.258897,3.784119,-29.874889,-4.953147,35.224046,41.167638,-332.809758,193.958256,-737.731284,0.482000
14.265000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.193287,0.824981,-0.137337,-2.260748,-1.262095,3.775296,-29.857275,-4.760631,35.413722,41.136125,-332.960089,193.933972,-737.554689,0.482913
14.270000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.183415,0.828854,-0.113860,-2.257882,-1.265207,3.766056,-29.838645,-4.571198,35.602463,41.222827,-333.110330,193.910644,-737.377149,0.479619
14.275000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.173558,0.837426,-0.090543,-2.254529,-1.268239,3.756365,-29.818688,-4.385049,35.789117,41.315244,-333.260473,193.888254,-737.198670,0.470411
14.280000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.164051,0.841554,-0.067502,-2.250679,-1.271191,3.746215,-29.797361,-4.195101,35.975864,41.510969,-333.410512,193.866804,-737.019258,0.472014
14.285000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.154175,0.846460,-0.044340,-2.246349,-1.274055,3.735622,-29.774357,-4.001503,36.162009,41.607993,-333.560440,193.846313,-736.838913,0.474671
14.290000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.144438,0.850307,-0.021444,-2.241532,-1.276828,3.724581,-29.750064,-3.807282,36.347543,41.664664,-333.710248,193.826792,-736.657639,0.475688
14.295000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.134462,0.850139,0.001318,-2.236256,-1.279501,3.713121,-29.724334,-3.609374,36.533350,41.845640,-333.859931,193.808251,-736.475437,0.481541
14.300000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.124351,0.849904,0.023985,-2.230545,-1.282065,3.701267,-29.696774,-3.405466,36.719093,41.951014,-334.009480,193.790715,-736.292306,0.489095
14.305000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.114234,0.851660,0.046186,-2.224386,-1.284523,3.689008,-29.667898,-3.200538,36.904154,42.021842,-334.158886,193.774200,-736.108248,0.491734
14.310000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.104107,0.852359,0.068311,-2.217771,-1.286875,3.676337,-29.637646,-2.995429,37.088459,42.227929,-334.308144,193.758711,-735.923266,0.492211
14.315000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.093600,0.856589,0.090395,-2.210684,-1.289120,3.663235,-29.605679,-2.788470,37.271413,42.325384,-334.457245,193.744252,-735.737367,0.490791
14.320000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.083066,0.863191,0.112161,-2.203082,-1.291267,3.649660,-29.572713,-2.585052,37.452634,42.457143,-334.606183,193.730818,-735.550556,0.483970
14.325000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.072708,0.869612,0.133338,-2.194952,-1.293316,3.635599,-29.538317,-2.379705,37.632976,42.573173,-334.754951,193.718407,-735.362842,0.481917
14.330000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.062159,0.878213,0.154398,-2.186283,-1.295269,3.621040,-29.502749,-2.176596,37.811677,42.637204,-334.903544,193.707017,-735.174231,0.476231
14.335000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.051087,0.887058,0.175197,-2.177057,-1.297125,3.605965,-29.466208,-1.976059,37.988934,42.763939,-335.051954,193.696635,-734.984729,0.469852
14.340000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.040687,0.898393,0.195649,-2.167256,-1.298886,3.590358,-29.428520,-1.777271,38.164444,42.908378,-335.200178,193.687252,-734.794346,0.462593
14.345000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.029946,0.906551,0.215744,-2.156890,-1.300547,3.574226,-29.389147,-1.574908,38.339433,42.949288,-335.348208,193.678872,-734.603086,0.463321
14.350000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.019042,0.910381,0.235361,-2.146022,-1.302096,3.557637,-29.348347,-1.369704,38.514435,43.063937,-335.496036,193.671511,-734.410952,0.468009
14.355000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-1.008429,0.918342,0.254430,-2.134664,-1.303530,3.540603,-29.306307,-1.164693,38.687993,43.143266,-335.643656,193.665175,-734.217946,0.466767
14.360000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.997447,0.923391,0.273300,-2.122819,-1.304849,3.523126,-29.262915,-0.959010,38.860755,43.253305,-335.791061,193.659866,-734.024074,0.466696
14.365000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.986117,0.931271,0.291715,-2.110497,-1.306049,3.505218,-29.218458,-0.754613,39.031921,43.411326,-335.938244,193.655582,-733.829342,0.462781
14.370000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.975372,0.937483,0.309786,-2.097704,-1.307129,3.486885,-29.172208,-0.547117,39.202273,43.509659,-336.085200,193.652328,-733.633757,0.463540
14.375000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.964345,0.944621,0.327257,-2.084463,-1.308086,3.468150,-29.124925,-0.340344,39.371373,43.644229,-336.231920,193.650109,-733.437322,0.461589
14.380000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.952890,0.954427,0.344370,-2.070760,-1.308922,3.448998,-29.076649,-0.135538,39.538622,43.783000,-336.378399,193.648920,-733.240048,0.455936
14.385000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.941395,0.963525,0.361151,-2.056595,-1.309637,3.429432,-29.027022,0.069667,39.704598,43.938482,-336.524632,193.648755,-733.041939,0.452835
14.390000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.929474,0.973395,0.377622,-2.041984,-1.310227,3.409469,-28.976071,0.274971,39.869108,43.997262,-336.670612,193.649617,-732.843005,0.449832
14.395000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.917901,0.977274,0.393526,-2.026992,-1.310684,3.389175,-28.923381,0.484139,40.033582,44.097560,-336.816331,193.651514,-732.643249,0.454372
14.400000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.905819,0.984952,0.408888,-2.011661,-1.311004,3.368593,-28.869781,0.691721,40.196367,44.189903,-336.961783,193.654454,-732.442674,0.451894
14.405000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.893983,0.993914,0.423657,-1.995972,-1.311190,3.347705,-28.815342,0.897614,40.357635,44.240700,-337.106962,193.658427,-732.241289,0.447521
14.410000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.881801,0.995631,0.437872,-1.980003,-1.311236,3.326589,-28.758794,1.109014,40.518992,44.298877,-337.251862,193.663443,-732.039097,0.453648
14.415000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.869236,0.994150,0.451777,-1.963869,-1.311131,3.305366,-28.700045,1.325565,40.680243,44.434459,-337.396473,193.669530,-731.836099,0.462437
14.420000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.856337,0.996258,0.465271,-1.947594,-1.310875,3.284062,-28.639841,1.542790,40.839988,44.496807,-337.540783,193.676700,-731.632299,0.464021
14.425000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.843936,0.995265,0.478038,-1.931202,-1.310469,3.262701,-28.577981,1.762880,40.999279,44.538200,-337.684787,193.684964,-731.427700,0.468284
14.430000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.831661,0.997357,0.490301,-1.914725,-1.309915,3.241313,-28.515500,1.980518,41.157157,44.718283,-337.828478,193.694322,-731.222309,0.466031
14.435000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.818942,0.999362,0.501894,-1.898165,-1.309217,3.219900,-28.450629,2.203163,41.313866,44.856116,-337.971848,193.704781,-731.016132,0.468856
14.440000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.806310,1.002567,0.513105,-1.881539,-1.308377,3.198480,-28.384368,2.426251,41.469284,44.980881,-338.114888,193.716354,-730.809174,0.469114
14.445000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.794091,1.006209,0.523743,-1.864859,-1.307398,3.177063,-28.316666,2.650258,41.623454,45.072479,-338.257591,193.729045,-730.601442,0.469073
14.450000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.782170,1.012250,0.533739,-1.848128,-1.306283,3.155650,-28.248335,2.871991,41.776026,45.170193,-338.399951,193.742850,-730.392943,0.465132
14.455000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.769683,1.018335,0.543021,-1.831350,-1.305037,3.134244,-28.178749,3.094292,41.927293,45.303239,-338.541965,193.757765,-730.183685,0.463419
14.460000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.756770,1.027476,0.551844,-1.814518,-1.303662,3.112840,-28.108445,3.314296,42.076620,45.407192,-338.683626,193.773786,-729.973675,0.458054
14.465000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.743528,1.034069,0.560134,-1.797648,-1.302160,3.091457,-28.036637,3.535683,42.224839,45.510343,-338.824930,193.790911,-729.762922,0.457317
14.470000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.730327,1.038548,0.567774,-1.780804,-1.300530,3.070160,-27.962877,3.760241,42.372126,45.606238,-338.965867,193.809150,-729.551429,0.460289
14.475000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.716425,1.042850,0.574993,-1.764023,-1.298773,3.048989,-27.887683,3.985682,42.518178,45.747945,-339.106430,193.828514,-729.339204,0.461652
14.480000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.702964,1.045741,0.581436,-1.747340,-1.296891,3.027980,-27.810164,4.215373,42.663102,45.865501,-339.246608,193.849016,-729.126250,0.465881
14.485000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.689694,1.052834,0.587215,-1.730748,-1.294889,3.007123,-27.732318,4.441881,42.806143,46.025287,-339.386395,193.870658,-728.912577,0.462021
14.490000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.675876,1.059315,0.592303,-1.714233,-1.292772,2.986405,-27.652740,4.670218,42.947581,46.145602,-339.525786,193.893438,-728.698193,0.461169
14.495000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.662498,1.063851,0.596762,-1.697831,-1.290542,2.965861,-27.571337,4.900890,43.087885,46.196872,-339.664772,193.917365,-728.483104,0.463089
14.500000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.648277,1.061961,0.600472,-1.681626,-1.288200,2.945582,-27.487135,5.137980,43.227842,46.283026,-339.803341,193.942461,-728.267315,0.472273
14.505000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.633455,1.067499,0.603566,-1.665617,-1.285752,2.925568,-27.403087,5.370418,43.365717,46.383994,-339.941486,193.968731,-728.050831,0.468333
14.510000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.619290,1.070887,0.605923,-1.649767,-1.283204,2.905781,-27.317497,5.604203,43.502238,46.474760,-340.079205,193.996167,-727.833661,0.467840
14.515000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.604177,1.072823,0.607693,-1.634115,-1.280558,2.886262,-27.230061,5.840420,43.637562,46.576769,-340.216488,194.024777,-727.615812,0.470212
14.520000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.588784,1.070791,0.608635,-1.618708,-1.277820,2.867062,-27.139573,6.083167,43.771994,46.763497,-340.353323,194.054585,-727.397288,0.478471
14.525000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.573366,1.075565,0.608946,-1.603526,-1.274995,2.848161,-27.048152,6.324485,43.904134,46.890199,-340.489701,194.085603,-727.178098,0.476921
14.530000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.558542,1.079802,0.608395,-1.588521,-1.272088,2.829508,-26.955695,6.565600,44.034715,47.012916,-340.625616,194.117827,-726.958251,0.475422
14.535000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.543462,1.084434,0.607262,-1.573697,-1.269105,2.811106,-26.861916,6.807105,44.163678,47.091616,-340.761062,194.151258,-726.737755,0.474468
14.540000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.528643,1.088569,0.605286,-1.559056,-1.266049,2.792958,-26.767161,7.048491,44.291250,47.257252,-340.896033,194.185896,-726.516617,0.473832
14.545000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.513624,1.092559,0.602451,-1.544605,-1.262927,2.775068,-26.670043,7.293412,44.416996,47.304596,-341.030522,194.221749,-726.294847,0.476006
14.550000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.499525,1.096889,0.598923,-1.530341,-1.259743,2.757433,-26.572838,7.535606,44.541480,47.461350,-341.164522,194.258820,-726.072451,0.474086
14.555000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.484360,1.099460,0.594710,-1.516273,-1.256501,2.740064,-26.472798,7.782556,44.664143,47.553668,-341.298025,194.297115,-725.849437,0.477385
14.560000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.469965,1.101474,0.589766,-1.502414,-1.253207,2.722974,-26.371413,8.030357,44.785447,47.614047,-341.431021,194.336645,-725.625813,0.479443
14.565000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.454806,1.100865,0.584216,-1.488785,-1.249867,2.706184,-26.268170,8.280587,44.905499,47.748410,-341.563502,194.377421,-725.401585,0.483262
14.570000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.439298,1.102646,0.577770,-1.475376,-1.246485,2.689689,-26.163322,8.532186,45.023594,47.823728,-341.695460,194.419452,-725.176763,0.484744
14.575000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.424136,1.107722,0.570728,-1.462140,-1.243066,2.673438,-26.059074,8.779003,45.140010,47.906216,-341.826891,194.462728,-724.951354,0.479482
14.580000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.409192,1.109093,0.562965,-1.449075,-1.239613,2.657429,-25.952765,9.028722,45.254976,47.996453,-341.957793,194.507246,-724.725366,0.480979
14.585000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.393919,1.115303,0.554458,-1.436165,-1.236132,2.641645,-25.846814,9.274530,45.368071,48.041021,-342.088160,194.553003,-724.498809,0.476248
14.590000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.378804,1.120857,0.545324,-1.423375,-1.232624,2.626049,-25.740943,9.517503,45.479737,48.186730,-342.217994,194.599981,-724.271689,0.471694
14.595000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.363384,1.127333,0.535629,-1.410697,-1.229092,2.610633,-25.633551,9.761275,45.589283,48.214141,-342.347291,194.648176,-724.044016,0.469590
14.600000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.347427,1.129284,0.525269,-1.398146,-1.225542,2.595416,-25.524975,10.006133,45.697744,48.295648,-342.476045,194.697593,-723.815799,0.471376
14.605000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.331544,1.134508,0.514197,-1.385723,-1.221978,2.580401,-25.416257,10.248648,45.804375,48.414571,-342.604252,194.748228,-723.587044,0.468627
14.610000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.315777,1.138088,0.502471,-1.373410,-1.218403,2.565568,-25.305817,10.492897,45.909131,48.517545,-342.731907,194.800080,-723.357760,0.469032
14.615000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.300060,1.142057,0.489928,-1.361208,-1.214821,2.550917,-25.194486,10.737061,46.012141,48.475688,-342.859005,194.853153,-723.127957,0.468797
14.620000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.285233,1.140440,0.476805,-1.349145,-1.211239,2.536476,-25.082258,10.981901,46.114447,48.542220,-342.985539,194.907449,-722.897640,0.471710
14.625000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.270106,1.142630,0.463046,-1.337223,-1.207662,2.522247,-24.969579,11.225326,46.214863,48.685088,-343.111508,194.962965,-722.666817,0.470402
14.630000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.255543,1.149605,0.448621,-1.325381,-1.204088,2.508163,-24.857280,11.464932,46.313138,48.735253,-343.236910,195.019689,-722.435497,0.464130
14.635000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.240484,1.150623,0.433705,-1.313616,-1.200522,2.494223,-24.743357,11.706646,46.410057,48.818498,-343.361743,195.077616,-722.203689,0.465421
14.640000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.226303,1.155308,0.418058,-1.301937,-1.196967,2.480433,-24.629475,11.945981,46.505238,48.835368,-343.486003,195.136745,-721.971401,0.462747
14.645000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.212292,1.152308,0.402078,-1.290361,-1.193429,2.466812,-24.513092,12.189552,46.599107,48.894503,-343.609683,195.197082,-721.738640,0.468017
14.650000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.197677,1.150491,0.385516,-1.278919,-1.189915,2.453391,-24.395301,12.434472,46.691185,49.041445,-343.732774,195.258640,-721.505414,0.471398
14.655000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.183340,1.145109,0.368563,-1.267611,-1.186430,2.440176,-24.273614,12.686096,46.780811,49.151709,-343.855262,195.321439,-721.271734,0.479289
14.660000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.168926,1.143836,0.350902,-1.256425,-1.182977,2.427150,-24.151609,12.936443,46.868617,49.329396,-343.977136,195.385493,-721.037611,0.480277
14.665000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.154323,1.141388,0.332760,-1.245331,-1.179558,2.414285,-24.026725,13.190983,46.953828,49.430351,-344.098390,195.450810,-720.803055,0.484105
14.670000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.139586,1.143614,0.314269,-1.234300,-1.176172,2.401548,-23.902750,13.441173,47.037483,49.547625,-344.219017,195.517388,-720.568076,0.480394
14.675000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.124698,1.145995,0.295491,-1.223296,-1.172816,2.388903,-23.778048,13.690668,47.119137,49.624931,-344.339018,195.585215,-720.332685,0.477824
14.680000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.109768,1.143828,0.276308,-1.212334,-1.169495,2.376368,-23.650929,13.943967,47.198869,49.695143,-344.458386,195.654299,-720.096890,0.481774
14.685000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.094750,1.147246,0.256759,-1.201401,-1.166211,2.363927,-23.525002,14.192497,47.277096,49.704695,-344.577116,195.724638,-719.860700,0.477635
14.690000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.080403,1.143376,0.236934,-1.190501,-1.162966,2.351585,-23.396960,14.444383,47.353780,49.780057,-344.695208,195.796228,-719.624123,0.481389
14.695000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.066503,1.144446,0.216939,-1.179640,-1.159763,2.339345,-23.268919,14.694020,47.428649,49.924977,-344.812655,195.869071,-719.387167,0.479653
14.700000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.053677,1.145253,0.196341,-1.168790,-1.156598,2.327174,-23.139261,14.945224,47.501067,50.040237,-344.929453,195.943167,-719.149843,0.479942
14.705000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.039923,1.143781,0.175492,-1.157958,-1.153477,2.315077,-23.007710,15.198808,47.571249,50.103474,-345.045594,196.018524,-718.912162,0.482668
14.710000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.026755,1.146327,0.154355,-1.147125,-1.150398,2.303037,-22.877312,15.448117,47.640128,50.245368,-345.161076,196.095139,-718.674133,0.479102
14.715000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.013960,1.149349,0.132863,-1.136266,-1.147357,2.291023,-22.745833,15.697676,47.706583,50.332150,-345.275898,196.173001,-718.435767,0.477204
14.720000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,-0.001453,1.150428,0.111080,-1.125383,-1.144357,2.279035,-22.613359,15.947856,47.771155,50.383641,-345.390056,196.252112,-718.197072,0.477630
14.725000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,0.010844,1.157186,0.088964,-1.114453,-1.141393,2.267047,-22.483484,16.190830,47.834792,50.459156,-345.503554,196.332456,-717.958057,0.469991
14.730000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,0.023051,1.161244,0.066625,-1.103457,-1.138462,2.255039,-22.353009,16.433473,47.896505,50.492428,-345.616397,196.414014,-717.718729,0.467106
14.735000,1,recover,0.450000,0.000000,1,-0.350000,0.000000,-0.145953,0.450000,-0.145953,0.034595,1.161494,0.044021,-1.092424,-1.135571,2.243039,-22.221235,16.677736,47.956440,50.572428,-345.728580,196.496789,-717.479097,0.468885
