t_s,cell,phase,throttle,elevator_trim,axis,amplitude,cmd_aileron,cmd_elevator,cmd_throttle,elev_trimmed,rate_p,rate_q,rate_r,phi,theta,psi,vel_x,vel_y,vel_z,v_rel_airmass,pos_x,pos_y,pos_z,flight_cl
25.339999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.156020,0.650000,-0.156020,-0.116778,1.192971,-0.395950,-0.803525,-0.082287,0.590443,34.893032,42.031257,10.022841,58.938386,-518.903447,446.067885,-576.151595,0.523070
25.344999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.156513,0.650000,-0.156513,-0.115091,1.193154,-0.396987,-0.803645,-0.079573,0.584755,35.090623,41.771993,9.870733,58.905639,-518.727313,446.277387,-576.101861,0.525074
25.349999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.156999,0.650000,-0.156999,-0.114323,1.185509,-0.398108,-0.803775,-0.076877,0.579077,35.290480,41.507341,9.713340,58.883186,-518.550180,446.485579,-576.052901,0.532382
25.354999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.157477,0.650000,-0.157477,-0.113685,1.200759,-0.399077,-0.803915,-0.074172,0.573382,35.483556,41.245807,9.562185,58.867391,-518.372057,446.692457,-576.004712,0.528030
25.359999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.157947,0.650000,-0.157947,-0.114445,1.199653,-0.399992,-0.804069,-0.071447,0.567659,35.675925,40.981236,9.409229,58.863007,-518.192964,446.898019,-575.957283,0.528835
25.364999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.158410,0.650000,-0.158410,-0.114842,1.199917,-0.400710,-0.804242,-0.068727,0.561936,35.867487,40.713609,9.254468,58.949004,-518.012905,447.102250,-575.910624,0.531160
25.369999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.158865,0.650000,-0.158865,-0.114985,1.202116,-0.401537,-0.804431,-0.066007,0.556206,36.057556,40.442481,9.097683,58.921227,-517.831886,447.305135,-575.864744,0.532553
25.374999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.159312,0.650000,-0.159312,-0.114616,1.198379,-0.402185,-0.804635,-0.063293,0.550477,36.247541,40.168162,8.938632,58.919174,-517.649910,447.506656,-575.819653,0.536662
25.379999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.159751,0.650000,-0.159751,-0.114938,1.203039,-0.403042,-0.804854,-0.060582,0.544744,36.432325,39.895312,8.783461,58.867948,-517.466991,447.706809,-575.775348,0.533526
25.384999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.160183,0.650000,-0.160183,-0.115564,1.202278,-0.403828,-0.805090,-0.057868,0.539001,36.615538,39.620803,8.627984,58.746730,-517.283146,447.905594,-575.731819,0.533831
25.389999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.160606,0.650000,-0.160606,-0.116444,1.199032,-0.404906,-0.805346,-0.055166,0.533263,36.797419,39.345124,8.472313,58.768943,-517.098381,448.103003,-575.689068,0.536046
25.394999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.161022,0.650000,-0.161022,-0.116680,1.199594,-0.406077,-0.805620,-0.052474,0.527526,36.977431,39.066616,8.315327,58.758531,-516.912706,448.299027,-575.647099,0.537108
25.399999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.161430,0.650000,-0.161430,-0.117067,1.198934,-0.406975,-0.805911,-0.049787,0.521785,37.155512,38.786353,8.158203,58.802019,-516.726130,448.493654,-575.605915,0.538095
25.404999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.161830,0.650000,-0.161830,-0.116578,1.216363,-0.407842,-0.806215,-0.047076,0.516011,37.327740,38.508052,8.005644,58.792065,-516.538672,448.686885,-575.565506,0.532452
25.409999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.162223,0.650000,-0.162223,-0.116222,1.223758,-0.408521,-0.806532,-0.044327,0.510189,37.495702,38.230752,7.856255,58.830633,-516.350358,448.878727,-575.525851,0.527609
25.414999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.162608,0.650000,-0.162608,-0.116597,1.222762,-0.409182,-0.806863,-0.041572,0.504353,37.666537,37.945204,7.698948,58.765924,-516.161192,449.069161,-575.486963,0.534251
25.419999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.162985,0.650000,-0.162985,-0.117350,1.219423,-0.409781,-0.807214,-0.038828,0.498523,37.836509,37.657403,7.540491,58.815113,-515.971167,449.258163,-575.448864,0.539311
25.424999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.163354,0.650000,-0.163354,-0.118212,1.220596,-0.410624,-0.807584,-0.036092,0.492694,38.003991,37.367181,7.381257,58.824649,-515.780293,449.445719,-575.411560,0.540590
25.429999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.163715,0.650000,-0.163715,-0.118931,1.220041,-0.411294,-0.807974,-0.033360,0.486860,38.169448,37.075050,7.221691,58.807122,-515.588582,449.631819,-575.375052,0.541680
25.434999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.164069,0.650000,-0.164068,-0.119037,1.228963,-0.412257,-0.808382,-0.030619,0.481008,38.327782,36.787758,7.069448,58.861393,-515.396055,449.816471,-575.339325,0.534212
25.439999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.164414,0.650000,-0.164414,-0.119746,1.234361,-0.413466,-0.808807,-0.027860,0.475126,38.484281,36.497414,6.915613,58.773279,-515.202736,449.999679,-575.304362,0.532507
25.444999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.164753,0.650000,-0.164753,-0.120003,1.237992,-0.414680,-0.809250,-0.025092,0.469223,38.637469,36.208389,6.764620,58.679300,-515.008638,450.181439,-575.270161,0.530807
25.449999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.165083,0.650000,-0.165083,-0.120705,1.234326,-0.415913,-0.809712,-0.022332,0.463314,38.790860,35.915386,6.610499,58.652758,-514.813768,450.361743,-575.236723,0.535097
25.454999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.165406,0.650000,-0.165406,-0.119149,1.273452,-0.417232,-0.810186,-0.019517,0.457336,38.936238,35.628796,6.465396,58.632714,-514.618146,450.540599,-575.204034,0.526296
25.459999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.165722,0.650000,-0.165722,-0.118822,1.274320,-0.419040,-0.810672,-0.016642,0.451279,39.082239,35.336442,6.315243,58.589724,-514.421790,450.718007,-575.172082,0.529374
25.464999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.166030,0.650000,-0.166030,-0.117583,1.283693,-0.420985,-0.811170,-0.013760,0.445196,39.224091,35.045558,6.168255,58.513208,-514.224711,450.893957,-575.140873,0.527570
25.469999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.166331,0.650000,-0.166331,-0.116772,1.281847,-0.423041,-0.811681,-0.010874,0.439091,39.365413,34.751361,6.018942,58.372081,-514.026918,451.068445,-575.110405,0.530891
25.474999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.166625,0.650000,-0.166625,-0.116474,1.276458,-0.425346,-0.812207,-0.008012,0.432990,39.505558,34.455673,5.869063,58.400843,-513.828418,451.241457,-575.080685,0.534876
25.479999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.166911,0.650000,-0.166911,-0.116133,1.270930,-0.427624,-0.812748,-0.005181,0.426900,39.645271,34.154190,5.714727,58.407356,-513.629212,451.412977,-575.051726,0.540106
25.484999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.167189,0.650000,-0.167189,-0.115325,1.268503,-0.429999,-0.813304,-0.002375,0.420815,39.781882,33.852151,5.561401,58.421285,-513.429312,451.582988,-575.023535,0.540910
25.489999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.167459,0.650000,-0.167459,-0.114216,1.264893,-0.432607,-0.813871,0.000408,0.414731,39.916803,33.547179,5.406415,58.401658,-513.228728,451.751482,-574.996116,0.542992
25.494999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.167722,0.650000,-0.167722,-0.112900,1.267971,-0.435607,-0.814450,0.003177,0.408637,40.046635,33.245272,5.256160,58.411367,-513.027478,451.918459,-574.969459,0.538845
25.499999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.167977,0.650000,-0.167977,-0.111728,1.268971,-0.438319,-0.815040,0.005938,0.402524,40.173911,32.941741,5.105978,58.287311,-512.825580,452.083922,-574.943554,0.537395
25.504999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.168225,0.650000,-0.168225,-0.112438,1.221795,-0.440314,-0.815644,0.008609,0.396485,40.303707,32.630347,4.948810,58.307990,-512.623036,452.247847,-574.918417,0.547736
25.509999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.168464,0.650000,-0.168464,-0.112380,1.220739,-0.442099,-0.816265,0.011186,0.390525,40.428848,32.320505,4.795148,58.183790,-512.419850,452.410220,-574.894057,0.546254
25.514999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.168696,0.650000,-0.168696,-0.112239,1.210921,-0.444524,-0.816901,0.013733,0.384576,40.551705,32.011401,4.642985,58.172011,-512.216040,452.571045,-574.870462,0.546534
25.519999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.168921,0.650000,-0.168921,-0.110416,1.211539,-0.446660,-0.817546,0.016252,0.378635,40.670925,31.702475,4.492713,58.077227,-512.011620,452.730326,-574.847622,0.544173
25.524999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169138,0.650000,-0.169138,-0.108906,1.210138,-0.448723,-0.818199,0.018758,0.372686,40.787656,31.394072,4.344190,57.956121,-511.806607,452.888063,-574.825530,0.543321
25.529999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169348,0.650000,-0.169348,-0.107213,1.206284,-0.450741,-0.818858,0.021244,0.366737,40.903256,31.083750,4.194760,57.856011,-511.601009,453.044253,-574.804183,0.545990
25.534999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169551,0.650000,-0.169551,-0.106326,1.209623,-0.452677,-0.819526,0.023718,0.360781,41.014370,30.777185,4.050597,57.855873,-511.394840,453.198901,-574.783569,0.542166
25.539999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169746,0.650000,-0.169746,-0.105237,1.214357,-0.454723,-0.820204,0.026195,0.354801,41.122528,30.469773,3.907001,57.809062,-511.188120,453.352014,-574.763675,0.539853
25.544999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169934,0.650000,-0.169934,-0.103762,1.218360,-0.456605,-0.820891,0.028675,0.348797,41.227996,30.162533,3.764878,57.759505,-510.980862,453.503591,-574.744495,0.538523
25.549999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170115,0.650000,-0.170115,-0.102045,1.217497,-0.458557,-0.821585,0.031149,0.342778,41.332756,29.851349,3.619850,57.805755,-510.773075,453.653621,-574.726034,0.542341
25.554999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170289,0.650000,-0.170289,-0.100708,1.229051,-0.460705,-0.822288,0.033629,0.336730,41.432578,29.542754,3.478992,57.760708,-510.564773,453.802103,-574.708286,0.537842
25.559999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170456,0.650000,-0.170456,-0.098815,1.235773,-0.462845,-0.822999,0.036129,0.330639,41.528973,29.236119,3.341272,57.749221,-510.355977,453.949046,-574.691236,0.534048
25.564999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170616,0.650000,-0.170616,-0.096467,1.240924,-0.464602,-0.823716,0.038638,0.324518,41.623162,28.927655,3.203177,57.689425,-510.146701,454.094451,-574.674875,0.533548
25.569999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170769,0.650000,-0.170769,-0.094726,1.237278,-0.466263,-0.824439,0.041138,0.318385,41.717443,28.613721,3.060682,57.673928,-509.936951,454.238301,-574.659215,0.539895
25.574999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170915,0.650000,-0.170915,-0.093031,1.241394,-0.467896,-0.825168,0.043628,0.312244,41.807762,28.301730,2.921477,57.577383,-509.726737,454.380585,-574.644260,0.538377
25.579999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171054,0.650000,-0.171054,-0.091470,1.236173,-0.469538,-0.825905,0.046106,0.306096,41.897364,27.986594,2.780065,57.520336,-509.516070,454.521302,-574.630006,0.542436
25.584999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171186,0.650000,-0.171186,-0.090175,1.236111,-0.471227,-0.826650,0.048565,0.299951,41.983896,27.672211,2.640562,57.590402,-509.304959,454.660446,-574.616454,0.542289
25.589999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171311,0.650000,-0.171312,-0.089018,1.238055,-0.472332,-0.827405,0.051017,0.293794,42.067513,27.355582,2.500633,57.508044,-509.093420,454.798011,-574.603601,0.541636
25.594999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171430,0.650000,-0.171430,-0.089220,1.236341,-0.473687,-0.828172,0.053460,0.287630,42.149107,27.039253,2.361814,57.531368,-508.881465,454.933995,-574.591445,0.542312
25.599999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171541,0.650000,-0.171541,-0.088806,1.236619,-0.474831,-0.828954,0.055891,0.281462,42.228306,26.720250,2.221780,57.533074,-508.669106,455.068390,-574.579986,0.543438
25.604999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171645,0.650000,-0.171645,-0.088771,1.241322,-0.475763,-0.829751,0.058322,0.275278,42.302946,26.405403,2.087154,57.480304,-508.456360,455.201200,-574.569213,0.537941
25.609999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171742,0.650000,-0.171742,-0.089315,1.234295,-0.476948,-0.830564,0.060741,0.269092,42.378136,26.082932,1.945927,57.460540,-508.243236,455.332417,-574.559131,0.545192
25.614999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171833,0.650000,-0.171833,-0.088208,1.233289,-0.477736,-0.831391,0.063137,0.262915,42.450435,25.760253,1.805784,57.333913,-508.029741,455.462022,-574.549751,0.546783
25.619999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171916,0.650000,-0.171916,-0.088149,1.230149,-0.478970,-0.832228,0.065517,0.256740,42.520243,25.439583,1.668222,57.355210,-507.815889,455.590018,-574.541066,0.546679
25.624999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171993,0.650000,-0.171993,-0.088645,1.232359,-0.480385,-0.833082,0.067885,0.250558,42.586781,25.118309,1.531319,57.280840,-507.601693,455.716409,-574.533067,0.545039
25.629999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172062,0.650000,-0.172062,-0.088695,1.231455,-0.481624,-0.833953,0.070246,0.244367,42.650915,24.797827,1.396148,57.233202,-507.387169,455.841196,-574.525749,0.544316
25.634999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172125,0.650000,-0.172125,-0.088728,1.231027,-0.482884,-0.834839,0.072594,0.238170,42.712622,24.476683,1.261368,57.163204,-507.172328,455.964379,-574.519105,0.544395
25.639999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172182,0.650000,-0.172182,-0.087473,1.226028,-0.483952,-0.835736,0.074923,0.231977,42.772897,24.152608,1.124764,57.084838,-506.957179,456.085949,-574.513140,0.548009
25.644999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172231,0.650000,-0.172231,-0.087395,1.226021,-0.484937,-0.836643,0.077235,0.225787,42.829888,23.831632,0.992146,57.022282,-506.741736,456.205906,-574.507847,0.545861
25.649999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172274,0.650000,-0.172274,-0.086578,1.216839,-0.485775,-0.837562,0.079522,0.219607,42.886416,23.504133,0.854324,56.969510,-506.526007,456.324242,-574.503231,0.552544
25.654999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172310,0.650000,-0.172310,-0.085895,1.202706,-0.486677,-0.838488,0.081761,0.213464,42.941665,23.172453,0.713488,56.977355,-506.309997,456.440931,-574.499311,0.559429
25.659999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172338,0.650000,-0.172338,-0.086318,1.200151,-0.487599,-0.839425,0.083963,0.207347,42.993677,22.841598,0.574573,56.856825,-506.093717,456.555962,-574.496091,0.559359
25.664999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172360,0.650000,-0.172360,-0.087118,1.189481,-0.488651,-0.840377,0.086134,0.201248,43.044724,22.508291,0.434036,56.822643,-505.877177,456.669334,-574.493570,0.564008
25.669999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172375,0.650000,-0.172375,-0.088234,1.186946,-0.489481,-0.841345,0.088273,0.195167,43.092600,22.176122,0.295742,56.778194,-505.660388,456.781042,-574.491745,0.563219
25.674999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172383,0.650000,-0.172383,-0.089197,1.183020,-0.490369,-0.842330,0.090392,0.189091,43.138235,21.843184,0.157622,56.750990,-505.443364,456.891087,-574.490612,0.563784
25.679999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172384,0.650000,-0.172384,-0.090804,1.174850,-0.491407,-0.843333,0.092482,0.183033,43.182810,21.504279,0.014882,56.688007,-505.226113,456.999453,-574.490181,0.570317
25.684999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172377,0.650000,-0.172377,-0.092074,1.175404,-0.492439,-0.844356,0.094549,0.176981,43.223790,21.170571,-0.122169,56.654152,-505.008647,457.106137,-574.490449,0.566955
25.689999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172364,0.650000,-0.172364,-0.093119,1.166263,-0.493269,-0.845395,0.096592,0.170940,43.263982,20.829678,-0.264814,56.621872,-504.790976,457.211135,-574.491416,0.573529
25.694999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172344,0.650000,-0.172344,-0.093991,1.167890,-0.494212,-0.846451,0.098613,0.164906,43.300546,20.493286,-0.402439,56.616814,-504.573113,457.314439,-574.493084,0.570339
25.699999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172317,0.650000,-0.172317,-0.093883,1.168326,-0.495109,-0.847522,0.100628,0.158862,43.334396,20.156829,-0.539174,56.574623,-504.355072,457.416062,-574.495438,0.568545
25.704999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172283,0.650000,-0.172283,-0.094511,1.159425,-0.496276,-0.848605,0.102618,0.152827,43.366022,19.819547,-0.675870,56.518910,-504.136866,457.516000,-574.498476,0.569117
25.709999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172243,0.650000,-0.172243,-0.094939,1.160144,-0.497587,-0.849702,0.104584,0.146800,43.395062,19.483934,-0.810291,56.486702,-503.918507,457.614256,-574.502191,0.567687
25.714999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172195,0.650000,-0.172195,-0.094877,1.154476,-0.498512,-0.850811,0.106530,0.140775,43.422539,19.143740,-0.947791,56.386367,-503.700007,457.710823,-574.506586,0.571942
25.719999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172142,0.650000,-0.172142,-0.094400,1.157146,-0.499174,-0.851931,0.108462,0.134750,43.446763,18.810463,-1.078178,56.386470,-503.481376,457.805706,-574.511651,0.566713
25.724999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172081,0.650000,-0.172081,-0.093672,1.161353,-0.499736,-0.853061,0.110397,0.128706,43.467858,18.478255,-1.206597,56.341465,-503.262631,457.898925,-574.517363,0.562413
25.729999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.172014,0.650000,-0.172014,-0.092725,1.160797,-0.500125,-0.854200,0.112328,0.122650,43.487140,18.143968,-1.336017,56.319532,-503.043784,457.990478,-574.523720,0.563654
25.734999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171941,0.650000,-0.171941,-0.092229,1.165049,-0.500540,-0.855348,0.114258,0.116583,43.503486,17.812049,-1.462455,56.243434,-502.824848,458.080365,-574.530716,0.560966
25.739999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171862,0.650000,-0.171862,-0.091657,1.166034,-0.500843,-0.856507,0.116187,0.110501,43.517682,17.481172,-1.587188,56.158812,-502.605835,458.168596,-574.538340,0.559750
25.744999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171776,0.650000,-0.171776,-0.091243,1.168205,-0.501195,-0.857677,0.118114,0.104408,43.529473,17.152643,-1.709128,56.103284,-502.386757,458.255178,-574.546581,0.557401
25.749999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171685,0.650000,-0.171685,-0.091266,1.162431,-0.501481,-0.858856,0.120026,0.098317,43.539857,16.818302,-1.835386,56.077708,-502.167622,458.340103,-574.555442,0.563222
25.754999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171586,0.650000,-0.171586,-0.092078,1.146262,-0.502304,-0.860045,0.121893,0.092262,43.548179,16.480294,-1.964277,55.999043,-501.948441,458.423347,-574.564941,0.569095
25.759999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171482,0.650000,-0.171482,-0.092888,1.141649,-0.502761,-0.861245,0.123717,0.086242,43.554364,16.144220,-2.090594,55.981615,-501.729223,458.504907,-574.575078,0.569731
25.764999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171371,0.650000,-0.171371,-0.093412,1.139712,-0.503408,-0.862458,0.125521,0.080228,43.557807,15.809189,-2.215280,55.932400,-501.509981,458.584788,-574.585843,0.568175
25.769999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171254,0.650000,-0.171254,-0.093397,1.138590,-0.503584,-0.863683,0.127311,0.074216,43.558967,15.475603,-2.337770,55.958811,-501.290727,458.662998,-574.597225,0.566352
25.774999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171131,0.650000,-0.171131,-0.094198,1.136997,-0.504017,-0.864921,0.129088,0.068204,43.557667,15.138311,-2.462720,55.924393,-501.071474,458.739530,-574.609227,0.568653
25.779999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.171002,0.650000,-0.171002,-0.094007,1.140536,-0.504253,-0.866172,0.130859,0.062184,43.553738,14.805718,-2.582827,55.867642,-500.852234,458.814388,-574.621840,0.564577
25.784999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170867,0.650000,-0.170867,-0.093354,1.145711,-0.504063,-0.867434,0.132637,0.056143,43.547239,14.477883,-2.697932,55.863616,-500.633020,458.887595,-574.635042,0.558283
25.789999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170726,0.650000,-0.170726,-0.093243,1.143558,-0.503769,-0.868706,0.134413,0.050094,43.538733,14.143996,-2.817420,55.842104,-500.413844,458.959148,-574.648831,0.562278
25.794999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170580,0.650000,-0.170580,-0.093631,1.151247,-0.503503,-0.869991,0.136192,0.044031,43.527372,13.816981,-2.930277,55.803203,-500.194718,459.029049,-574.663200,0.555935
25.799999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170428,0.650000,-0.170428,-0.092953,1.153556,-0.503154,-0.871289,0.137980,0.037946,43.513797,13.489883,-3.042539,55.716961,-499.975654,459.097314,-574.678132,0.554224
25.804999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170270,0.650000,-0.170270,-0.092451,1.131207,-0.502668,-0.872589,0.139730,0.031897,43.498895,13.154578,-3.161122,55.692625,-499.756662,459.163923,-574.693641,0.564003
25.809999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.170106,0.650000,-0.170106,-0.092167,1.137312,-0.502163,-0.873894,0.141447,0.025877,43.481052,12.828308,-3.271291,55.625373,-499.537753,459.228879,-574.709722,0.556688
25.814999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169937,0.650000,-0.169937,-0.092071,1.141595,-0.501689,-0.875212,0.143176,0.019836,43.461022,12.508026,-3.375773,55.590669,-499.318939,459.292218,-574.726340,0.548418
25.819999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169763,0.650000,-0.169763,-0.091656,1.143779,-0.501468,-0.876541,0.144908,0.013779,43.438803,12.186074,-3.481169,55.522418,-499.100231,459.353951,-574.743482,0.547594
25.824999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169584,0.650000,-0.169584,-0.091174,1.145750,-0.500775,-0.877879,0.146640,0.007711,43.414670,11.865714,-3.584409,55.557398,-498.881640,459.414079,-574.761146,0.546261
25.829999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169399,0.650000,-0.169399,-0.090529,1.144248,-0.500198,-0.879226,0.148368,0.001641,43.387817,11.539457,-3.691957,55.480366,-498.663178,459.472590,-574.779337,0.551122
25.834999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169210,0.650000,-0.169210,-0.089520,1.145485,-0.499687,-0.880578,0.150089,6.278754,43.359238,11.217241,-3.795631,55.476379,-498.444855,459.529481,-574.798056,0.549750
25.839999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.169015,0.650000,-0.169015,-0.088579,1.149717,-0.498957,-0.881939,0.151813,6.272670,43.328073,10.897594,-3.896384,55.397076,-498.226682,459.584766,-574.817286,0.545722
25.844999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.168815,0.650000,-0.168815,-0.087782,1.155674,-0.497796,-0.883308,0.153549,6.266564,43.295229,10.584391,-3.991023,55.414980,-498.008670,459.638470,-574.837004,0.538341
25.849999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.168611,0.650000,-0.168611,-0.088152,1.161754,-0.497018,-0.884691,0.155299,6.260434,43.259716,10.271133,-4.085199,55.378884,-497.790830,459.690607,-574.857195,0.535017
25.854999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.168402,0.650000,-0.168402,-0.087178,1.138084,-0.495901,-0.886077,0.157017,6.254338,43.221954,9.947376,-4.187429,55.371134,-497.573175,459.741152,-574.877876,0.546336
25.859999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.168187,0.650000,-0.168187,-0.087677,1.133365,-0.494856,-0.887464,0.158686,6.248297,43.181945,9.622347,-4.290113,55.269927,-497.355716,459.790075,-574.899070,0.551282
25.864999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.167968,0.650000,-0.167968,-0.087846,1.131589,-0.493757,-0.888861,0.160340,6.242267,43.140591,9.304413,-4.386445,55.272718,-497.138461,459.837390,-574.920761,0.546734
25.869999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.167743,0.650000,-0.167743,-0.088732,1.123945,-0.492341,-0.890266,0.161976,6.236257,43.096432,8.979233,-4.487952,55.211482,-496.921421,459.883098,-574.942947,0.552458
25.874999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.167514,0.650000,-0.167514,-0.089821,1.128405,-0.491496,-0.891686,0.163603,6.230252,43.050784,8.662799,-4.582037,55.193651,-496.704608,459.927202,-574.965622,0.545765
25.879999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.167281,0.650000,-0.167281,-0.089993,1.133746,-0.490293,-0.893122,0.165241,6.224228,43.003064,8.350303,-4.672209,55.129505,-496.488029,459.969734,-574.988758,0.538907
25.884999,3,trim,0.650000,0.000000,1,-0.350000,0.000000,-0.167042,0.650000,-0.167042,-0.089812,1.131662,-0.489231,-0.894568,0.166880,6.218196,42.953358,8.034312,-4.764846,55.085922,-496.271696,460.010694,-575.012350,0.541646
