t_ms,msp,motor,servo0,servo1,gyro_p,gyro_q,gyro_r,acc_x,acc_y,acc_z,qw,qx,qy,qz,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,tgtpos_n,tgtpos_e,tgtpos_d,rcData0,rcData1,rcData2,rcData3
227119.8450,3.0000,1511.0000,1461.0000,1519.0000,5.0000,-5.0000,-20.0000,315.0000,-248.0000,1946.0000,0.0406,0.1971,0.1686,0.9649,172.0400,-27.7400,-83.8300,-17.5500,1.2000,-5.1600,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1538.0000
227136.4870,3.0000,1510.0000,1461.0000,1519.0000,4.0000,-4.0000,-16.0000,329.0000,-259.0000,1908.0000,0.0431,0.1973,0.1702,0.9645,171.6800,-27.7200,-83.9200,-17.5000,1.0800,-5.1300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1537.0000
227153.1720,3.0000,1511.0000,1461.0000,1519.0000,4.0000,-4.0000,-18.0000,341.0000,-239.0000,1875.0000,0.0455,0.1976,0.1715,0.9641,171.3200,-27.7000,-84.0200,-17.4400,0.9800,-5.1000,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1538.0000
227169.9800,3.0000,1510.0000,1459.0000,1519.0000,3.0000,-3.0000,-13.0000,424.0000,-269.0000,1956.0000,0.0477,0.1981,0.1725,0.9637,170.9500,-27.6900,-84.1100,-17.4000,0.8600,-5.0700,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1537.0000
227186.8870,3.0000,1510.0000,1459.0000,1519.0000,4.0000,-2.0000,-14.0000,403.0000,-250.0000,1926.0000,0.0496,0.1983,0.1734,0.9634,170.5800,-27.6800,-84.2100,-17.3600,0.7300,-5.0500,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1537.0000
227203.4200,3.0000,1510.0000,1461.0000,1521.0000,6.0000,-2.0000,-13.0000,381.0000,-167.0000,1773.0000,0.0512,0.1984,0.1745,0.9631,170.5800,-27.6800,-84.2100,-17.3600,0.7300,-5.0500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1537.0000
227220.0490,3.0000,1510.0000,1462.0000,1522.0000,8.0000,-2.0000,-11.0000,322.0000,-112.0000,1626.0000,0.0528,0.1984,0.1761,0.9627,170.2200,-27.6700,-84.3000,-17.3200,0.6200,-5.0200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1537.0000
227236.6500,3.0000,1510.0000,1462.0000,1522.0000,9.0000,-2.0000,-12.0000,347.0000,-120.0000,1641.0000,0.0544,0.1985,0.1777,0.9623,169.8600,-27.6600,-84.3900,-17.2700,0.5200,-4.9700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1538.0000
227253.3190,3.0000,1511.0000,1462.0000,1522.0000,9.0000,-1.0000,-12.0000,383.0000,-355.0000,1945.0000,0.0558,0.1984,0.1791,0.9620,169.5200,-27.6500,-84.4800,-17.2200,0.4300,-4.9200,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1538.0000
227270.1770,3.0000,1509.0000,1462.0000,1522.0000,7.0000,-1.0000,-12.0000,423.0000,-308.0000,1921.0000,0.0572,0.1984,0.1804,0.9617,169.1500,-27.6500,-84.5800,-17.1800,0.3000,-4.8900,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1536.0000
