t_ms,msp,motor,servo0,servo1,gyro_p,gyro_q,gyro_r,acc_x,acc_y,acc_z,qw,qx,qy,qz,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,tgtpos_n,tgtpos_e,tgtpos_d,rcData0,rcData1,rcData2,rcData3
149338.9020,3.0000,1434.0000,1475.0000,1511.0000,15.0000,-9.0000,4.0000,164.0000,-380.0000,2385.0000,0.0067,-0.0630,0.0779,0.9949,138.0800,-42.1000,-98.8300,-18.3400,2.7100,3.2300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1466.0000
149355.6530,3.0000,1434.0000,1475.0000,1509.0000,12.0000,-11.0000,7.0000,134.0000,-337.0000,2410.0000,0.0060,-0.0614,0.0799,0.9949,137.7900,-42.0500,-98.7600,-18.2800,2.6700,3.2100,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1465.0000
149372.2980,3.0000,1434.0000,1473.0000,1507.0000,8.0000,-10.0000,9.0000,110.0000,-277.0000,2537.0000,0.0050,-0.0600,0.0811,0.9949,137.5100,-42.0000,-98.6900,-18.2200,2.6400,3.1800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1466.0000
149388.9070,3.0000,1434.0000,1471.0000,1505.0000,4.0000,-11.0000,11.0000,173.0000,-292.0000,2687.0000,0.0038,-0.0589,0.0815,0.9949,137.5100,-42.0000,-98.6900,-18.2200,2.6400,3.1800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1465.0000
149405.4980,3.0000,1434.0000,1473.0000,1503.0000,3.0000,-13.0000,11.0000,167.0000,-297.0000,2745.0000,0.0024,-0.0573,0.0816,0.9950,137.2300,-41.9600,-98.6300,-18.1600,2.6100,3.1400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1466.0000
149422.3280,3.0000,1434.0000,1473.0000,1503.0000,3.0000,-14.0000,11.0000,216.0000,-316.0000,2883.0000,0.0010,-0.0552,0.0813,0.9952,136.9700,-41.9200,-98.5600,-18.1000,2.5800,3.0900,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1465.0000
149439.1120,3.0000,1434.0000,1475.0000,1505.0000,7.0000,-14.0000,9.0000,235.0000,-218.0000,2841.0000,-0.0003,-0.0531,0.0812,0.9953,136.7100,-41.8800,-98.5000,-18.0400,2.5400,3.0200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1465.0000
149455.8710,3.0000,1433.0000,1476.0000,1504.0000,6.0000,-15.0000,6.0000,229.0000,-151.0000,2792.0000,-0.0013,-0.0509,0.0814,0.9954,136.4600,-41.8400,-98.4400,-17.9700,2.5100,2.9600,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1464.0000
149472.5200,3.0000,1434.0000,1475.0000,1501.0000,2.0000,-16.0000,4.0000,159.0000,-148.0000,2745.0000,-0.0017,-0.0486,0.0812,0.9955,136.2100,-41.8000,-98.3700,-17.9000,2.5000,2.9100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1465.0000
149489.3340,3.0000,1434.0000,1474.0000,1500.0000,1.0000,-15.0000,1.0000,178.0000,-126.0000,2743.0000,-0.0018,-0.0467,0.0806,0.9956,136.2100,-41.8000,-98.3700,-17.9000,2.5000,2.9100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1465.0000
149505.9820,3.0000,1435.0000,1474.0000,1498.0000,-2.0000,-16.0000,-3.0000,142.0000,-48.0000,2769.0000,-0.0015,-0.0446,0.0800,0.9958,135.9800,-41.7600,-98.3100,-17.8200,2.4800,2.8500,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1466.0000
149522.7800,3.0000,1434.0000,1472.0000,1496.0000,-5.0000,-16.0000,-7.0000,83.0000,-15.0000,2769.0000,-0.0005,-0.0424,0.0790,0.9960,135.7500,-41.7300,-98.2600,-17.7300,2.4700,2.7900,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1465.0000
149539.3540,3.0000,1433.0000,1473.0000,1495.0000,-5.0000,-18.0000,-13.0000,56.0000,47.0000,2691.0000,0.0012,-0.0401,0.0781,0.9961,135.5300,-41.6900,-98.2000,-17.6300,2.4700,2.7200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1464.0000
149556.2050,3.0000,1434.0000,1474.0000,1494.0000,-5.0000,-18.0000,-18.0000,44.0000,60.0000,2721.0000,0.0037,-0.0378,0.0773,0.9963,135.3200,-41.6600,-98.1400,-17.5300,2.4700,2.6700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1465.0000
149572.8900,3.0000,1434.0000,1475.0000,1497.0000,-3.0000,-15.0000,-22.0000,137.0000,-4.0000,2848.0000,0.0068,-0.0358,0.0769,0.9964,135.3200,-41.6600,-98.1400,-17.5300,2.4700,2.6700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1466.0000
149589.5270,3.0000,1433.0000,1480.0000,1502.0000,6.0000,-15.0000,-24.0000,129.0000,-136.0000,2940.0000,0.0103,-0.0338,0.0773,0.9964,135.0100,-41.6100,-98.0800,-17.5600,2.4600,2.6000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1464.0000
149606.2220,3.0000,1434.0000,1481.0000,1503.0000,8.0000,-15.0000,-26.0000,168.0000,-159.0000,3107.0000,0.0142,-0.0320,0.0788,0.9963,134.5900,-41.5400,-98.0200,-17.7400,2.4200,2.5300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1466.0000
149622.8760,3.0000,1435.0000,1480.0000,1504.0000,8.0000,-13.0000,-29.0000,148.0000,-189.0000,3259.0000,0.0184,-0.0303,0.0802,0.9961,134.1900,-41.4800,-97.9600,-17.9000,2.3700,2.4400,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1466.0000
149639.6430,3.0000,1433.0000,1479.0000,1503.0000,7.0000,-11.0000,-29.0000,132.0000,-121.0000,3094.0000,0.0228,-0.0286,0.0815,0.9960,133.7800,-41.4200,-97.9000,-18.0400,2.3200,2.3400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1464.0000
149656.2570,3.0000,1433.0000,1477.0000,1503.0000,5.0000,-10.0000,-30.0000,141.0000,-192.0000,2986.0000,0.0271,-0.0275,0.0826,0.9958,133.3800,-41.3600,-97.8400,-18.1700,2.2700,2.2500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1466.0000
149672.9720,3.0000,1435.0000,1476.0000,1500.0000,3.0000,-10.0000,-31.0000,76.0000,-289.0000,3006.0000,0.0316,-0.0264,0.0833,0.9957,133.3800,-41.3600,-97.8400,-18.1700,2.2700,2.2500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1466.0000
149689.5240,3.0000,1434.0000,1474.0000,1500.0000,1.0000,-7.0000,-32.0000,118.0000,-190.0000,2954.0000,0.0362,-0.0255,0.0833,0.9955,132.9700,-41.3000,-97.7900,-18.3000,2.2100,2.1800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1465.0000
149706.0820,3.0000,1432.0000,1473.0000,1499.0000,-1.0000,-7.0000,-32.0000,130.0000,-124.0000,2948.0000,0.0407,-0.0249,0.0831,0.9954,132.5400,-41.2400,-97.7400,-18.4500,2.1400,2.1000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1463.0000
