loopIteration,time (us),axisRate[0],axisRate[1],axisRate[2],axisP[0],axisP[1],axisP[2],axisI[0],axisI[1],axisI[2],axisD[0],axisD[1],axisF[0],axisF[1],axisF[2],rcData[0],rcData[1],rcData[2],rcData[3],rcCommand[0],rcCommand[1],rcCommand[2],rcCommand[3],vbat (V),magADC[0],magADC[1],magADC[2],BaroAlt (cm),rssi,gyroADC[0],gyroADC[1],gyroADC[2],gyroRaw[0],gyroRaw[1],gyroRaw[2],accSmooth[0],accSmooth[1],accSmooth[2],accVib,quaternion[0],quaternion[1],quaternion[2],quaternion[3],motor[0],servo[0],servo[1],navState,navFlags,navEPH,navEPV,navPos[0],navPos[1],navPos[2],navVel[0],navVel[1],navVel[2],navTgtVel[0],navTgtVel[1],navTgtVel[2],navTgtPos[0],navTgtPos[1],navTgtPos[2],navTgtHdg,navSurf,activeWpNumber,flightModeFlags (flags),activeFlightModeFlags,stateFlags (flags),failsafePhase (flags),rxSignalReceived,rxFlightChannelsValid,rxUpdateRate,hwHealthStatus,powerSupplyImpedance,sagCompensatedVBat,wind[0],wind[1],wind[2],mspOverrideFlags,IMUTemperature,baroTemperature,sens0Temp,sens1Temp,sens2Temp,sens3Temp,sens4Temp,sens5Temp,sens6Temp,sens7Temp,escRPM,escTemperature
20864,269976347,0,0,0,-1,0,7,7,4,0,0,0,0,-1,0,1500,1497,1500,1700,0,-2,0,1682,11.450,-7,-332,-1251,2768,1023,4,-2,-12,37,7,-8,962,-418,1560,3706,-9513,-168,2789,-1302,1682,1498,1492,1,37,171,296,5312,-2179,2705,1040,-410,737,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,160,341,0,0,48,-14,30,1,315,331,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
20896,269993178,0,0,0,-3,0,6,7,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.440,-14,-332,-1261,2801,1023,8,-1,-10,-21,1,-7,984,-409,1433,3653,-9514,-181,2790,-1291,1683,1503,1493,1,37,171,296,5334,-2187,2721,1041,-407,735,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,138,341,0,0,48,-14,30,1,315,331,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
20928,270009874,0,0,0,-3,0,4,6,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.440,-14,-332,-1261,2801,1023,7,2,-6,38,-24,-8,948,-493,1418,3606,-9516,-193,2787,-1284,1683,1500,1494,1,37,171,296,5334,-2187,2721,1041,-407,735,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,138,341,0,0,48,-14,30,1,315,331,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
20960,270026445,0,0,0,-4,0,3,6,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.450,-14,-332,-1261,2826,1023,10,0,-6,5,36,-17,1000,-626,1422,3588,-9517,-203,2784,-1280,1683,1503,1495,1,37,171,296,5356,-2196,2737,1044,-403,733,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,160,341,0,0,48,-14,30,1,315,331,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
20992,270043166,0,0,0,-1,0,1,6,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.450,-14,-332,-1261,2826,1023,4,-1,-3,-9,-25,14,1006,-581,1460,3561,-9517,-212,2783,-1279,1683,1500,1490,1,37,171,297,5378,-2204,2753,1046,-399,730,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,160,341,0,0,48,-14,30,1,315,331,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21024,270059643,0,0,0,1,0,0,6,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.450,-14,-332,-1261,2876,1023,-3,-1,0,29,-18,2,984,-376,1356,3520,-9517,-212,2783,-1279,1683,1496,1488,1,37,170,297,5399,-2212,2768,1047,-394,729,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,160,341,0,0,48,-14,30,1,315,331,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21056,270076312,0,0,0,4,0,-2,6,4,0,1,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.450,-14,-332,-1261,2876,1023,-8,0,4,-24,30,-5,1023,-287,1098,3522,-9516,-203,2786,-1282,1683,1492,1484,1,37,170,297,5420,-2219,2784,1048,-392,726,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,137,341,0,0,48,-14,30,1,315,331,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21088,270093268,0,0,0,5,1,-2,6,4,0,1,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.450,-15,-330,-1257,2934,1023,-11,-2,4,-8,-36,24,1048,-312,915,3505,-9514,-188,2792,-1284,1683,1492,1482,1,37,170,298,5441,-2227,2799,1052,-391,721,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,137,341,0,0,48,-14,30,1,315,331,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21120,270109787,0,0,0,3,1,-4,7,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.450,-15,-330,-1257,2934,1023,-8,-3,6,19,16,4,1030,-507,988,3425,-9512,-171,2800,-1290,1683,1495,1483,1,37,170,298,5441,-2227,2799,1052,-391,721,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,161,341,0,0,48,-14,30,1,315,331,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21152,270126421,0,0,0,2,1,-7,7,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.450,-15,-330,-1257,2943,1023,-5,-3,11,-34,19,0,936,-464,1213,3382,-9508,-156,2806,-1301,1683,1497,1485,1,37,170,298,5464,-2235,2815,1058,-388,716,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,161,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21184,270143192,0,0,0,0,1,-9,7,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.440,-15,-330,-1257,2943,1023,-1,-4,15,3,-43,27,957,-298,1414,3398,-9505,-146,2810,-1318,1683,1500,1488,1,37,170,298,5486,-2243,2831,1061,-385,713,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,138,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21216,270159849,0,0,0,0,2,-9,7,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.440,-15,-330,-1257,2901,1023,0,-4,14,5,27,1,902,-232,1586,3442,-9501,-140,2814,-1338,1683,1500,1488,1,37,170,299,5507,-2251,2846,1061,-383,710,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,113,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21248,270176502,0,0,0,0,1,-9,7,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.440,-15,-330,-1257,2901,1023,-1,-4,15,-33,-16,16,833,-274,1739,3493,-9497,-133,2817,-1358,1683,1499,1487,1,37,170,299,5528,-2258,2861,1059,-382,709,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,138,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21280,270193382,0,0,0,2,2,-9,7,4,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.440,-28,-342,-1266,2934,1023,-5,-6,14,27,-12,26,1003,-405,1738,3574,-9492,-119,2824,-1379,1683,1498,1484,1,37,170,299,5528,-2258,2861,1059,-382,709,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,160,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21312,270210146,0,0,0,1,2,-9,7,5,0,0,0,0,0,0,1500,1500,1500,1701,0,0,0,1683,11.440,-28,-342,-1266,2934,1023,-3,-5,14,-23,28,-5,1017,-478,1729,3596,-9487,-102,2835,-1400,1683,1498,1484,1,37,170,299,5550,-2266,2877,1058,-379,708,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,160,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21344,270226852,0,0,0,1,1,-9,7,5,0,0,0,0,0,0,1500,1500,1500,1700,0,0,0,1682,11.430,-28,-342,-1266,2959,1023,-3,-4,15,-12,-44,30,917,-304,1774,3622,-9481,-89,2842,-1420,1682,1499,1485,1,37,170,300,5572,-2274,2892,1060,-375,709,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,149,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21376,270243460,0,0,0,2,3,-6,7,5,0,0,0,0,0,0,1500,1498,1500,1701,0,0,0,1683,11.450,-28,-342,-1266,3043,1023,-5,-7,11,27,6,1,1027,-282,1714,3632,-9476,-71,2852,-1437,1683,1498,1482,1,37,169,300,5594,-2281,2908,1059,-373,709,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,113,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21408,270260109,0,0,0,1,2,-5,7,5,0,0,0,0,0,0,1500,1498,1500,1701,0,0,0,1683,11.450,-28,-342,-1266,3043,1023,-3,-4,9,-28,11,-1,941,-127,1728,3655,-9471,-58,2863,-1451,1683,1499,1485,1,37,169,300,5616,-2288,2923,1059,-371,710,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,113,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21440,270276848,0,0,0,0,1,-4,7,5,0,0,0,0,0,0,1500,1496,1500,1701,0,-1,0,1683,11.450,-28,-342,-1266,3076,1023,0,-4,6,15,-38,19,971,-87,1708,3666,-9468,-54,2867,-1460,1683,1499,1487,1,37,169,301,5637,-2295,2938,1057,-370,710,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,113,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21472,270293770,0,-1,0,0,1,-1,7,5,0,0,0,0,-3,0,1500,1490,1500,1701,0,-6,0,1683,11.450,-30,-330,-1275,3076,1023,1,-5,3,-1,34,-4,1025,-265,1653,3668,-9466,-55,2871,-1467,1683,1498,1490,1,37,169,301,5637,-2295,2938,1057,-370,710,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,160,341,0,0,48,-14,30,1,313,329,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21504,270310714,0,-3,0,0,1,0,7,5,0,0,0,0,-7,0,1500,1480,1500,1701,0,-14,0,1683,11.440,-30,-330,-1275,3093,1023,-2,-6,0,-16,-35,16,1066,-146,1585,3686,-9463,-56,2879,-1469,1683,1492,1492,1,37,169,301,5658,-2303,2954,1057,-369,711,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,160,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21536,270327740,0,-2,0,0,1,2,7,5,0,0,0,0,-5,0,1500,1486,1500,1701,0,-10,0,1683,11.440,-30,-330,-1275,3093,1023,-1,-5,-4,7,21,-11,1054,-43,1564,3688,-9462,-58,2886,-1465,1683,1493,1491,1,37,169,301,5680,-2310,2969,1060,-368,711,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,118,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21568,270344800,0,0,0,0,1,4,7,5,0,0,0,0,-2,0,1500,1494,1500,1701,0,-4,0,1683,11.430,-30,-330,-1275,3101,1023,-1,-4,-8,-16,-27,1,1029,25,1565,3713,-9462,-65,2891,-1455,1683,1498,1488,1,37,169,302,5702,-2318,2985,1061,-368,711,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,118,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21600,270361551,0,0,0,-1,1,8,7,5,0,0,0,0,-1,0,1500,1497,1500,1701,0,-2,0,1683,11.430,-30,-330,-1275,3101,1023,3,-3,-14,45,15,-25,954,49,1544,3722,-9463,-74,2893,-1440,1683,1500,1490,1,37,169,302,5723,-2325,3000,1062,-369,710,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,140,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21632,270378581,0,0,0,0,1,9,7,5,0,0,0,0,0,0,1498,1498,1500,1701,0,0,0,1683,11.430,-30,-330,-1275,3101,1023,2,-3,-15,-36,-10,-21,849,-273,1545,3701,-9466,-88,2894,-1421,1683,1501,1487,1,37,169,302,5744,-2332,3016,1061,-368,709,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,168,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21664,270395311,-1,0,0,1,1,11,7,5,0,0,0,-2,0,0,1495,1498,1500,1701,-2,0,0,1683,11.430,-50,-330,-1232,3101,1023,-4,-4,-18,21,-19,-12,940,-395,1435,3732,-9469,-92,2895,-1398,1683,1501,1487,1,37,169,302,5744,-2332,3016,1061,-368,709,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,168,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21696,270412105,-3,0,0,1,0,13,7,5,0,0,0,-5,0,0,1491,1497,1500,1701,-5,-1,0,1683,11.430,-50,-330,-1232,3126,1023,-7,-1,-20,-17,28,-22,1068,-367,1300,3697,-9471,-91,2901,-1370,1683,1501,1491,1,37,169,303,5766,-2339,3031,1061,-365,707,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,127,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21728,270428966,-3,0,0,1,0,12,7,5,0,0,0,-5,-1,0,1494,1497,1500,1700,-5,-2,0,1682,11.430,-50,-330,-1232,3126,1023,-7,0,-20,-22,-22,-7,1051,-189,1318,3681,-9475,-88,2903,-1339,1682,1500,1492,1,37,168,303,5789,-2347,3047,1064,-362,704,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,127,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21760,270445744,-2,0,0,3,0,13,7,5,0,0,0,-4,-1,0,1494,1497,1500,1700,-4,-2,0,1682,11.430,-50,-330,-1232,3143,1023,-9,1,-21,15,0,-26,1034,-159,1360,3696,-9479,-88,2905,-1307,1682,1498,1490,1,37,168,304,5811,-2354,3062,1066,-360,701,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,127,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21792,270462485,0,0,0,2,-1,13,7,5,0,0,0,0,-1,0,1500,1497,1500,1700,0,-2,0,1682,11.430,-50,-330,-1232,3143,1023,-6,2,-20,-35,28,-38,993,-327,1428,3677,-9483,-85,2904,-1275,1682,1493,1487,1,37,168,304,5832,-2361,3078,1067,-358,699,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,172,341,0,0,48,-14,30,1,311,327,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
21824,270479269,0,0,0,2,0,12,7,5,0,0,0,0,-1,0,1500,1496,1500,1701,0,-2,0,1683,11.430,-50,-330,-1232,3193,1023,-5,1,-19,21,-35,-20,1034,-477,1458,3670,-9488,-85,2901,-1245,1683,1494,1488,1,37,168,304,5853,-2368,3093,1067,-355,697,0,0,0,0,0,0,0,0,1,ARM,0,GPS_FIX_HOME|GPS_FIX|SMALL_ANGLE|FIXED_WING_LEGACY|COMPASS_CALIBRATED|ACCELEROMETER_CALIBRATED|AIRMODE_ACTIVE|AIRPLANE|ALTITUDE_CONTROL|MOVE_FORWARD_ONLY|SET_REVERSIBLE_MOTORS_FORWARD|ANTI_WINDUP_DEACTIVATED,IDLE,1,1,172,341,0,0,48,-14,30,1,310,325,-1250,-1250,-1250,-1250,-1250,-1250,-1250,-1250,1778576784,5
