time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
68335794,2,8,37.4117801,-121.9950436,-3,0.06,55.4,223,240,269,-4,-5,7,37.4117796,-121.9950424
68343596,2,8,37.4117801,-121.9950436,-3,0.06,55.4,223,240,269,-4,-5,7,37.4117796,-121.9950424
68385768,2,8,37.4117803,-121.9950438,-3,0.19,55.4,223,240,269,11,-15,4,37.4117796,-121.9950424
68485679,2,8,37.4117802,-121.9950439,-3,0.10,55.4,223,241,269,-5,-9,10,37.4117796,-121.9950424
68586306,2,8,37.4117803,-121.9950439,-3,0.09,55.4,223,241,269,-8,1,4,37.4117796,-121.9950424
68686647,2,8,37.4117802,-121.9950440,-3,0.09,55.4,223,241,269,-4,-8,14,37.4117796,-121.9950424
68787106,2,8,37.4117804,-121.9950441,-3,0.07,55.4,223,241,269,7,-1,21,37.4117796,-121.9950424
68887515,2,8,37.4117805,-121.9950442,-3,0.08,55.4,223,242,269,2,-8,17,37.4117796,-121.9950424
69088854,2,8,37.4117806,-121.9950443,-3,0.10,55.4,223,242,270,10,-2,13,37.4117796,-121.9950424
69189303,2,8,37.4117807,-121.9950443,-3,0.12,55.4,223,242,270,11,-2,23,37.4117796,-121.9950424
69390253,2,8,37.4117806,-121.9950444,-3,0.10,55.4,223,242,270,-9,-4,24,37.4117796,-121.9950424
69492109,2,8,37.4117803,-121.9950443,-3,0.16,55.4,223,242,270,-16,2,17,37.4117796,-121.9950424
69592682,2,8,37.4117802,-121.9950442,-3,0.05,55.4,223,242,270,-3,4,10,37.4117796,-121.9950424
69674133,2,8,37.4117804,-121.9950442,-3,0.08,55.4,223,242,270,7,4,3,37.4117796,-121.9950424
69875704,2,8,37.4117803,-121.9950441,-3,0.19,55.4,223,242,270,-18,4,9,37.4117796,-121.9950424
69976778,2,8,37.4117805,-121.9950442,-3,0.05,55.4,223,242,270,0,5,17,37.4117796,-121.9950424
70077234,2,8,37.4117806,-121.9950441,-3,0.11,55.4,223,242,270,-3,11,15,37.4117796,-121.9950424
70198527,2,8,37.4117807,-121.9950441,-3,0.03,55.4,223,242,270,-2,-2,21,37.4117796,-121.9950424
70379978,2,8,37.4117808,-121.9950441,-3,0.03,55.4,223,242,270,0,3,-1,37.4117796,-121.9950424
70477739,2,8,37.4117808,-121.9950441,-3,0.03,55.4,223,242,270,0,3,-1,37.4117796,-121.9950424
70480353,2,8,37.4117809,-121.9950442,-3,0.03,55.4,223,242,270,2,-1,8,37.4117796,-121.9950424
70581528,2,8,37.4117808,-121.9950441,-3,0.06,55.4,223,242,270,0,6,2,37.4117796,-121.9950424
70681842,2,8,37.4117807,-121.9950440,-3,0.09,55.4,223,242,270,-7,5,10,37.4117796,-121.9950424
70782927,2,8,37.4117805,-121.9950439,-3,0.09,55.4,223,242,270,-9,1,18,37.4117796,-121.9950424
70883637,2,8,37.4117804,-121.9950439,-3,0.13,55.4,223,241,270,-12,-4,18,37.4117796,-121.9950424
70984491,2,8,37.4117802,-121.9950439,-3,0.12,55.4,223,241,270,-12,-2,24,37.4117796,-121.9950424
71085094,2,8,37.4117801,-121.9950439,-3,0.14,55.4,223,241,270,-9,-11,16,37.4117796,-121.9950424
71185582,2,8,37.4117800,-121.9950439,-3,0.11,55.4,223,241,269,-9,6,11,37.4117796,-121.9950424
71286173,2,8,37.4117800,-121.9950438,-3,0.09,55.4,223,241,269,-9,-2,15,37.4117796,-121.9950424
71487803,2,8,37.4117798,-121.9950437,-3,0.15,55.4,223,241,269,-15,-3,8,37.4117796,-121.9950424
71588555,2,9,37.4117800,-121.9950438,-3,0.08,55.4,203,241,269,-7,-4,6,37.4117796,-121.9950424
71688644,2,9,37.4117801,-121.9950439,-3,0.08,55.4,203,241,269,-3,-7,7,37.4117796,-121.9950424
71788775,2,8,37.4117800,-121.9950438,-3,0.07,55.4,223,241,269,-7,0,5,37.4117796,-121.9950424
71888798,2,9,37.4117803,-121.9950439,-3,0.07,55.4,203,241,269,2,-7,-1,37.4117796,-121.9950424
71989018,2,9,37.4117805,-121.9950440,-3,0.17,55.4,203,240,269,14,-10,5,37.4117796,-121.9950424
72089804,2,8,37.4117807,-121.9950439,-3,0.08,55.4,223,240,269,8,-2,0,37.4117796,-121.9950424
72190039,2,9,37.4117809,-121.9950439,-3,0.08,55.4,203,240,269,7,-3,8,37.4117796,-121.9950424
72290477,2,9,37.4117812,-121.9950440,-3,0.04,55.4,203,240,269,0,-4,5,37.4117796,-121.9950424
72391668,2,9,37.4117815,-121.9950441,-3,0.03,55.4,203,240,269,1,-2,9,37.4117796,-121.9950424
72491753,2,9,37.4117818,-121.9950441,-3,0.05,55.4,203,240,269,-4,1,21,37.4117796,-121.9950424
72591994,2,9,37.4117821,-121.9950442,-3,0.16,55.4,203,240,269,-15,5,31,37.4117796,-121.9950424
72631701,2,9,37.4117821,-121.9950442,-3,0.16,55.4,203,240,269,-15,5,31,37.4117796,-121.9950424
72692778,2,9,37.4117824,-121.9950442,-3,0.12,55.4,203,240,269,-12,-1,36,37.4117796,-121.9950424
72793534,2,9,37.4117826,-121.9950443,-3,0.20,55.4,203,240,269,-20,0,55,37.4117796,-121.9950424
72894065,2,9,37.4117828,-121.9950444,-3,0.12,55.4,203,240,268,-12,1,59,37.4117796,-121.9950424
72995384,2,9,37.4117829,-121.9950445,-3,0.20,55.4,203,240,268,-20,4,69,37.4117796,-121.9950424
73095663,2,9,37.4117831,-121.9950446,-3,0.19,55.4,203,240,268,-19,0,76,37.4117796,-121.9950424
73175789,2,9,37.4117832,-121.9950446,-3,0.27,55.4,203,240,268,-26,8,88,37.4117796,-121.9950424
73276815,2,9,37.4117833,-121.9950446,-3,0.34,55.4,203,240,268,-33,7,97,37.4117796,-121.9950424
73478388,2,9,37.4117832,-121.9950445,-3,0.47,55.4,203,240,268,-47,5,109,37.4117796,-121.9950424
73578563,2,9,37.4117830,-121.9950444,-3,0.57,108.0,203,240,268,-50,26,112,37.4117796,-121.9950424
73679485,2,9,37.4117828,-121.9950442,-3,0.63,138.1,203,240,268,-60,20,122,37.4117796,-121.9950424
73779765,2,9,37.4117827,-121.9950440,-3,0.68,151.1,203,240,268,-65,19,122,37.4117796,-121.9950424
73880463,2,9,37.4117822,-121.9950438,-3,0.79,156.8,203,240,268,-75,25,125,37.4117796,-121.9950424
73981104,2,9,37.4117819,-121.9950435,-3,0.91,154.9,203,240,268,-81,40,136,37.4117796,-121.9950424
74082105,2,9,37.4117816,-121.9950431,-3,0.85,151.7,203,239,268,-71,46,114,37.4117796,-121.9950424
74182378,2,9,37.4117814,-121.9950426,-3,0.77,150.2,203,239,268,-66,40,112,37.4117796,-121.9950424
74283658,2,9,37.4117812,-121.9950423,-3,0.75,153.9,203,239,268,-69,29,105,37.4117796,-121.9950424
74384044,2,9,37.4117813,-121.9950421,-3,0.45,153.9,203,240,268,-39,22,107,37.4117796,-121.9950424
74484482,2,9,37.4117816,-121.9950420,-3,0.14,153.9,203,240,268,-11,9,106,37.4117796,-121.9950424
74585128,2,9,37.4117823,-121.9950423,-3,0.39,153.9,203,240,268,34,-20,102,37.4117796,-121.9950424
74685592,2,9,37.4117834,-121.9950430,-3,1.05,250.9,203,240,268,82,-66,56,37.4117796,-121.9950424
74785203,2,9,37.4117834,-121.9950430,-3,1.05,250.9,203,240,268,82,-66,56,37.4117796,-121.9950424
74785747,2,9,37.4117868,-121.9950453,-3,3.08,319.3,203,240,268,254,-174,-53,37.4117796,-121.9950424
74886277,2,9,37.4117897,-121.9950475,-3,3.51,324.3,203,240,268,298,-186,-85,37.4117796,-121.9950424
74986272,2,9,37.4117934,-121.9950500,-3,4.25,328.9,203,240,268,373,-203,-122,37.4117796,-121.9950424
75086867,2,9,37.4117969,-121.9950524,-2,4.22,329.5,203,240,268,366,-209,-200,37.4117796,-121.9950424
75187464,2,9,37.4118002,-121.9950545,-2,3.89,329.8,203,240,268,337,-193,-312,37.4117796,-121.9950424
75288296,2,9,37.4118033,-121.9950568,-1,3.52,328.8,203,240,268,297,-189,-380,37.4117796,-121.9950424
75389119,2,9,37.4118061,-121.9950590,-1,3.38,327.9,203,241,269,283,-186,-436,37.4117796,-121.9950424
75489392,2,9,37.4118097,-121.9950609,0,3.98,334.7,203,241,269,373,-138,-469,37.4117796,-121.9950424
75590597,2,9,37.4118138,-121.9950628,0,4.68,337.9,203,241,270,440,-157,-457,37.4117796,-121.9950424
75690825,2,9,37.4118179,-121.9950650,0,5.12,337.0,203,241,270,469,-206,-431,37.4117796,-121.9950424
75791714,2,9,37.4118231,-121.9950683,0,6.21,334.3,203,240,270,555,-279,-369,37.4117796,-121.9950424
75892198,2,9,37.4118282,-121.9950718,1,6.74,333.1,203,240,271,594,-317,-343,37.4117796,-121.9950424
75993169,2,9,37.4118341,-121.9950758,1,7.42,330.6,203,240,271,647,-364,-335,37.4117796,-121.9950424
76093770,2,9,37.4118403,-121.9950801,1,8.04,330.7,203,239,272,702,-392,-304,37.4117796,-121.9950424
76174622,2,9,37.4118472,-121.9950847,2,8.76,332.7,203,239,272,779,-400,-308,37.4117796,-121.9950424
76275143,2,9,37.4118541,-121.9950892,2,9.01,332.5,203,238,272,800,-415,-324,37.4117796,-121.9950424
76376125,2,9,37.4118612,-121.9950937,2,9.10,333.7,203,237,272,816,-402,-388,37.4117796,-121.9950424
76476896,2,9,37.4118683,-121.9950978,3,8.80,336.9,203,236,272,810,-344,-452,37.4117796,-121.9950424
76577158,2,9,37.4118757,-121.9951018,3,9.30,336.9,203,235,272,856,-364,-473,37.4117796,-121.9950424
76677657,2,9,37.4118835,-121.9951060,4,9.89,336.5,203,234,272,907,-393,-413,37.4117796,-121.9950424
76778048,2,9,37.4118918,-121.9951103,4,10.39,337.7,203,233,272,961,-392,-372,37.4117796,-121.9950424
76878434,2,9,37.4119007,-121.9951147,5,10.77,338.7,203,232,272,1004,-390,-322,37.4117796,-121.9950424
76921772,2,9,37.4119007,-121.9951147,5,10.77,338.7,203,232,272,1004,-390,-322,37.4117796,-121.9950424
76978992,2,9,37.4119098,-121.9951190,5,11.22,339.0,203,231,272,1048,-400,-259,37.4117796,-121.9950424
77080218,2,9,37.4119194,-121.9951236,5,11.58,338.3,203,230,272,1077,-427,-207,37.4117796,-121.9950424
77181302,2,9,37.4119291,-121.9951282,5,11.69,339.7,203,229,272,1097,-405,-233,37.4117796,-121.9950424
77282161,2,9,37.4119388,-121.9951327,6,11.55,339.7,203,228,272,1084,-399,-287,37.4117796,-121.9950424
77382477,2,9,37.4119485,-121.9951371,6,11.57,340.4,203,228,272,1090,-388,-333,37.4117796,-121.9950424
77482600,2,9,37.4119583,-121.9951414,6,11.66,340.3,203,227,271,1098,-393,-355,37.4117796,-121.9950424
77583095,2,9,37.4119683,-121.9951457,7,11.87,340.5,203,226,271,1119,-395,-354,37.4117796,-121.9950424
77684384,2,9,37.4119786,-121.9951500,7,12.14,341.7,203,225,271,1153,-380,-343,37.4117796,-121.9950424
77784688,2,9,37.4119891,-121.9951541,7,12.35,342.9,203,225,271,1181,-362,-320,37.4117796,-121.9950424
77885231,2,9,37.4120000,-121.9951583,8,12.76,342.6,203,224,271,1218,-380,-308,37.4117796,-121.9950424
77985728,2,9,37.4120112,-121.9951625,8,12.89,343.4,203,223,271,1236,-367,-298,37.4117796,-121.9950424
78086004,2,9,37.4120225,-121.9951667,8,12.91,343.2,203,223,271,1236,-372,-319,37.4117796,-121.9950424
78186937,2,9,37.4120336,-121.9951708,9,12.63,343.4,203,222,271,1211,-358,-381,37.4117796,-121.9950424
