time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
123161923,2,8,37.4117836,-121.9950136,8,0.11,150.5,215,237,319,-10,4,41,37.4117816,-121.9950158
123169505,2,8,37.4117836,-121.9950136,8,0.11,150.5,215,237,319,-10,4,41,37.4117816,-121.9950158
123190955,2,8,37.4117840,-121.9950134,8,0.09,150.5,215,237,318,-8,5,39,37.4117816,-121.9950158
123291541,2,8,37.4117846,-121.9950133,8,0.08,150.5,215,237,318,-8,0,44,37.4117816,-121.9950158
123392444,2,8,37.4117850,-121.9950131,8,0.11,150.5,215,237,318,-10,3,44,37.4117816,-121.9950158
123492896,2,8,37.4117853,-121.9950130,8,0.24,150.5,215,237,318,-24,0,46,37.4117816,-121.9950158
123594048,2,8,37.4117859,-121.9950131,8,0.13,150.5,215,237,318,-12,-3,44,37.4117816,-121.9950158
123694758,2,8,37.4117863,-121.9950132,8,0.23,150.5,215,236,318,-17,-16,52,37.4117816,-121.9950158
123795112,2,8,37.4117867,-121.9950133,8,0.19,150.5,215,236,318,-19,-1,45,37.4117816,-121.9950158
123895757,2,8,37.4117871,-121.9950133,8,0.26,150.5,215,236,318,-26,-3,43,37.4117816,-121.9950158
123995873,2,8,37.4117875,-121.9950134,8,0.19,150.5,215,236,318,-18,-2,54,37.4117816,-121.9950158
124096387,2,8,37.4117879,-121.9950134,8,0.17,150.5,215,236,318,-17,-1,52,37.4117816,-121.9950158
124196891,2,8,37.4117883,-121.9950136,8,0.14,150.5,215,235,318,-14,3,50,37.4117816,-121.9950158
124296959,2,8,37.4117888,-121.9950136,8,0.05,150.5,215,235,318,-4,-2,55,37.4117816,-121.9950158
124398071,2,8,37.4117891,-121.9950136,8,0.18,150.5,215,235,318,-16,9,41,37.4117816,-121.9950158
124498498,2,8,37.4117893,-121.9950136,9,0.22,150.5,215,235,318,-22,4,45,37.4117816,-121.9950158
124600166,2,8,37.4117895,-121.9950138,9,0.23,150.5,215,235,318,-23,2,41,37.4117816,-121.9950158
124681011,2,8,37.4117899,-121.9950139,9,0.12,150.5,215,235,318,-12,3,39,37.4117816,-121.9950158
124781810,2,8,37.4117903,-121.9950140,9,0.20,150.5,215,235,318,-14,14,30,37.4117816,-121.9950158
124882065,2,8,37.4117908,-121.9950140,9,0.12,150.5,215,234,318,0,12,33,37.4117816,-121.9950158
124983068,2,8,37.4117913,-121.9950142,9,0.06,150.5,215,234,318,-6,-2,35,37.4117816,-121.9950158
125083142,2,8,37.4117918,-121.9950143,9,0.09,150.5,215,234,318,-9,-1,49,37.4117816,-121.9950158
125183603,2,8,37.4117922,-121.9950144,9,0.09,150.5,215,234,318,-8,5,37,37.4117816,-121.9950158
125284503,2,8,37.4117926,-121.9950144,9,0.03,150.5,215,234,318,-2,1,40,37.4117816,-121.9950158
125303507,2,8,37.4117926,-121.9950144,9,0.03,150.5,215,234,318,-2,1,40,37.4117816,-121.9950158
125384682,2,8,37.4117930,-121.9950145,9,0.05,150.5,215,234,318,-5,0,34,37.4117816,-121.9950158
125484986,2,8,37.4117933,-121.9950145,9,0.13,150.5,215,234,318,-9,8,34,37.4117816,-121.9950158
125585018,2,8,37.4117936,-121.9950146,9,0.11,150.5,215,234,318,-8,-8,21,37.4117816,-121.9950158
125685472,2,8,37.4117938,-121.9950147,9,0.03,150.5,215,233,318,-2,-1,21,37.4117816,-121.9950158
125786438,2,8,37.4117939,-121.9950147,9,0.18,150.5,215,233,318,-14,12,17,37.4117816,-121.9950158
