t_ms,msp,motor,servo0,servo1,gyro_p,gyro_q,gyro_r,acc_x,acc_y,acc_z,qw,qx,qy,qz,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,tgtpos_n,tgtpos_e,tgtpos_d,rcData0,rcData1,rcData2,rcData3
217304.6970,3.0000,1507.0000,1477.0000,1523.0000,12.0000,-10.0000,20.0000,521.0000,-107.0000,1768.0000,-0.0929,0.1558,-0.0988,0.9784,135.5400,-20.8900,-81.0500,-15.7100,4.9500,-4.7600,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1534.0000
217321.1550,3.0000,1506.0000,1474.0000,1520.0000,5.0000,-10.0000,18.0000,572.0000,-74.0000,1857.0000,-0.0958,0.1569,-0.0985,0.9780,135.2300,-20.7800,-81.1400,-15.7100,4.9900,-4.7400,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217337.7630,3.0000,1506.0000,1472.0000,1518.0000,2.0000,-10.0000,10.0000,529.0000,-107.0000,2012.0000,-0.0978,0.1583,-0.0990,0.9775,134.9200,-20.6700,-81.2200,-15.6900,5.0300,-4.7400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1534.0000
217354.2080,3.0000,1507.0000,1466.0000,1514.0000,-8.0000,-8.0000,8.0000,534.0000,-171.0000,2063.0000,-0.0992,0.1596,-0.1002,0.9771,134.9200,-20.6700,-81.2200,-15.6900,5.0300,-4.7400,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1534.0000
217370.7940,3.0000,1506.0000,1465.0000,1513.0000,-10.0000,-7.0000,6.0000,555.0000,-212.0000,2081.0000,-0.0997,0.1608,-0.1024,0.9766,134.6300,-20.5600,-81.3000,-15.6700,5.0500,-4.7400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1533.0000
217387.4520,3.0000,1506.0000,1465.0000,1513.0000,-11.0000,-6.0000,2.0000,551.0000,-144.0000,2180.0000,-0.1000,0.1619,-0.1044,0.9762,134.3400,-20.4500,-81.3800,-15.6500,5.0800,-4.7600,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217403.9280,3.0000,1506.0000,1463.0000,1511.0000,-15.0000,-6.0000,-2.0000,540.0000,-61.0000,2233.0000,-0.0996,0.1633,-0.1062,0.9758,134.0400,-20.3300,-81.4600,-15.6200,5.1200,-4.7700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217420.5470,3.0000,1506.0000,1457.0000,1505.0000,-26.0000,-6.0000,-6.0000,550.0000,-83.0000,2152.0000,-0.0984,0.1650,-0.1089,0.9753,133.7300,-20.2100,-81.5500,-15.5900,5.1600,-4.7900,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217437.1290,3.0000,1506.0000,1455.0000,1503.0000,-28.0000,-5.0000,-9.0000,547.0000,-192.0000,2115.0000,-0.0965,0.1665,-0.1125,0.9748,133.7300,-20.2100,-81.5500,-15.5900,5.1600,-4.7900,0.0000,0.0000,-0.0000,1498.0000,1500.0000,1500.0000,1533.0000
217453.6920,3.0000,1506.0000,1457.0000,1507.0000,-23.0000,-3.0000,-13.0000,587.0000,-166.0000,2149.0000,-0.0943,0.1678,-0.1155,0.9745,133.4300,-20.1000,-81.6300,-15.5600,5.2000,-4.8000,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1533.0000
217470.1810,3.0000,1507.0000,1463.0000,1513.0000,-14.0000,-4.0000,-18.0000,540.0000,-75.0000,1941.0000,-0.0916,0.1689,-0.1172,0.9743,133.1400,-19.9800,-81.7200,-15.5300,5.2300,-4.8200,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1534.0000
217487.0840,3.0000,1507.0000,1466.0000,1516.0000,-9.0000,-4.0000,-24.0000,460.0000,-147.0000,1657.0000,-0.0882,0.1701,-0.1178,0.9744,132.8500,-19.8700,-81.8000,-15.4900,5.2600,-4.8100,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1534.0000
217503.5650,3.0000,1507.0000,1468.0000,1518.0000,-5.0000,-2.0000,-26.0000,500.0000,-189.0000,1564.0000,-0.0844,0.1714,-0.1174,0.9745,132.5500,-19.7500,-81.8800,-15.4700,5.3000,-4.7700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1534.0000
217520.1750,3.0000,1507.0000,1466.0000,1518.0000,-4.0000,-1.0000,-29.0000,483.0000,-213.0000,1634.0000,-0.0803,0.1724,-0.1165,0.9748,132.2500,-19.6200,-81.9700,-15.4500,5.3300,-4.7300,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1534.0000
217536.6700,3.0000,1506.0000,1465.0000,1519.0000,-3.0000,1.0000,-29.0000,470.0000,-161.0000,1881.0000,-0.0761,0.1729,-0.1153,0.9752,132.2500,-19.6200,-81.9700,-15.4500,5.3300,-4.7300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1533.0000
217553.2230,3.0000,1506.0000,1464.0000,1520.0000,-3.0000,3.0000,-27.0000,507.0000,-342.0000,2183.0000,-0.0719,0.1732,-0.1140,0.9756,131.9600,-19.5000,-82.0500,-15.4200,5.3700,-4.7100,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217569.9660,3.0000,1506.0000,1464.0000,1522.0000,0.0000,5.0000,-26.0000,518.0000,-366.0000,2308.0000,-0.0681,0.1731,-0.1131,0.9760,131.6700,-19.3800,-82.1300,-15.3700,5.3900,-4.7200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1533.0000
217586.8360,3.0000,1506.0000,1465.0000,1523.0000,0.0000,5.0000,-24.0000,565.0000,-419.0000,2289.0000,-0.0643,0.1727,-0.1123,0.9764,131.3900,-19.2700,-82.2100,-15.3200,5.4100,-4.7400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1534.0000
217603.4910,3.0000,1507.0000,1463.0000,1523.0000,0.0000,6.0000,-20.0000,555.0000,-553.0000,2241.0000,-0.0610,0.1723,-0.1117,0.9768,131.0900,-19.1400,-82.3000,-15.2800,5.4300,-4.7700,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1534.0000
217620.0780,3.0000,1506.0000,1466.0000,1524.0000,4.0000,5.0000,-15.0000,514.0000,-635.0000,2114.0000,-0.0584,0.1719,-0.1108,0.9771,131.0900,-19.1400,-82.3000,-15.2800,5.4300,-4.7700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217636.8140,3.0000,1506.0000,1468.0000,1526.0000,7.0000,5.0000,-9.0000,505.0000,-732.0000,2078.0000,-0.0567,0.1714,-0.1095,0.9774,130.8000,-19.0200,-82.3800,-15.2400,5.4400,-4.7900,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217653.8160,3.0000,1506.0000,1471.0000,1529.0000,6.0000,4.0000,0.0000,581.0000,-738.0000,2205.0000,-0.0562,0.1709,-0.1083,0.9777,130.5100,-18.8900,-82.4600,-15.2000,5.4300,-4.8000,0.0000,0.0000,-0.0000,1497.0000,1500.0000,1500.0000,1533.0000
217670.5750,3.0000,1506.0000,1469.0000,1525.0000,7.0000,2.0000,9.0000,623.0000,-698.0000,2344.0000,-0.0570,0.1704,-0.1074,0.9778,130.2200,-18.7700,-82.5500,-15.1600,5.4200,-4.8300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1533.0000
217687.3740,3.0000,1507.0000,1471.0000,1525.0000,9.0000,0.0000,16.0000,602.0000,-716.0000,2298.0000,-0.0590,0.1699,-0.1067,0.9779,129.9500,-18.6500,-82.6300,-15.1100,5.4100,-4.8700,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1534.0000
217704.0960,3.0000,1506.0000,1473.0000,1525.0000,9.0000,-2.0000,21.0000,563.0000,-629.0000,2140.0000,-0.0620,0.1696,-0.1056,0.9779,129.6600,-18.5300,-82.7100,-15.0800,5.4200,-4.9000,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217720.7960,3.0000,1507.0000,1474.0000,1526.0000,12.0000,-2.0000,25.0000,489.0000,-497.0000,2014.0000,-0.0657,0.1694,-0.1047,0.9778,129.6600,-18.5300,-82.7100,-15.0800,5.4200,-4.9000,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1534.0000
217737.6700,3.0000,1506.0000,1475.0000,1525.0000,14.0000,-4.0000,29.0000,484.0000,-433.0000,1894.0000,-0.0701,0.1694,-0.1039,0.9775,129.3700,-18.4000,-82.8000,-15.0400,5.4300,-4.9100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1533.0000
217754.1950,3.0000,1506.0000,1477.0000,1527.0000,16.0000,-4.0000,30.0000,464.0000,-461.0000,1792.0000,-0.0748,0.1694,-0.1030,0.9773,129.0800,-18.2800,-82.8800,-15.0100,5.4400,-4.9000,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217771.0060,3.0000,1506.0000,1477.0000,1527.0000,17.0000,-4.0000,29.0000,438.0000,-285.0000,1789.0000,-0.0797,0.1693,-0.1020,0.9770,128.8100,-18.1600,-82.9600,-14.9700,5.4500,-4.8900,0.0000,0.0000,-0.0000,1498.0000,1500.0000,1500.0000,1533.0000
217787.9650,3.0000,1506.0000,1476.0000,1526.0000,15.0000,-3.0000,29.0000,451.0000,-157.0000,1819.0000,-0.0846,0.1691,-0.1011,0.9767,128.5400,-18.0400,-83.0500,-14.9300,5.4800,-4.8700,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1533.0000
217804.7060,3.0000,1506.0000,1474.0000,1524.0000,9.0000,-4.0000,29.0000,465.0000,-147.0000,1866.0000,-0.0892,0.1693,-0.1004,0.9764,128.2500,-17.9100,-83.1300,-14.8900,5.5200,-4.8500,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1533.0000
217821.7410,3.0000,1506.0000,1469.0000,1519.0000,0.0000,-4.0000,29.0000,475.0000,-220.0000,2009.0000,-0.0937,0.1694,-0.1007,0.9759,128.2500,-17.9100,-83.1300,-14.8900,5.5200,-4.8500,0.0000,0.0000,-0.0000,1500.0000,1498.0000,1500.0000,1533.0000
217838.2890,3.0000,1506.0000,1464.0000,1514.0000,-9.0000,-3.0000,27.0000,498.0000,-203.0000,1999.0000,-0.0975,0.1696,-0.1024,0.9753,127.9700,-17.7800,-83.2100,-14.8600,5.5600,-4.8400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1533.0000
217855.1410,2.0000,1915.0000,1000.0000,1624.0000,-12.0000,-3.0000,24.0000,586.0000,-212.0000,2009.0000,-0.1009,0.1698,-0.1049,0.9747,127.6900,-17.6600,-83.3000,-14.8100,5.5900,-4.8400,0.0000,0.0000,-0.0000,1778.0000,1074.0000,1500.0000,2000.0000
217871.8760,2.0000,2000.0000,1000.0000,1649.0000,-13.0000,-4.0000,22.0000,556.0000,-257.0000,2063.0000,-0.1039,0.1702,-0.1074,0.9740,127.4100,-17.5300,-83.3800,-14.7800,5.6200,-4.8400,0.0000,0.0000,-0.0000,1778.0000,1074.0000,1500.0000,2000.0000
217888.9600,2.0000,2000.0000,1000.0000,1649.0000,-22.0000,-11.0000,21.0000,703.0000,-180.0000,1888.0000,-0.1063,0.1714,-0.1105,0.9732,127.1200,-17.4000,-83.4600,-14.7500,5.6600,-4.8500,0.0000,0.0000,-0.0000,1778.0000,1074.0000,1500.0000,2000.0000
217905.9280,2.0000,2000.0000,1000.0000,1649.0000,-23.0000,-27.0000,11.0000,1102.0000,-303.0000,1604.0000,-0.1081,0.1744,-0.1144,0.9720,126.8400,-17.2700,-83.5500,-14.7600,5.7000,-4.8400,0.0000,0.0000,-0.0000,1778.0000,1074.0000,1500.0000,2000.0000
217922.9580,2.0000,2000.0000,1000.0000,1649.0000,-10.0000,-51.0000,2.0000,1371.0000,-325.0000,1569.0000,-0.1091,0.1814,-0.1167,0.9704,126.8400,-17.2700,-83.5500,-14.7600,5.7000,-4.8400,0.0000,0.0000,-0.0000,1778.0000,1074.0000,1500.0000,2000.0000
217939.8020,2.0000,2000.0000,1000.0000,1649.0000,7.0000,-71.0000,-13.0000,1433.0000,39.0000,1655.0000,-0.1088,0.1911,-0.1161,0.9686,126.5600,-17.1300,-83.6200,-14.7900,5.7400,-4.8200,0.0000,0.0000,-0.0000,1778.0000,1074.0000,1500.0000,2000.0000
217956.6630,2.0000,2000.0000,1000.0000,1644.0000,25.0000,-95.0000,-23.0000,1383.0000,-469.0000,2144.0000,-0.1078,0.2044,-0.1120,0.9665,126.2900,-16.9900,-83.7000,-14.8200,5.8000,-4.7900,0.0000,0.0000,-0.0000,1782.0000,1075.0000,1500.0000,2000.0000
217973.1800,2.0000,2000.0000,1000.0000,1644.0000,38.0000,-106.0000,-29.0000,1515.0000,-500.0000,3227.0000,-0.1064,0.2191,-0.1053,0.9642,126.0400,-16.8600,-83.7700,-14.8000,5.8200,-4.8200,0.0000,0.0000,-0.0000,1782.0000,1075.0000,1500.0000,2000.0000
217990.2610,2.0000,2000.0000,1000.0000,1644.0000,52.0000,-121.0000,-33.0000,1696.0000,-568.0000,4210.0000,-0.1051,0.2354,-0.0961,0.9614,125.8100,-16.7300,-83.8300,-14.7200,5.8400,-4.9300,0.0000,0.0000,-0.0000,1782.0000,1075.0000,1500.0000,2000.0000
218006.9410,2.0000,2000.0000,1000.0000,1644.0000,54.0000,-124.0000,-31.0000,1793.0000,-729.0000,4980.0000,-0.1043,0.2523,-0.0854,0.9582,125.5400,-16.5800,-83.9000,-14.6500,5.8900,-5.1500,0.0000,0.0000,-0.0000,1782.0000,1075.0000,1500.0000,2000.0000
218023.6990,2.0000,2000.0000,1000.0000,1644.0000,50.0000,-130.0000,-32.0000,1777.0000,-1057.0000,5643.0000,-0.1036,0.2694,-0.0749,0.9545,125.5400,-16.5800,-83.9000,-14.6500,5.8900,-5.1500,0.0000,0.0000,-0.0000,1782.0000,1075.0000,1500.0000,2000.0000
218040.4790,2.0000,2000.0000,1000.0000,1644.0000,48.0000,-128.0000,-31.0000,2058.0000,-875.0000,6387.0000,-0.1030,0.2873,-0.0645,0.9501,125.2800,-16.4300,-83.9600,-14.5400,5.9000,-5.4200,0.0000,0.0000,-0.0000,1782.0000,1075.0000,1500.0000,2000.0000
218057.4010,2.0000,2000.0000,1000.0000,1648.0000,47.0000,-133.0000,-30.0000,2047.0000,-1058.0000,6690.0000,-0.1026,0.3054,-0.0543,0.9451,125.0300,-16.2900,-84.0200,-14.3700,5.8900,-5.7700,0.0000,0.0000,-0.0000,1778.0000,1075.0000,1500.0000,2000.0000
218074.5520,2.0000,2000.0000,1000.0000,1648.0000,49.0000,-131.0000,-30.0000,1927.0000,-1164.0000,6844.0000,-0.1026,0.3234,-0.0440,0.9396,124.8000,-16.1600,-84.0900,-14.1600,5.8600,-6.1400,0.0000,0.0000,-0.0000,1778.0000,1075.0000,1500.0000,2000.0000
218091.3940,2.0000,2000.0000,1000.0000,1648.0000,49.0000,-118.0000,-26.0000,2119.0000,-1222.0000,7478.0000,-0.1020,0.3401,-0.0341,0.9342,124.5200,-16.0000,-84.1700,-13.9900,5.8400,-6.5300,0.0000,0.0000,-0.0000,1778.0000,1075.0000,1500.0000,2000.0000
218108.3760,2.0000,2000.0000,1000.0000,1648.0000,50.0000,-103.0000,-23.0000,2319.0000,-1163.0000,7938.0000,-0.1018,0.3548,-0.0240,0.9291,124.2500,-15.8600,-84.2600,-13.7700,5.8100,-6.9800,0.0000,0.0000,-0.0000,1778.0000,1075.0000,1500.0000,2000.0000
218125.3420,2.0000,2000.0000,1000.0000,1648.0000,48.0000,-88.0000,-21.0000,2020.0000,-1306.0000,7509.0000,-0.1020,0.3672,-0.0149,0.9244,124.2500,-15.8600,-84.2600,-13.7700,5.8100,-6.9800,0.0000,0.0000,-0.0000,1778.0000,1075.0000,1500.0000,2000.0000
218142.2360,2.0000,2000.0000,1000.0000,1665.0000,44.0000,-70.0000,-18.0000,1830.0000,-1100.0000,6818.0000,-0.1024,0.3774,-0.0061,0.9203,124.0000,-15.7200,-84.3500,-13.5300,5.7400,-7.4300,0.0000,0.0000,-0.0000,1757.0000,1072.0000,1500.0000,2000.0000
218159.1890,2.0000,2000.0000,1000.0000,1672.0000,43.0000,-58.0000,-15.0000,1826.0000,-1100.0000,6400.0000,-0.1033,0.3852,0.0022,0.9170,123.7700,-15.5800,-84.4400,-13.3200,5.6700,-7.8000,0.0000,0.0000,-0.0000,1757.0000,1072.0000,1500.0000,2000.0000
218176.1710,2.0000,2000.0000,1000.0000,1672.0000,49.0000,-49.0000,-16.0000,1812.0000,-758.0000,5821.0000,-0.1046,0.3915,0.0105,0.9141,123.5500,-15.4600,-84.5500,-13.1400,5.5900,-8.1300,0.0000,0.0000,-0.0000,1757.0000,1072.0000,1500.0000,2000.0000
218193.0610,2.0000,2000.0000,1000.0000,1672.0000,45.0000,-46.0000,-15.0000,2033.0000,-944.0000,6073.0000,-0.1053,0.3972,0.0186,0.9115,123.2800,-15.3100,-84.6600,-12.9300,5.5600,-8.4100,0.0000,0.0000,-0.0000,1757.0000,1072.0000,1500.0000,2000.0000
218210.1260,2.0000,2000.0000,1000.0000,1672.0000,47.0000,-41.0000,-13.0000,1873.0000,-1063.0000,5650.0000,-0.1063,0.4026,0.0267,0.9088,123.0400,-15.1700,-84.7800,-12.7400,5.5000,-8.7000,0.0000,0.0000,-0.0000,1757.0000,1072.0000,1500.0000,2000.0000
218226.8140,2.0000,2000.0000,1000.0000,1672.0000,43.0000,-42.0000,-14.0000,1664.0000,-1245.0000,5024.0000,-0.1073,0.4072,0.0340,0.9064,123.0400,-15.1700,-84.7800,-12.7400,5.5000,-8.7000,0.0000,0.0000,-0.0000,1757.0000,1072.0000,1500.0000,2000.0000
218243.3990,2.0000,2000.0000,1000.0000,1672.0000,38.0000,-40.0000,-14.0000,1550.0000,-1037.0000,4432.0000,-0.1081,0.4120,0.0411,0.9038,122.8000,-15.0400,-84.9000,-12.5700,5.4100,-8.9500,0.0000,0.0000,-0.0000,1757.0000,1072.0000,1500.0000,2000.0000
218259.9790,2.0000,2000.0000,1000.0000,1655.0000,34.0000,-35.0000,-13.0000,1746.0000,-954.0000,4471.0000,-0.1089,0.4160,0.0476,0.9016,122.5800,-14.9100,-85.0200,-12.4600,5.3400,-9.1400,0.0000,0.0000,-0.0000,1772.0000,1074.0000,1500.0000,2000.0000
218276.7020,2.0000,2000.0000,1000.0000,1655.0000,31.0000,-34.0000,-15.0000,1796.0000,-722.0000,4344.0000,-0.1094,0.4200,0.0535,0.8993,122.3800,-14.7900,-85.1400,-12.3600,5.2800,-9.3300,0.0000,0.0000,-0.0000,1772.0000,1074.0000,1500.0000,2000.0000
218293.6050,2.0000,2000.0000,1000.0000,1655.0000,22.0000,-40.0000,-16.0000,1639.0000,-463.0000,3806.0000,-0.1090,0.4244,0.0585,0.8970,122.1900,-14.6800,-85.2600,-12.2700,5.2600,-9.4900,0.0000,0.0000,-0.0000,1772.0000,1074.0000,1500.0000,2000.0000
218310.4770,2.0000,2000.0000,1000.0000,1655.0000,22.0000,-50.0000,-21.0000,1782.0000,-242.0000,3955.0000,-0.1078,0.4299,0.0631,0.8942,122.0200,-14.5700,-85.3900,-12.2000,5.2600,-9.6300,0.0000,0.0000,-0.0000,1772.0000,1074.0000,1500.0000,2000.0000
218326.9390,2.0000,2000.0000,1000.0000,1655.0000,27.0000,-62.0000,-24.0000,1671.0000,-436.0000,3515.0000,-0.1064,0.4364,0.0686,0.8908,122.0200,-14.5700,-85.3900,-12.2000,5.2600,-9.6300,0.0000,0.0000,-0.0000,1772.0000,1074.0000,1500.0000,2000.0000
218343.6360,2.0000,2000.0000,1000.0000,1647.0000,37.0000,-74.0000,-30.0000,1644.0000,-582.0000,3464.0000,-0.1049,0.4443,0.0758,0.8865,121.8700,-14.4700,-85.5000,-12.1400,5.2600,-9.7500,0.0000,0.0000,-0.0000,1781.0000,1074.0000,1500.0000,2000.0000
218360.3240,2.0000,2000.0000,1000.0000,1646.0000,49.0000,-86.0000,-34.0000,1737.0000,-643.0000,3802.0000,-0.1032,0.4535,0.0848,0.8812,121.7300,-14.3700,-85.6200,-12.0900,5.2300,-9.8500,0.0000,0.0000,-0.0000,1781.0000,1074.0000,1500.0000,2000.0000
218377.2240,2.0000,2000.0000,1000.0000,1646.0000,55.0000,-97.0000,-40.0000,1771.0000,-591.0000,3871.0000,-0.1014,0.4642,0.0959,0.8747,121.6000,-14.2900,-85.7400,-12.0200,5.1900,-9.9300,0.0000,0.0000,-0.0000,1781.0000,1074.0000,1500.0000,2000.0000
218394.0880,2.0000,2000.0000,1000.0000,1646.0000,58.0000,-107.0000,-41.0000,1806.0000,-578.0000,4082.0000,-0.0990,0.4757,0.1077,0.8674,121.4800,-14.2100,-85.8600,-11.9400,5.1300,-10.0100,0.0000,0.0000,-0.0000,1781.0000,1074.0000,1500.0000,2000.0000
218410.8960,2.0000,2000.0000,1000.0000,1646.0000,59.0000,-121.0000,-41.0000,1781.0000,-732.0000,4377.0000,-0.0967,0.4887,0.1201,0.8587,121.4800,-14.2100,-85.8600,-11.9400,5.1300,-10.0100,0.0000,0.0000,-0.0000,1781.0000,1074.0000,1500.0000,2000.0000
218427.9040,2.0000,2000.0000,1000.0000,1646.0000,54.0000,-126.0000,-38.0000,1814.0000,-758.0000,4731.0000,-0.0946,0.5029,0.1328,0.8488,121.3700,-14.1300,-85.9800,-11.8300,5.0600,-10.1000,0.0000,0.0000,-0.0000,1781.0000,1074.0000,1500.0000,2000.0000
218444.6380,2.0000,2000.0000,1000.0000,1615.0000,49.0000,-131.0000,-35.0000,1798.0000,-662.0000,4797.0000,-0.0926,0.5170,0.1445,0.8386,121.2800,-14.0700,-86.1000,-11.6900,4.9500,-10.1800,0.0000,0.0000,-0.0000,1809.0000,1078.0000,1500.0000,2000.0000
218461.6620,2.0000,2000.0000,1000.0000,1614.0000,43.0000,-132.0000,-31.0000,1800.0000,-459.0000,4845.0000,-0.0908,0.5313,0.1554,0.8279,121.1900,-14.0100,-86.2200,-11.5400,4.8400,-10.2500,0.0000,0.0000,-0.0000,1809.0000,1078.0000,1500.0000,2000.0000
