time (us),GPS_fixType,GPS_numSat,GPS_coord[0],GPS_coord[1],GPS_altitude,GPS_speed (m/s),GPS_ground_course,GPS_hdop,GPS_eph,GPS_epv,GPS_velned[0],GPS_velned[1],GPS_velned[2],GPS_home_lat,GPS_home_lon
134506500,2,9,37.4117734,-121.9949238,3,0.04,4.3,185,134,256,1,-4,18,37.4117738,-121.9949229
134514299,2,9,37.4117734,-121.9949238,3,0.04,4.3,185,134,256,1,-4,18,37.4117738,-121.9949229
134529839,2,9,37.4117734,-121.9949239,4,0.08,4.3,185,134,256,5,-6,15,37.4117738,-121.9949229
134630237,2,9,37.4117733,-121.9949238,4,0.09,4.3,185,134,256,-6,-6,-3,37.4117738,-121.9949229
134730942,2,9,37.4117732,-121.9949238,4,0.06,4.3,185,134,256,2,-5,-2,37.4117738,-121.9949229
134831572,2,9,37.4117731,-121.9949239,4,0.12,4.3,185,134,256,8,-9,5,37.4117738,-121.9949229
134931819,2,9,37.4117731,-121.9949238,4,0.09,4.3,185,134,256,8,2,15,37.4117738,-121.9949229
135032365,2,9,37.4117732,-121.9949238,4,0.16,4.3,185,134,256,14,-7,14,37.4117738,-121.9949229
135133106,2,9,37.4117732,-121.9949239,4,0.13,4.3,185,134,256,4,-12,7,37.4117738,-121.9949229
135333622,2,9,37.4117731,-121.9949237,4,0.07,4.3,185,134,256,6,4,7,37.4117738,-121.9949229
135434637,2,9,37.4117731,-121.9949236,4,0.10,4.3,185,134,256,7,8,4,37.4117738,-121.9949229
135536113,2,9,37.4117731,-121.9949234,4,0.10,4.3,185,134,256,7,7,12,37.4117738,-121.9949229
135636218,2,9,37.4117730,-121.9949233,4,0.12,4.3,185,134,256,0,-12,27,37.4117738,-121.9949229
135736600,2,9,37.4117729,-121.9949232,4,0.11,4.3,185,134,256,2,-10,25,37.4117738,-121.9949229
135837941,2,9,37.4117728,-121.9949232,4,0.15,4.3,185,133,256,-2,-15,26,37.4117738,-121.9949229
135938593,2,9,37.4117727,-121.9949232,4,0.17,4.3,185,133,255,14,-10,26,37.4117738,-121.9949229
136120120,2,9,37.4117727,-121.9949230,4,0.09,4.3,185,133,255,9,-1,8,37.4117738,-121.9949229
136322162,2,9,37.4117726,-121.9949228,4,0.05,4.3,185,133,255,-5,0,9,37.4117738,-121.9949229
136423749,2,9,37.4117725,-121.9949227,4,0.03,4.3,185,133,255,-3,-1,5,37.4117738,-121.9949229
136524233,2,9,37.4117724,-121.9949228,4,0.11,4.3,185,133,255,-4,-10,3,37.4117738,-121.9949229
136625095,2,9,37.4117723,-121.9949226,4,0.13,4.3,185,133,256,-9,9,-7,37.4117738,-121.9949229
136646307,2,9,37.4117723,-121.9949226,4,0.13,4.3,185,133,256,-9,9,-7,37.4117738,-121.9949229
136725346,2,9,37.4117721,-121.9949225,4,0.05,4.3,185,133,256,-4,-2,-8,37.4117738,-121.9949229
