t_ms,msp,motor,servo0,servo1,gyro_p,gyro_q,gyro_r,acc_x,acc_y,acc_z,qw,qx,qy,qz,pos_n,pos_e,pos_d,vel_n,vel_e,vel_d,tgtpos_n,tgtpos_e,tgtpos_d,rcData0,rcData1,rcData2,rcData3
228016.4280,3.0000,1440.0000,1500.0000,1500.0000,-10.0000,14.0000,0.0000,338.0000,-141.0000,1361.0000,0.4553,0.0558,-0.1927,0.8674,132.5200,-45.5900,-91.1300,-15.2800,-6.4800,-3.9300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228033.0480,3.0000,1440.0000,1500.0000,1500.0000,-9.0000,15.0000,0.0000,306.0000,-127.0000,1302.0000,0.4558,0.0534,-0.1925,0.8674,132.2300,-45.7200,-91.2000,-15.2700,-6.5000,-3.8600,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228049.5470,3.0000,1440.0000,1500.0000,1500.0000,-10.0000,15.0000,0.0000,256.0000,-197.0000,1240.0000,0.4564,0.0508,-0.1924,0.8673,131.9100,-45.8600,-91.2800,-15.2800,-6.5200,-3.7900,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228066.2640,3.0000,1440.0000,1500.0000,1500.0000,-8.0000,16.0000,0.0000,341.0000,-151.0000,1225.0000,0.4568,0.0482,-0.1920,0.8672,131.9100,-45.8600,-91.2800,-15.2800,-6.5200,-3.7900,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228082.9100,3.0000,1440.0000,1500.0000,1500.0000,-9.0000,16.0000,0.0000,313.0000,-103.0000,1145.0000,0.4573,0.0455,-0.1916,0.8672,131.5900,-46.0000,-91.3500,-15.2800,-6.5500,-3.7200,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228099.4370,3.0000,1440.0000,1500.0000,1500.0000,-8.0000,17.0000,0.0000,352.0000,-43.0000,1137.0000,0.4579,0.0429,-0.1910,0.8672,131.2800,-46.1400,-91.4100,-15.2900,-6.5700,-3.6400,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228116.1360,3.0000,1440.0000,1500.0000,1500.0000,-7.0000,17.0000,0.0000,362.0000,-154.0000,1175.0000,0.4584,0.0401,-0.1903,0.8672,130.9800,-46.2800,-91.4800,-15.2900,-6.5900,-3.5600,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228132.6730,3.0000,1440.0000,1500.0000,1500.0000,-8.0000,18.0000,0.0000,365.0000,-180.0000,1171.0000,0.4588,0.0373,-0.1895,0.8673,130.6900,-46.4100,-91.5400,-15.2800,-6.6100,-3.4800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228149.3530,3.0000,1440.0000,1500.0000,1500.0000,-8.0000,17.0000,0.0000,323.0000,-189.0000,1175.0000,0.4593,0.0344,-0.1889,0.8673,130.6900,-46.4100,-91.5400,-15.2800,-6.6100,-3.4800,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228165.8730,3.0000,1440.0000,1500.0000,1500.0000,-8.0000,17.0000,1.0000,309.0000,-141.0000,1230.0000,0.4597,0.0316,-0.1881,0.8674,130.3700,-46.5600,-91.6100,-15.2800,-6.6500,-3.4100,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
228182.4000,3.0000,1440.0000,1500.0000,1500.0000,-9.0000,19.0000,1.0000,320.0000,-144.0000,1249.0000,0.4600,0.0286,-0.1875,0.8674,130.0600,-46.7000,-91.6700,-15.2800,-6.6800,-3.3300,0.0000,0.0000,-0.0000,1500.0000,1500.0000,1500.0000,1470.0000
