i,t_us,n_markers,emitter_x_native,emitter_y_native,emitter_x_m2,emitter_y_m2,deg_per_s,degraded
13676,11969307750,4,321.96,252.87,0.98,26.43,2.9,0
13678,11969314698,4,321.96,252.87,0.98,26.43,0.0,0
13680,11969321644,4,321.88,252.98,0.94,26.49,2.9,0
13682,11969328596,4,321.88,252.98,0.94,26.49,0.0,0
13684,11969335539,4,321.88,252.98,0.94,26.49,0.0,0
13686,11969342486,4,321.87,252.95,0.93,26.48,0.7,0
13688,11969349434,3,322.19,252.45,1.10,26.22,13.2,0
13690,11969356381,3,322.19,252.45,1.10,26.22,0.0,0
13692,11969363329,4,321.87,252.95,0.93,26.48,13.2,0
13694,11969370276,4,321.87,252.95,0.93,26.48,0.0,0
13696,11969377223,4,321.81,252.93,0.90,26.46,1.4,0
13698,11969384170,4,321.88,252.98,0.94,26.49,2.0,0
13700,11969391117,4,321.88,252.98,0.94,26.49,0.0,0
13702,11969398064,4,321.96,252.87,0.98,26.43,2.9,0
13704,11969405012,4,321.96,252.87,0.98,26.43,0.0,0
13706,11969411959,4,321.96,252.87,0.98,26.43,0.0,0
13708,11969418906,4,321.87,252.95,0.93,26.48,2.7,0
13710,11969425853,4,321.87,252.95,0.93,26.48,0.0,0
13712,11969432800,4,321.87,252.95,0.93,26.48,0.0,0
13714,11969439747,4,321.96,252.87,0.98,26.43,2.7,0
13716,11969446695,4,321.81,252.93,0.90,26.46,3.6,0
13718,11969453642,4,321.87,252.95,0.93,26.48,1.4,0
13720,11969460589,4,321.88,252.98,0.94,26.49,0.7,0
13722,11969467537,4,321.87,252.95,0.93,26.48,0.7,0
13724,11969474484,4,321.88,252.98,0.94,26.49,0.7,0
13726,11969481431,4,321.96,252.87,0.98,26.43,2.9,0
13728,11969488378,4,321.79,252.90,0.89,26.45,3.8,0
13730,11969495326,4,321.88,252.98,0.94,26.49,2.6,0
13732,11969502273,4,321.88,252.98,0.94,26.49,0.0,0
13734,11969509220,3,322.19,252.45,1.10,26.22,13.5,0
13736,11969516167,4,321.84,253.05,0.92,26.52,15.3,0
13738,11969523114,4,321.84,253.05,0.92,26.52,0.0,0
13740,11969530062,4,321.84,253.05,0.92,26.52,0.0,0
13742,11969537009,4,321.87,252.95,0.93,26.48,2.2,0
13744,11969543956,4,321.88,252.98,0.94,26.49,0.7,0
13746,11969550903,4,321.87,252.95,0.93,26.48,0.7,0
13748,11969557851,4,321.87,252.95,0.93,26.48,0.0,0
13750,11969564798,4,322.02,252.79,1.01,26.40,4.9,0
13752,11969571745,4,321.84,253.05,0.92,26.52,6.9,0
13754,11969578692,4,321.87,252.95,0.93,26.48,2.2,0
13756,11969585640,4,321.88,252.98,0.94,26.49,0.7,0
13758,11969592587,4,321.87,252.95,0.93,26.48,0.7,0
13760,11969599534,4,322.02,252.79,1.01,26.40,4.9,0
13762,11969606481,4,321.84,253.05,0.92,26.52,6.9,0
13764,11969613432,4,321.87,252.95,0.93,26.48,2.2,0
13766,11969620376,4,321.87,252.95,0.93,26.48,0.0,0
13768,11969627323,3,322.19,252.45,1.10,26.22,13.2,0
13770,11969634270,3,322.19,252.45,1.10,26.22,0.0,0
13772,11969641218,4,322.02,252.79,1.01,26.40,8.5,0
13774,11969648165,4,321.84,253.05,0.92,26.52,6.9,0
13776,11969655112,4,321.87,252.95,0.93,26.48,2.2,0
13778,11969662059,4,321.87,252.95,0.93,26.48,0.0,0
13780,11969669007,4,321.87,252.95,0.93,26.48,0.0,0
13782,11969675954,3,322.19,252.45,1.10,26.22,13.2,0
13784,11969682901,4,321.87,252.95,0.93,26.48,13.2,0
13786,11969689848,4,322.02,252.79,1.01,26.40,4.9,0
13788,11969696796,4,321.88,252.98,0.94,26.49,5.1,0
13790,11969703743,4,321.88,252.98,0.94,26.49,0.0,0
13792,11969710690,4,321.88,252.98,0.94,26.49,0.0,0
13794,11969717637,4,321.88,252.98,0.94,26.49,0.0,0
13796,11969724585,4,321.87,252.95,0.93,26.48,0.7,0
13798,11969731532,3,322.19,252.45,1.10,26.22,13.2,0
13800,11969738479,4,321.88,252.98,0.94,26.49,13.5,0
13802,11969745426,4,321.87,252.95,0.93,26.48,0.7,0
13804,11969752374,4,321.81,252.93,0.90,26.46,1.4,0
13806,11969759321,3,322.19,252.45,1.10,26.22,13.6,0
13808,11969766269,3,322.19,252.45,1.10,26.22,0.0,0
13810,11969773215,4,321.84,253.05,0.92,26.52,15.3,0
13812,11969780163,4,321.84,253.05,0.92,26.52,0.0,0
13814,11969787110,4,321.88,252.98,0.94,26.49,1.8,0
13816,11969794057,4,321.88,252.98,0.94,26.49,0.0,0
13818,11969801004,4,321.87,252.95,0.93,26.48,0.7,0
13820,11969807952,4,321.82,253.06,0.91,26.53,2.6,0
13822,11969814899,4,321.96,252.87,0.98,26.43,5.2,0
13824,11969821846,4,321.84,253.05,0.92,26.52,4.7,0
13826,11969828793,4,321.87,252.95,0.93,26.48,2.2,0
13828,11969835741,4,321.81,252.93,0.90,26.46,1.4,0
13830,11969842688,3,322.19,252.45,1.10,26.22,13.6,0
13832,11969849635,3,322.19,252.45,1.10,26.22,0.0,0
13834,11969856582,4,321.84,253.05,0.92,26.52,15.3,0
13836,11969863530,4,321.84,253.05,0.92,26.52,0.0,0
13838,11969870478,4,321.87,252.95,0.93,26.48,2.2,0
13840,11969877425,4,321.81,252.93,0.90,26.46,1.4,0
13842,11969884372,4,321.88,252.98,0.94,26.49,2.0,0
13844,11969891319,4,321.84,253.05,0.92,26.52,1.8,0
13846,11969898266,4,321.84,253.05,0.92,26.52,0.0,0
13848,11969905214,4,321.84,253.05,0.92,26.52,0.0,0
13850,11969912160,4,321.87,252.95,0.93,26.48,2.2,0
13852,11969919108,4,321.88,252.98,0.94,26.49,0.7,0
13854,11969926055,4,321.87,252.95,0.93,26.48,0.7,0
13856,11969933002,4,321.96,252.87,0.98,26.43,2.7,0
13858,11969939949,3,322.19,252.45,1.10,26.22,10.6,0
13860,11969946897,4,321.96,252.87,0.98,26.43,10.6,0
13862,11969953844,4,321.87,252.95,0.93,26.48,2.7,0
13864,11969960791,4,321.81,252.93,0.90,26.46,1.4,0
13866,11969967739,4,321.87,252.95,0.93,26.48,1.4,0
13868,11969974686,4,321.88,252.98,0.94,26.49,0.7,0
13870,11969981633,4,321.96,252.87,0.98,26.43,2.9,0
13872,11969988580,4,321.96,252.87,0.98,26.43,0.0,0
13874,11969995527,4,321.79,252.90,0.89,26.45,3.8,0
13876,11970002475,4,321.88,252.98,0.94,26.49,2.6,0
13878,11970009422,4,322.02,252.79,1.01,26.40,5.1,0
13880,11970016369,4,321.96,252.87,0.98,26.43,2.2,0
13882,11970023317,4,321.96,252.87,0.98,26.43,0.0,0
13884,11970030264,4,321.88,252.98,0.94,26.49,2.9,0
13886,11970037211,4,321.88,252.98,0.94,26.49,0.0,0
13888,11970044158,4,321.81,252.93,0.90,26.46,2.0,0
13890,11970051105,3,322.19,252.45,1.10,26.22,13.6,0
13892,11970058053,4,321.88,252.98,0.94,26.49,13.5,0
13894,11970065000,4,321.96,252.87,0.98,26.43,2.9,0
13896,11970071950,4,321.96,252.87,0.98,26.43,0.0,0
13898,11970078895,4,321.96,252.87,0.98,26.43,0.0,0
13900,11970085842,4,321.88,252.98,0.94,26.49,2.9,0
13902,11970092789,4,321.88,252.98,0.94,26.49,0.0,0
13904,11970099736,4,321.87,252.95,0.93,26.48,0.7,0
13906,11970106684,4,321.96,252.87,0.98,26.43,2.7,0
13908,11970113631,4,321.96,252.87,0.98,26.43,0.0,0
13910,11970120578,4,321.87,252.95,0.93,26.48,2.7,0
13912,11970127525,4,321.81,252.93,0.90,26.46,1.4,0
13914,11970134472,4,321.87,252.95,0.93,26.48,1.4,0
13916,11970141420,4,321.88,252.82,0.94,26.41,2.8,0
13918,11970148367,4,321.96,252.87,0.98,26.43,2.0,0
13920,11970155314,4,321.87,252.95,0.93,26.48,2.7,0
13922,11970162262,4,321.87,252.95,0.93,26.48,0.0,0
13924,11970169209,4,321.81,252.93,0.90,26.46,1.4,0
13926,11970176156,4,321.87,252.95,0.93,26.48,1.4,0
13928,11970183106,4,321.87,252.95,0.93,26.48,0.0,0
13930,11970190050,4,321.96,252.87,0.98,26.43,2.7,0
13932,11970196998,4,321.87,252.95,0.93,26.48,2.7,0
13934,11970203945,4,321.87,252.95,0.93,26.48,0.0,0
13936,11970210892,4,321.81,252.93,0.90,26.46,1.4,0
13938,11970217840,4,321.88,252.98,0.94,26.49,2.0,0
13940,11970224787,4,321.87,252.95,0.93,26.48,0.7,0
13942,11970231734,4,321.96,252.87,0.98,26.43,2.7,0
13944,11970238685,4,321.96,252.87,0.98,26.43,0.0,0
13946,11970245629,4,321.85,252.97,0.92,26.48,3.3,0
13948,11970252576,4,321.87,252.99,0.93,26.50,0.7,0
13950,11970259523,4,321.85,252.97,0.92,26.48,0.7,0
13952,11970266470,4,321.87,252.99,0.93,26.50,0.7,0
13954,11970273418,4,321.87,252.99,0.93,26.50,0.0,0
13956,11970280365,4,321.87,252.95,0.93,26.48,0.9,0
13958,11970287312,3,322.19,252.45,1.10,26.22,13.2,0
13960,11970294259,4,321.77,252.92,0.89,26.46,13.9,0
13962,11970301207,4,321.88,252.98,0.94,26.49,2.7,0
13964,11970308154,4,321.88,252.98,0.94,26.49,0.0,0
13966,11970315102,4,321.94,252.89,0.97,26.45,2.2,0
13968,11970322048,4,321.94,252.89,0.97,26.45,0.0,0
13970,11970328996,3,322.06,252.58,1.03,26.29,7.3,0
13972,11970335943,4,321.79,252.95,0.89,26.47,10.0,0
13974,11970342890,4,321.79,252.95,0.89,26.47,0.0,0
13976,11970349837,4,321.85,252.97,0.92,26.48,1.4,0
13978,11970356785,4,321.85,252.97,0.92,26.48,0.0,0
13980,11970363732,4,321.85,252.97,0.92,26.48,0.0,0
13982,11970370679,4,321.94,252.89,0.97,26.45,2.6,0
13984,11970377627,4,321.79,252.95,0.89,26.47,3.5,0
13986,11970384574,3,322.06,252.58,1.03,26.29,10.0,0
13988,11970391521,3,322.06,252.58,1.03,26.29,0.0,0
13990,11970398468,4,321.85,252.97,0.92,26.48,9.7,0
13992,11970405415,4,321.87,252.99,0.93,26.50,0.7,0
13994,11970412363,4,321.87,252.99,0.93,26.50,0.0,0
13996,11970419311,4,321.87,252.99,0.93,26.50,0.0,0
13998,11970426258,4,321.79,252.95,0.89,26.47,2.0,0
14000,11970433205,4,321.85,252.97,0.92,26.48,1.4,0
14002,11970440152,4,321.94,252.89,0.97,26.45,2.6,0
14004,11970447100,4,321.94,252.89,0.97,26.45,0.0,0
14006,11970454047,4,321.85,252.97,0.92,26.48,2.6,0
14008,11970460993,4,321.79,252.95,0.89,26.47,1.4,0
14010,11970467941,4,321.87,252.99,0.93,26.50,2.0,0
14012,11970474888,4,321.94,252.89,0.97,26.45,2.7,0
14014,11970481835,4,321.85,252.97,0.92,26.48,2.6,0
14016,11970488782,3,322.06,252.58,1.03,26.29,9.7,0
14018,11970495730,4,321.85,252.97,0.92,26.48,9.7,0
14020,11970502677,4,321.77,252.92,0.89,26.46,2.0,0
14022,11970509624,4,321.87,252.99,0.93,26.50,2.6,0
14024,11970516571,4,321.87,252.99,0.93,26.50,0.0,0
14026,11970523519,3,322.06,252.58,1.03,26.29,10.0,0
14028,11970530466,4,321.85,252.97,0.92,26.48,9.7,0
14030,11970537413,4,321.85,252.97,0.92,26.48,0.0,0
14032,11970544360,4,321.79,252.95,0.89,26.47,1.4,0
14034,11970551308,3,322.06,252.58,1.03,26.29,10.0,0
14036,11970558255,4,321.94,252.89,0.97,26.45,7.3,0
14038,11970565202,4,321.82,253.06,0.91,26.53,4.6,0
14040,11970572149,4,322.00,252.82,1.00,26.41,6.7,0
14042,11970579097,4,321.94,252.89,0.97,26.45,2.1,0
14044,11970586044,3,322.07,252.42,1.04,26.21,10.6,0
14046,11970592991,4,321.85,252.97,0.92,26.48,12.9,0
14048,11970599938,4,322.00,252.82,1.00,26.41,4.7,0
14050,11970606886,4,321.94,252.89,0.97,26.45,2.1,0
14052,11970613833,4,321.82,253.06,0.91,26.53,4.6,0
14054,11970620780,4,321.87,252.99,0.93,26.50,1.8,0
14056,11970627728,4,321.87,252.99,0.93,26.50,0.0,0
14058,11970634675,4,321.87,252.99,0.93,26.50,0.0,0
14060,11970641623,4,321.82,253.06,0.91,26.53,1.8,0
14062,11970648570,4,321.82,253.06,0.91,26.53,0.0,0
14064,11970655517,4,321.94,252.89,0.97,26.45,4.6,0
14066,11970662464,3,322.06,252.58,1.03,26.29,7.3,0
14068,11970669411,4,321.79,252.95,0.89,26.47,10.0,0
14070,11970676358,4,321.77,252.92,0.89,26.46,0.7,0
14072,11970683306,3,322.06,252.58,1.03,26.29,9.8,0
14074,11970690253,4,321.85,252.97,0.92,26.48,9.7,0
14076,11970697200,4,321.82,253.06,0.91,26.53,2.2,0
14078,11970704147,3,322.06,252.58,1.03,26.29,11.8,0
14080,11970711095,4,321.85,252.97,0.92,26.48,9.7,0
14082,11970718042,4,321.87,252.99,0.93,26.50,0.7,0
14084,11970724989,4,321.87,252.99,0.93,26.50,0.0,0
14086,11970731936,3,322.06,252.58,1.03,26.29,10.0,0
14088,11970738883,4,321.82,253.06,0.91,26.53,11.8,0
14090,11970745831,3,322.06,252.58,1.03,26.29,11.8,0
14092,11970752781,3,322.06,252.58,1.03,26.29,0.0,0
14094,11970759725,4,321.87,252.99,0.93,26.50,10.0,0
14096,11970766673,4,321.87,252.99,0.93,26.50,0.0,0
14098,11970773620,4,321.82,253.06,0.91,26.53,1.8,0
14100,11970780567,4,321.82,253.06,0.91,26.53,0.0,0
14102,11970787514,4,321.82,253.06,0.91,26.53,0.0,0
14104,11970794461,4,321.87,252.99,0.93,26.50,1.8,0
14106,11970801409,4,321.85,252.97,0.92,26.48,0.7,0
14108,11970808358,4,321.82,253.06,0.91,26.53,2.2,0
14110,11970815303,4,321.82,253.06,0.91,26.53,0.0,0
14112,11970822251,3,322.06,252.58,1.03,26.29,11.8,0
14114,11970829198,3,322.06,252.58,1.03,26.29,0.0,0
14116,11970836145,3,322.06,252.58,1.03,26.29,0.0,0
14118,11970843093,4,321.85,252.97,0.92,26.48,9.7,0
14120,11970850040,3,322.06,252.58,1.03,26.29,9.7,0
14122,11970856987,4,321.82,253.06,0.91,26.53,11.8,0
14124,11970863940,4,321.82,253.06,0.91,26.53,0.0,0
14126,11970870882,3,322.06,252.58,1.03,26.29,11.8,0
14128,11970877830,4,321.87,252.99,0.93,26.50,10.0,0
14130,11970884776,4,321.87,252.99,0.93,26.50,0.0,0
14132,11970891723,4,321.82,253.06,0.91,26.53,1.8,0
14134,11970898671,4,321.82,253.06,0.91,26.53,0.0,0
14136,11970905618,4,321.82,253.06,0.91,26.53,0.0,0
14138,11970912566,3,322.06,252.58,1.03,26.29,11.8,0
14140,11970919513,3,322.06,252.58,1.03,26.29,0.0,0
14142,11970926460,4,321.85,252.97,0.92,26.48,9.7,0
14144,11970933407,4,321.82,253.06,0.91,26.53,2.2,0
14146,11970940355,4,321.82,253.06,0.91,26.53,0.0,0
14148,11970947302,4,321.82,253.06,0.91,26.53,0.0,0
14150,11970954249,3,322.06,252.58,1.03,26.29,11.8,0
14152,11970961196,3,322.06,252.58,1.03,26.29,0.0,0
14154,11970968144,3,322.07,252.42,1.04,26.21,3.5,0
14156,11970975091,3,322.06,252.58,1.03,26.29,3.5,0
14158,11970982038,4,321.87,252.99,0.93,26.50,10.0,0
14160,11970988986,4,321.82,253.06,0.91,26.53,1.8,0
14162,11970995933,3,322.06,252.58,1.03,26.29,11.8,0
14164,11971002880,4,321.87,252.99,0.93,26.50,10.0,0
14166,11971009827,4,321.87,252.99,0.93,26.50,0.0,0
14168,11971016775,4,321.82,253.06,0.91,26.53,1.8,0
14170,11971023722,4,321.82,253.06,0.91,26.53,0.0,0
14172,11971030668,4,321.82,253.06,0.91,26.53,0.0,0
14174,11971037616,4,321.85,252.97,0.92,26.48,2.2,0
14176,11971044564,4,321.87,252.99,0.93,26.50,0.7,0
14178,11971051510,3,322.06,252.58,1.03,26.29,10.0,0
14180,11971058458,4,321.87,252.99,0.93,26.50,10.0,0
14182,11971065407,4,321.82,253.06,0.91,26.53,1.8,0
14184,11971072352,4,322.00,252.82,1.00,26.41,6.7,0
14186,11971079300,3,322.06,252.58,1.03,26.29,5.3,0
14188,11971086247,3,322.06,252.58,1.03,26.29,0.0,0
14190,11971093195,3,322.06,252.58,1.03,26.29,0.0,0
14192,11971100141,3,322.06,252.58,1.03,26.29,0.0,0
14194,11971107088,4,321.94,252.89,0.97,26.45,7.3,0
14196,11971114037,4,321.85,252.97,0.92,26.48,2.6,0
14198,11971120983,3,322.06,252.58,1.03,26.29,9.7,0
14200,11971127931,4,321.87,252.99,0.93,26.50,10.0,0
14202,11971134877,4,321.79,252.95,0.89,26.47,2.0,0
14204,11971141825,4,321.82,253.06,0.91,26.53,2.7,0
14206,11971148772,4,321.87,252.99,0.93,26.50,1.8,0
14208,11971155720,4,321.94,252.89,0.97,26.45,2.7,0
14210,11971162666,4,321.87,252.99,0.93,26.50,2.7,0
14212,11971169614,3,322.06,252.58,1.03,26.29,10.0,0
14214,11971176561,4,321.77,252.92,0.89,26.46,9.8,0
14216,11971183509,3,322.06,252.58,1.03,26.29,9.8,0
14218,11971190456,4,321.82,253.06,0.91,26.53,11.8,0
14220,11971197403,3,322.06,252.58,1.03,26.29,11.8,0
14222,11971204350,4,321.85,252.97,0.92,26.48,9.7,0
14224,11971211297,4,321.87,252.99,0.93,26.50,0.7,0
14226,11971218245,4,321.87,252.99,0.93,26.50,0.0,0
14228,11971225192,4,321.82,253.06,0.91,26.53,1.8,0
14230,11971232139,4,321.82,253.06,0.91,26.53,0.0,0
14232,11971239086,4,321.94,252.89,0.97,26.45,4.6,0
14234,11971246033,4,321.94,252.89,0.97,26.45,0.0,0
14236,11971252981,4,321.79,252.95,0.89,26.47,3.5,0
14238,11971259928,4,321.85,252.97,0.92,26.48,1.4,0
14240,11971266875,3,322.06,252.58,1.03,26.29,9.7,0
14242,11971273823,4,321.82,253.06,0.91,26.53,11.8,0
14244,11971280770,4,321.94,252.89,0.97,26.45,4.6,0
14246,11971287717,4,321.94,252.89,0.97,26.45,0.0,0
14248,11971294664,4,321.87,252.99,0.93,26.50,2.7,0
14250,11971301612,4,321.79,252.95,0.89,26.47,2.0,0
14252,11971308559,4,321.94,252.89,0.97,26.45,3.5,0
14254,11971315506,4,321.94,252.89,0.97,26.45,0.0,0
14256,11971322453,4,321.87,252.99,0.93,26.50,2.7,0
14258,11971329401,4,321.87,252.99,0.93,26.50,0.0,0
14260,11971336349,4,321.87,252.99,0.93,26.50,0.0,0
14262,11971343296,4,321.79,252.95,0.89,26.47,2.0,0
14264,11971350243,4,321.94,252.89,0.97,26.45,3.5,0
14266,11971357189,4,321.82,253.06,0.91,26.53,4.6,0
14268,11971364137,4,321.94,252.89,0.97,26.45,4.6,0
14270,11971371084,4,321.85,252.97,0.92,26.48,2.6,0
14272,11971378032,4,321.79,252.95,0.89,26.47,1.4,0
14274,11971384979,4,321.79,252.95,0.89,26.47,0.0,0
14276,11971391927,4,321.94,252.89,0.97,26.45,3.5,0
14278,11971398874,3,322.06,252.58,1.03,26.29,7.3,0
14280,11971405821,4,321.87,252.99,0.93,26.50,10.0,0
14282,11971412768,4,321.85,252.97,0.92,26.48,0.7,0
14284,11971419715,4,321.87,252.99,0.93,26.50,0.7,0
14286,11971426662,4,321.79,252.95,0.89,26.47,2.0,0
14288,11971433612,4,321.87,252.99,0.93,26.50,2.0,0
14290,11971440557,4,321.94,252.89,0.97,26.45,2.7,0
14292,11971447505,4,321.94,252.89,0.97,26.45,0.0,0
14294,11971454452,4,321.86,252.85,0.93,26.42,2.0,0
14296,11971461399,4,321.77,252.92,0.89,26.46,2.5,0
14298,11971468346,4,321.79,252.95,0.89,26.47,0.7,0
14300,11971475292,4,321.94,252.89,0.97,26.45,3.5,0
14302,11971482240,4,321.94,252.89,0.97,26.45,0.0,0
14304,11971489187,4,321.94,252.89,0.97,26.45,0.0,0
14306,11971496134,4,321.77,252.92,0.89,26.46,3.7,0
14308,11971503081,4,321.87,252.99,0.93,26.50,2.6,0
14310,11971510029,4,321.85,252.97,0.92,26.48,0.7,0
14312,11971516976,3,322.06,252.58,1.03,26.29,9.7,0
14314,11971523923,4,321.94,252.89,0.97,26.45,7.3,0
14316,11971530870,4,321.94,252.89,0.97,26.45,0.0,0
14318,11971537818,4,321.77,252.92,0.89,26.46,3.7,0
14320,11971544765,4,321.85,252.97,0.92,26.48,2.0,0
14322,11971551713,4,321.85,252.97,0.92,26.48,0.0,0
14324,11971558660,4,321.94,252.89,0.97,26.45,2.6,0
14326,11971565609,4,321.85,252.97,0.92,26.48,2.6,0
14328,11971572555,4,321.94,252.89,0.97,26.45,2.6,0
14330,11971579502,3,322.06,252.58,1.03,26.29,7.3,0
14332,11971586449,4,321.87,252.99,0.93,26.50,10.0,0
14334,11971593397,4,321.77,252.92,0.89,26.46,2.6,0
14336,11971600343,4,321.85,252.97,0.92,26.48,2.0,0
14338,11971607291,4,321.85,252.97,0.92,26.48,0.0,0
14340,11971614238,4,321.85,252.97,0.92,26.48,0.0,0
14342,11971621185,4,321.85,252.97,0.92,26.48,0.0,0
14344,11971628132,4,321.94,252.89,0.97,26.45,2.6,0
14346,11971635080,4,321.79,252.95,0.89,26.47,3.5,0
14348,11971642027,4,321.85,252.97,0.92,26.48,1.4,0
14350,11971648974,4,321.94,252.89,0.97,26.45,2.6,0
14352,11971655921,4,321.94,252.89,0.97,26.45,0.0,0
14354,11971662873,4,321.79,252.95,0.89,26.47,3.5,0
14356,11971669816,4,321.86,252.85,0.93,26.42,2.6,0
14358,11971676763,4,321.79,252.95,0.89,26.47,2.6,0
14360,11971683711,3,322.06,252.58,1.03,26.29,10.0,0
14362,11971690659,4,321.94,252.89,0.97,26.45,7.3,0
14364,11971697606,4,321.94,252.89,0.97,26.45,0.0,0
14366,11971704553,4,321.87,252.99,0.93,26.50,2.7,0
14368,11971711500,4,321.77,252.92,0.89,26.46,2.6,0
14370,11971718447,4,321.87,252.99,0.93,26.50,2.6,0
14372,11971725394,4,321.85,252.97,0.92,26.48,0.7,0
14374,11971732341,4,321.94,252.89,0.97,26.45,2.6,0
14376,11971739288,4,321.94,252.89,0.97,26.45,0.0,0
14378,11971746237,4,321.86,252.85,0.93,26.42,2.0,0
14380,11971753183,4,321.85,252.97,0.92,26.48,2.6,0
14382,11971760131,4,321.77,252.92,0.89,26.46,2.0,0
14384,11971767078,3,322.06,252.58,1.03,26.29,9.8,0
14386,11971774024,4,321.94,252.89,0.97,26.45,7.3,0
14388,11971780971,4,321.94,252.89,0.97,26.45,0.0,0
14390,11971787919,3,322.06,252.58,1.03,26.29,7.3,0
14392,11971794866,3,322.06,252.58,1.03,26.29,0.0,0
14394,11971801813,4,321.79,252.95,0.89,26.47,10.0,0
14396,11971808760,3,322.06,252.58,1.03,26.29,10.0,0
14398,11971815708,4,321.82,253.06,0.91,26.53,11.8,0
14400,11971822655,4,321.94,252.89,0.97,26.45,4.6,0
14402,11971829602,3,322.06,252.58,1.03,26.29,7.3,0
14404,11971836550,4,321.87,252.99,0.93,26.50,10.0,0
14406,11971843498,4,321.79,252.95,0.89,26.47,2.0,0
14408,11971850445,3,322.06,252.58,1.03,26.29,10.0,0
14410,11971857392,3,322.06,252.58,1.03,26.29,0.0,0
14412,11971864342,4,321.94,252.89,0.97,26.45,7.3,0
14414,11971871287,4,321.79,252.95,0.89,26.47,3.5,0
14416,11971878234,4,321.82,253.06,0.91,26.53,2.7,0
14418,11971885181,4,321.77,252.92,0.89,26.46,3.3,0
14420,11971892128,3,322.06,252.58,1.03,26.29,9.8,0
14422,11971899075,3,322.06,252.58,1.03,26.29,0.0,0
14424,11971906023,4,321.82,253.06,0.91,26.53,11.8,0
14426,11971912970,5,321.82,253.06,0.91,26.53,0.0,0
14428,11971919917,4,321.82,253.06,0.91,26.53,0.0,0
14430,11971926864,4,321.79,252.95,0.89,26.47,2.7,0
14432,11971933812,3,322.06,252.58,1.03,26.29,10.0,0
14434,11971940759,3,322.06,252.58,1.03,26.29,0.0,0
14436,11971947710,3,322.06,252.58,1.03,26.29,0.0,0
14438,11971954653,4,321.87,252.99,0.93,26.50,10.0,0
14440,11971961601,3,322.06,252.58,1.03,26.29,10.0,0
14442,11971968550,4,321.85,252.97,0.92,26.48,9.7,0
14444,11971975496,3,322.06,252.58,1.03,26.29,9.7,0
14446,11971982443,4,321.82,253.06,0.91,26.53,11.8,0
14448,11971989390,4,321.82,253.06,0.91,26.53,0.0,0
14450,11971996337,3,322.06,252.58,1.03,26.29,11.8,0
14452,11972003284,3,322.06,252.58,1.03,26.29,0.0,0
14454,11972010231,4,321.87,252.99,0.93,26.50,10.0,0
14456,11972017179,3,322.06,252.58,1.03,26.29,10.0,0
14458,11972024127,3,322.06,252.58,1.03,26.29,0.0,0
14460,11972031073,4,321.82,253.06,0.91,26.53,11.8,0
14462,11972038021,4,321.87,252.99,0.93,26.50,1.8,0
14464,11972044968,4,321.87,252.99,0.93,26.50,0.0,0
14466,11972051915,4,321.87,252.99,0.93,26.50,0.0,0
14468,11972058866,3,322.06,252.58,1.03,26.29,10.0,0
14470,11972065810,3,322.06,252.58,1.03,26.29,0.0,0
14472,11972072757,3,322.06,252.58,1.03,26.29,0.0,0
14474,11972079705,4,321.82,253.06,0.91,26.53,11.8,0
14476,11972086651,3,322.06,252.58,1.03,26.29,11.8,0
14478,11972093599,4,321.87,252.99,0.93,26.50,10.0,0
14480,11972100546,3,322.06,252.58,1.03,26.29,10.0,0
14482,11972107493,3,322.06,252.58,1.03,26.29,0.0,0
14484,11972114440,4,321.82,253.06,0.91,26.53,11.8,0
14486,11972121387,4,321.82,253.06,0.91,26.53,0.0,0
14488,11972128334,3,322.06,252.58,1.03,26.29,11.8,0
14490,11972135283,4,321.75,253.02,0.87,26.51,11.8,0
14492,11972142230,3,322.06,252.58,1.03,26.29,11.8,0
14494,11972149177,4,321.87,252.99,0.93,26.50,10.0,0
14496,11972156124,4,321.82,253.06,0.91,26.53,1.8,0
14498,11972163071,4,321.87,252.99,0.93,26.50,1.8,0
14500,11972170018,3,322.06,252.58,1.03,26.29,10.0,0
14502,11972176965,4,321.79,252.95,0.89,26.47,10.0,0
14504,11972183912,3,322.07,252.42,1.04,26.21,13.0,0
14506,11972190859,4,321.82,253.06,0.91,26.53,15.0,0
14508,11972197807,3,322.06,252.58,1.03,26.29,11.8,0
14510,11972204754,4,321.82,253.06,0.91,26.53,11.8,0
14512,11972211701,3,322.06,252.58,1.03,26.29,11.8,0
14514,11972218648,4,321.77,252.92,0.89,26.46,9.8,0
14516,11972225596,3,322.06,252.58,1.03,26.29,9.8,0
14518,11972232543,3,322.06,252.58,1.03,26.29,0.0,0
14520,11972239490,3,322.06,252.58,1.03,26.29,0.0,0
14522,11972246437,3,322.06,252.58,1.03,26.29,0.0,0
14524,11972253385,3,322.06,252.58,1.03,26.29,0.0,0
14526,11972260332,4,321.87,252.99,0.93,26.50,10.0,0
14528,11972267279,3,322.06,252.58,1.03,26.29,10.0,0
14530,11972274226,3,322.06,252.58,1.03,26.29,0.0,0
14532,11972281174,4,321.82,253.06,0.91,26.53,11.8,0
14534,11972288124,4,321.87,252.99,0.93,26.50,1.8,0
14536,11972295068,4,321.87,252.99,0.93,26.50,0.0,0
14538,11972302015,4,321.87,252.99,0.93,26.50,0.0,0
14540,11972308963,3,322.07,252.42,1.04,26.21,13.3,0
14542,11972315910,3,322.06,252.58,1.03,26.29,3.5,0
14544,11972322857,3,322.06,252.58,1.03,26.29,0.0,0
