i,t_us,n_markers,emitter_x_native,emitter_y_native,emitter_x_m2,emitter_y_m2,deg_per_s,degraded
2,11921809387,4,311.00,228.00,-4.50,14.00,,0
4,11921816334,4,311.00,228.00,-4.50,14.00,0.0,0
6,11921823281,4,311.14,227.86,-4.43,13.93,4.3,0
8,11921830228,4,311.10,228.03,-4.45,14.02,3.9,0
10,11921837176,4,311.09,227.95,-4.46,13.97,1.8,0
12,11921844123,4,311.00,228.00,-4.50,14.00,2.3,0
14,11921851071,4,311.09,227.95,-4.46,13.97,2.3,0
16,11921858018,4,311.00,228.00,-4.50,14.00,2.3,0
18,11921864965,4,311.00,228.00,-4.50,14.00,0.0,0
20,11921871912,4,311.14,227.86,-4.43,13.93,4.3,0
22,11921878863,4,311.09,227.95,-4.46,13.97,2.2,0
24,11921885807,4,311.09,227.95,-4.46,13.97,0.0,0
26,11921892754,4,311.09,227.95,-4.46,13.97,0.0,0
28,11921899701,4,311.09,227.95,-4.46,13.97,0.0,0
30,11921906649,4,311.14,227.86,-4.43,13.93,2.2,0
32,11921913596,4,311.10,228.03,-4.45,14.02,3.9,0
34,11921920544,4,311.09,227.95,-4.46,13.97,1.8,0
36,11921927492,4,311.09,227.95,-4.46,13.97,0.0,0
38,11921934438,4,311.09,227.95,-4.46,13.97,0.0,0
40,11921941386,4,311.00,228.00,-4.50,14.00,2.3,0
42,11921948332,4,311.00,228.00,-4.50,14.00,0.0,0
44,11921955281,4,311.14,227.86,-4.43,13.93,4.3,0
46,11921962227,4,311.09,227.95,-4.46,13.97,2.2,0
48,11921969174,4,311.09,227.95,-4.46,13.97,0.0,0
50,11921976121,4,311.09,227.95,-4.46,13.97,0.0,0
52,11921983070,4,311.09,227.95,-4.46,13.97,0.0,0
54,11921990016,4,311.09,227.95,-4.46,13.97,0.0,0
56,11921996963,4,311.09,227.95,-4.46,13.97,0.0,0
58,11922003911,4,311.09,227.95,-4.46,13.97,0.0,0
60,11922010858,4,311.09,227.95,-4.46,13.97,0.0,0
62,11922017805,4,311.09,227.95,-4.46,13.97,0.0,0
64,11922024752,4,311.09,227.95,-4.46,13.97,0.0,0
66,11922031699,4,311.14,227.86,-4.43,13.93,2.2,0
68,11922038648,4,311.09,227.95,-4.46,13.97,2.2,0
70,11922045594,4,311.09,227.95,-4.46,13.97,0.0,0
72,11922052541,4,311.09,227.95,-4.46,13.97,0.0,0
74,11922059488,4,311.09,227.95,-4.46,13.97,0.0,0
76,11922066435,4,311.09,227.95,-4.46,13.97,0.0,0
78,11922073383,4,311.09,227.95,-4.46,13.97,0.0,0
80,11922080330,4,311.06,227.98,-4.47,13.99,0.9,0
82,11922087277,4,311.09,227.95,-4.46,13.97,0.9,0
84,11922094225,4,311.09,227.95,-4.46,13.97,0.0,0
86,11922101171,4,311.00,228.00,-4.50,14.00,2.3,0
88,11922108119,4,311.09,227.95,-4.46,13.97,2.3,0
90,11922115066,4,311.09,227.95,-4.46,13.97,0.0,0
92,11922122014,4,311.10,228.03,-4.45,14.02,1.8,0
94,11922128960,4,311.14,227.86,-4.43,13.93,3.9,0
96,11922135909,4,311.00,228.00,-4.50,14.00,4.3,0
98,11922142855,4,311.00,228.00,-4.50,14.00,0.0,0
100,11922149802,3,311.11,227.92,-4.44,13.96,3.0,0
102,11922156758,4,311.00,228.00,-4.50,14.00,3.0,0
104,11922163697,4,311.09,227.95,-4.46,13.97,2.3,0
106,11922170644,4,311.09,227.95,-4.46,13.97,0.0,0
108,11922177591,4,311.00,228.00,-4.50,14.00,2.3,0
110,11922184538,4,311.09,227.95,-4.46,13.97,2.3,0
112,11922191487,4,311.00,228.00,-4.50,14.00,2.3,0
114,11922198433,4,311.00,228.00,-4.50,14.00,0.0,0
116,11922205380,4,311.09,227.95,-4.46,13.97,2.3,0
118,11922212329,4,311.00,228.00,-4.50,14.00,2.3,0
120,11922219275,4,311.00,228.00,-4.50,14.00,0.0,0
122,11922226222,4,311.00,228.00,-4.50,14.00,0.0,0
124,11922233169,3,311.00,228.00,-4.50,14.00,0.0,0
126,11922240116,4,311.05,227.91,-4.48,13.95,2.2,0
128,11922247065,4,311.09,227.95,-4.46,13.97,1.3,0
130,11922254011,4,311.09,227.95,-4.46,13.97,0.0,0
132,11922260960,4,311.00,228.00,-4.50,14.00,2.3,0
134,11922267905,4,311.00,228.00,-4.50,14.00,0.0,0
136,11922274853,4,311.00,228.00,-4.50,14.00,0.0,0
138,11922281800,4,311.09,227.95,-4.46,13.97,2.3,0
140,11922288748,4,311.09,227.95,-4.46,13.97,0.0,0
142,11922295695,4,311.00,228.00,-4.50,14.00,2.3,0
144,11922302642,4,311.00,228.00,-4.50,14.00,0.0,0
146,11922309590,4,311.00,228.00,-4.50,14.00,0.0,0
148,11922316536,4,311.00,228.00,-4.50,14.00,0.0,0
150,11922323484,4,311.05,227.91,-4.48,13.95,2.2,0
152,11922330431,4,311.14,227.86,-4.43,13.93,2.3,0
154,11922337378,4,311.00,228.00,-4.50,14.00,4.3,0
156,11922344325,4,311.00,228.00,-4.50,14.00,0.0,0
158,11922351273,4,311.00,228.00,-4.50,14.00,0.0,0
160,11922358220,4,311.00,228.00,-4.50,14.00,0.0,0
162,11922365168,4,311.05,227.91,-4.48,13.95,2.2,0
164,11922372115,4,311.05,227.91,-4.48,13.95,0.0,0
166,11922379063,4,311.09,227.95,-4.46,13.97,1.3,0
168,11922386009,4,311.09,227.95,-4.46,13.97,0.0,0
170,11922392956,4,311.00,228.00,-4.50,14.00,2.3,0
172,11922399903,3,311.00,228.00,-4.50,14.00,0.0,0
174,11922406850,4,311.09,227.95,-4.46,13.97,2.3,0
176,11922413798,4,311.09,227.95,-4.46,13.97,0.0,0
178,11922420745,4,311.09,227.95,-4.46,13.97,0.0,0
180,11922427692,4,311.09,227.95,-4.46,13.97,0.0,0
182,11922434640,4,311.09,227.95,-4.46,13.97,0.0,0
184,11922441588,4,311.14,227.86,-4.43,13.93,2.2,0
186,11922448534,4,311.14,227.86,-4.43,13.93,0.0,0
188,11922455481,4,311.14,227.86,-4.43,13.93,0.0,0
190,11922462428,4,311.09,227.95,-4.46,13.97,2.2,0
192,11922469376,4,311.09,227.95,-4.46,13.97,0.0,0
194,11922476323,4,311.09,227.95,-4.46,13.97,0.0,0
196,11922483272,4,311.00,228.00,-4.50,14.00,2.3,0
198,11922490219,4,311.14,227.86,-4.43,13.93,4.3,0
200,11922497168,4,311.09,227.95,-4.46,13.97,2.2,0
202,11922504112,4,311.09,227.95,-4.46,13.97,0.0,0
204,11922511060,4,311.09,227.95,-4.46,13.97,0.0,0
206,11922518007,4,311.00,228.00,-4.50,14.00,2.3,0
208,11922524954,4,311.00,228.00,-4.50,14.00,0.0,0
210,11922531901,4,311.00,228.00,-4.50,14.00,0.0,0
212,11922538848,4,311.01,228.08,-4.49,14.04,1.8,0
214,11922545796,4,311.00,228.00,-4.50,14.00,1.8,0
216,11922552745,4,311.09,227.95,-4.46,13.97,2.3,0
218,11922559691,4,311.09,227.95,-4.46,13.97,0.0,0
220,11922566638,4,311.09,227.95,-4.46,13.97,0.0,0
222,11922573585,4,311.00,228.00,-4.50,14.00,2.3,0
224,11922580533,4,311.00,228.00,-4.50,14.00,0.0,0
226,11922587479,4,311.01,228.08,-4.49,14.04,1.8,0
228,11922594427,4,311.09,227.95,-4.46,13.97,3.4,0
230,11922601375,4,311.00,228.00,-4.50,14.00,2.3,0
232,11922608322,4,311.09,227.95,-4.46,13.97,2.3,0
234,11922615269,4,311.05,227.91,-4.48,13.95,1.3,0
236,11922622216,4,311.00,228.00,-4.50,14.00,2.2,0
238,11922629163,4,311.09,227.95,-4.46,13.97,2.3,0
240,11922636110,4,311.09,227.95,-4.46,13.97,0.0,0
242,11922643057,4,311.09,227.95,-4.46,13.97,0.0,0
244,11922650004,4,311.09,227.95,-4.46,13.97,0.0,0
246,11922656951,4,311.09,227.95,-4.46,13.97,0.0,0
248,11922663899,4,311.00,228.00,-4.50,14.00,2.3,0
250,11922670847,4,311.00,228.00,-4.50,14.00,0.0,0
252,11922677793,4,311.00,228.00,-4.50,14.00,0.0,0
254,11922684740,4,311.09,227.95,-4.46,13.97,2.3,0
256,11922691688,4,311.00,228.00,-4.50,14.00,2.3,0
258,11922698635,4,311.09,227.95,-4.46,13.97,2.3,0
260,11922705582,4,311.09,227.95,-4.46,13.97,0.0,0
262,11922712529,4,311.09,227.95,-4.46,13.97,0.0,0
264,11922719476,4,311.09,227.95,-4.46,13.97,0.0,0
266,11922726425,4,311.09,227.95,-4.46,13.97,0.0,0
268,11922733371,4,311.09,227.95,-4.46,13.97,0.0,0
270,11922740318,4,311.00,228.00,-4.50,14.00,2.3,0
272,11922747265,4,311.00,228.00,-4.50,14.00,0.0,0
274,11922754213,4,311.09,227.95,-4.46,13.97,2.3,0
276,11922761160,4,311.09,227.95,-4.46,13.97,0.0,0
278,11922768108,4,311.00,228.00,-4.50,14.00,2.3,0
280,11922775055,4,311.00,228.00,-4.50,14.00,0.0,0
282,11922782002,4,311.00,228.00,-4.50,14.00,0.0,0
284,11922788949,4,311.00,228.00,-4.50,14.00,0.0,0
286,11922795896,4,311.09,227.95,-4.46,13.97,2.3,0
288,11922802844,4,311.09,227.95,-4.46,13.97,0.0,0
290,11922809791,4,311.09,227.95,-4.46,13.97,0.0,0
292,11922816738,4,311.00,228.00,-4.50,14.00,2.3,0
294,11922823687,4,311.05,227.91,-4.48,13.95,2.2,0
296,11922830633,4,311.05,227.91,-4.48,13.95,0.0,0
298,11922837580,4,311.09,227.95,-4.46,13.97,1.3,0
300,11922844527,4,311.00,228.00,-4.50,14.00,2.3,0
302,11922851474,4,311.00,228.00,-4.50,14.00,0.0,0
304,11922858421,4,311.00,228.00,-4.50,14.00,0.0,0
306,11922865369,4,311.00,228.00,-4.50,14.00,0.0,0
308,11922872316,4,311.09,227.95,-4.46,13.97,2.3,0
310,11922879263,4,311.00,228.00,-4.50,14.00,2.3,0
312,11922886211,4,311.00,228.00,-4.50,14.00,0.0,0
314,11922893158,4,311.00,228.00,-4.50,14.00,0.0,0
316,11922900106,4,311.09,227.95,-4.46,13.97,2.3,0
318,11922907053,4,311.00,228.00,-4.50,14.00,2.3,0
320,11922914001,4,311.00,228.00,-4.50,14.00,0.0,0
322,11922920948,4,311.00,228.00,-4.50,14.00,0.0,0
324,11922927895,4,311.00,228.00,-4.50,14.00,0.0,0
326,11922934842,4,311.00,228.00,-4.50,14.00,0.0,0
328,11922941789,4,311.09,227.95,-4.46,13.97,2.3,0
330,11922948736,4,311.09,227.95,-4.46,13.97,0.0,0
332,11922955683,4,311.15,227.94,-4.42,13.97,1.3,0
334,11922962631,4,311.09,227.95,-4.46,13.97,1.3,0
336,11922969578,4,311.05,227.91,-4.48,13.95,1.3,0
338,11922976526,4,311.09,227.95,-4.46,13.97,1.3,0
340,11922983472,3,311.11,227.92,-4.44,13.96,0.8,0
342,11922990420,4,311.00,228.00,-4.50,14.00,3.0,0
344,11922997367,4,311.09,227.95,-4.46,13.97,2.3,0
346,11923004314,4,311.05,227.91,-4.48,13.95,1.3,0
348,11923011264,4,311.00,228.00,-4.50,14.00,2.2,0
350,11923018209,4,311.00,228.00,-4.50,14.00,0.0,0
352,11923025156,4,311.09,227.95,-4.46,13.97,2.3,0
354,11923032103,4,311.09,227.95,-4.46,13.97,0.0,0
356,11923039051,4,311.09,227.95,-4.46,13.97,0.0,0
358,11923045999,4,311.09,227.95,-4.46,13.97,0.0,0
360,11923052946,4,311.09,227.95,-4.46,13.97,0.0,0
362,11923059893,4,311.09,227.95,-4.46,13.97,0.0,0
364,11923066839,4,311.09,227.95,-4.46,13.97,0.0,0
366,11923073786,4,311.09,227.95,-4.46,13.97,0.0,0
368,11923080734,4,311.09,227.95,-4.46,13.97,0.0,0
370,11923087681,4,311.00,228.00,-4.50,14.00,2.3,0
372,11923094628,3,311.00,228.00,-4.50,14.00,0.0,0
374,11923101575,4,311.00,228.00,-4.50,14.00,0.0,0
376,11923108523,4,311.09,227.95,-4.46,13.97,2.3,0
378,11923115470,4,311.09,227.95,-4.46,13.97,0.0,0
380,11923122418,4,311.09,227.95,-4.46,13.97,0.0,0
382,11923129364,4,311.09,227.95,-4.46,13.97,0.0,0
384,11923136312,4,311.14,227.86,-4.43,13.93,2.2,0
386,11923143260,4,311.09,227.95,-4.46,13.97,2.2,0
388,11923150206,3,311.11,227.92,-4.44,13.96,0.8,0
390,11923157154,4,311.00,228.00,-4.50,14.00,3.0,0
392,11923164102,4,311.14,227.86,-4.43,13.93,4.3,0
394,11923171048,4,311.00,228.00,-4.50,14.00,4.3,0
396,11923177995,3,311.00,228.00,-4.50,14.00,0.0,0
398,11923184942,4,311.00,228.00,-4.50,14.00,0.0,0
400,11923191890,4,311.00,228.00,-4.50,14.00,0.0,0
402,11923198837,4,311.09,227.95,-4.46,13.97,2.3,0
404,11923205784,4,311.09,227.95,-4.46,13.97,0.0,0
406,11923212731,4,311.14,227.86,-4.43,13.93,2.2,0
408,11923219679,4,311.05,227.91,-4.48,13.95,2.3,0
410,11923226626,4,311.00,228.00,-4.50,14.00,2.2,0
412,11923233574,4,311.14,227.86,-4.43,13.93,4.3,0
414,11923240520,4,311.09,227.95,-4.46,13.97,2.2,0
416,11923247468,4,311.14,227.86,-4.43,13.93,2.2,0
418,11923254415,4,311.15,227.94,-4.42,13.97,1.8,0
420,11923261362,4,311.14,227.86,-4.43,13.93,1.8,0
422,11923268309,4,311.09,227.95,-4.46,13.97,2.2,0
424,11923275257,4,311.05,227.91,-4.48,13.95,1.3,0
426,11923282204,4,311.00,228.00,-4.50,14.00,2.2,0
428,11923289151,4,311.09,227.95,-4.46,13.97,2.3,0
430,11923296099,4,311.09,227.95,-4.46,13.97,0.0,0
432,11923303045,4,311.00,228.00,-4.50,14.00,2.3,0
434,11923309993,4,311.00,228.00,-4.50,14.00,0.0,0
436,11923316940,4,311.00,228.00,-4.50,14.00,0.0,0
438,11923323887,4,311.00,228.00,-4.50,14.00,0.0,0
440,11923330835,4,311.00,228.00,-4.50,14.00,0.0,0
442,11923337782,4,311.10,228.03,-4.45,14.02,2.4,0
444,11923344729,4,311.00,228.00,-4.50,14.00,2.4,0
446,11923351680,4,311.00,228.00,-4.50,14.00,0.0,0
448,11923358624,4,311.00,228.00,-4.50,14.00,0.0,0
450,11923365571,4,311.09,227.95,-4.46,13.97,2.3,0
452,11923372518,4,311.15,227.94,-4.42,13.97,1.3,0
454,11923379467,4,311.00,228.00,-4.50,14.00,3.5,0
456,11923386412,4,311.09,227.95,-4.46,13.97,2.3,0
458,11923393360,4,311.00,228.00,-4.50,14.00,2.3,0
460,11923400307,4,311.09,227.95,-4.46,13.97,2.3,0
462,11923407254,4,311.09,227.95,-4.46,13.97,0.0,0
464,11923414202,4,311.09,227.95,-4.46,13.97,0.0,0
466,11923421149,4,311.09,227.95,-4.46,13.97,0.0,0
468,11923428096,4,311.00,228.00,-4.50,14.00,2.3,0
470,11923435043,4,311.00,228.00,-4.50,14.00,0.0,0
472,11923441990,4,311.00,228.00,-4.50,14.00,0.0,0
474,11923448938,4,311.00,228.00,-4.50,14.00,0.0,0
476,11923455885,4,311.00,228.00,-4.50,14.00,0.0,0
478,11923462832,4,311.10,228.03,-4.45,14.02,2.4,0
480,11923469780,4,311.00,228.00,-4.50,14.00,2.4,0
482,11923476727,4,311.00,228.00,-4.50,14.00,0.0,0
484,11923483674,4,311.00,228.00,-4.50,14.00,0.0,0
486,11923490621,4,311.00,228.00,-4.50,14.00,0.0,0
488,11923497569,4,311.00,228.00,-4.50,14.00,0.0,0
490,11923504516,4,311.09,227.95,-4.46,13.97,2.3,0
492,11923511463,4,311.00,228.00,-4.50,14.00,2.3,0
494,11923518410,4,311.00,228.00,-4.50,14.00,0.0,0
496,11923525357,4,311.00,228.00,-4.50,14.00,0.0,0
498,11923532305,4,311.00,228.00,-4.50,14.00,0.0,0
500,11923539252,4,311.00,228.00,-4.50,14.00,0.0,0
502,11923546199,4,311.14,227.86,-4.43,13.93,4.3,0
504,11923553146,4,311.05,227.91,-4.48,13.95,2.3,0
506,11923560094,4,311.00,228.00,-4.50,14.00,2.2,0
508,11923567041,4,311.14,227.86,-4.43,13.93,4.3,0
510,11923573988,4,311.00,228.00,-4.50,14.00,4.3,0
512,11923580936,4,311.05,227.91,-4.48,13.95,2.2,0
514,11923587883,4,311.00,228.00,-4.50,14.00,2.2,0
516,11923594830,4,311.00,228.00,-4.50,14.00,0.0,0
518,11923601777,4,311.00,228.00,-4.50,14.00,0.0,0
520,11923608725,4,311.00,228.00,-4.50,14.00,0.0,0
522,11923615672,4,311.00,228.00,-4.50,14.00,0.0,0
524,11923622619,4,311.09,227.95,-4.46,13.97,2.3,0
526,11923629566,4,311.09,227.95,-4.46,13.97,0.0,0
528,11923636516,4,311.06,227.99,-4.47,14.00,1.1,0
530,11923643461,4,311.00,228.00,-4.50,14.00,1.3,0
532,11923650408,4,311.09,227.95,-4.46,13.97,2.3,0
534,11923657355,4,311.00,228.00,-4.50,14.00,2.3,0
536,11923664302,4,311.05,227.91,-4.48,13.95,2.2,0
538,11923671250,4,311.10,228.03,-4.45,14.02,3.0,0
540,11923678197,4,311.09,227.95,-4.46,13.97,1.8,0
542,11923685144,4,311.00,228.00,-4.50,14.00,2.3,0
544,11923692092,4,311.00,228.00,-4.50,14.00,0.0,0
546,11923699039,4,311.00,228.00,-4.50,14.00,0.0,0
548,11923705986,3,311.11,227.92,-4.44,13.96,3.0,0
550,11923712933,4,311.09,227.95,-4.46,13.97,0.8,0
552,11923719880,4,311.14,227.86,-4.43,13.93,2.2,0
554,11923726828,4,311.09,227.95,-4.46,13.97,2.2,0
556,11923733775,4,311.09,227.95,-4.46,13.97,0.0,0
558,11923740722,4,311.09,227.95,-4.46,13.97,0.0,0
560,11923747670,4,311.12,228.03,-4.44,14.01,1.9,0
562,11923754617,4,311.14,227.86,-4.43,13.93,3.8,0
564,11923761564,4,311.10,227.95,-4.45,13.97,2.1,0
566,11923768511,4,311.00,228.00,-4.50,14.00,2.5,0
568,11923775458,4,311.00,228.00,-4.50,14.00,0.0,0
570,11923782406,4,311.00,228.00,-4.50,14.00,0.0,0
572,11923789353,4,311.03,228.08,-4.49,14.04,1.9,0
574,11923796300,4,311.03,228.08,-4.49,14.04,0.0,0
576,11923803247,4,311.00,228.00,-4.50,14.00,1.9,0
578,11923810196,4,311.00,228.00,-4.50,14.00,0.0,0
580,11923817143,4,311.00,228.00,-4.50,14.00,0.0,0
582,11923824090,4,311.09,227.95,-4.46,13.97,2.3,0
584,11923831037,4,311.10,227.95,-4.45,13.97,0.3,0
586,11923837984,4,311.12,228.03,-4.44,14.01,1.8,0
588,11923844932,4,311.01,228.00,-4.49,14.00,2.4,0
590,11923851879,4,311.01,228.00,-4.49,14.00,0.0,0
592,11923858826,4,311.01,228.00,-4.49,14.00,0.0,0
594,11923865774,4,311.09,227.95,-4.46,13.97,2.0,0
596,11923872720,4,311.10,227.95,-4.45,13.97,0.3,0
598,11923879668,4,311.10,227.95,-4.45,13.97,0.0,0
600,11923886615,4,311.10,227.95,-4.45,13.97,0.0,0
602,11923893562,4,311.10,227.95,-4.45,13.97,0.0,0
604,11923900510,4,311.10,227.95,-4.45,13.97,0.0,0
606,11923907457,4,311.10,227.95,-4.45,13.97,0.0,0
608,11923914404,4,311.10,227.95,-4.45,13.97,0.0,0
610,11923921351,4,311.10,227.95,-4.45,13.97,0.0,0
612,11923928299,4,311.12,228.03,-4.44,14.01,1.8,0
614,11923935246,4,311.10,227.95,-4.45,13.97,1.8,0
616,11923942193,4,311.10,227.95,-4.45,13.97,0.0,0
618,11923949140,4,311.10,227.95,-4.45,13.97,0.0,0
620,11923956088,4,311.10,227.95,-4.45,13.97,0.0,0
622,11923963035,4,311.10,227.95,-4.45,13.97,0.0,0
624,11923969982,4,311.01,228.00,-4.49,14.00,2.3,0
626,11923976934,4,311.01,228.00,-4.49,14.00,0.0,0
628,11923983876,4,311.10,227.95,-4.45,13.97,2.3,0
630,11923990824,4,311.10,227.95,-4.45,13.97,0.0,0
632,11923997771,4,311.10,227.95,-4.45,13.97,0.0,0
634,11924004718,4,311.10,227.95,-4.45,13.97,0.0,0
636,11924011665,4,311.10,227.95,-4.45,13.97,0.0,0
638,11924018613,4,311.09,227.95,-4.46,13.97,0.3,0
640,11924025560,3,311.11,227.92,-4.44,13.96,0.8,0
642,11924032509,4,311.10,227.95,-4.45,13.97,0.6,0
644,11924039454,4,311.10,227.95,-4.45,13.97,0.0,0
646,11924046401,4,311.10,227.95,-4.45,13.97,0.0,0
648,11924053348,4,311.12,228.03,-4.44,14.01,1.8,0
650,11924060297,4,311.09,227.95,-4.46,13.97,1.9,0
652,11924067244,4,311.10,227.95,-4.45,13.97,0.3,0
654,11924074191,4,311.00,228.00,-4.50,14.00,2.5,0
656,11924081138,4,311.03,228.08,-4.49,14.04,1.9,0
658,11924088085,4,311.09,227.95,-4.46,13.97,3.2,0
660,11924095033,4,311.00,228.00,-4.50,14.00,2.3,0
662,11924101980,4,311.00,228.00,-4.50,14.00,0.0,0
664,11924108927,3,311.11,227.92,-4.44,13.96,3.0,0
666,11924115874,3,311.00,228.00,-4.50,14.00,3.0,0
668,11924122823,4,311.01,228.00,-4.49,14.00,0.3,0
670,11924129769,4,311.14,227.86,-4.43,13.93,4.1,0
672,11924136717,3,311.11,227.92,-4.44,13.96,1.5,0
674,11924143664,4,311.09,227.95,-4.46,13.97,0.8,0
676,11924150610,4,311.09,227.95,-4.46,13.97,0.0,0
678,11924157558,4,311.09,227.95,-4.46,13.97,0.0,0
680,11924164505,4,311.09,227.95,-4.46,13.97,0.0,0
682,11924171452,4,311.10,228.03,-4.45,14.02,1.8,0
684,11924178399,4,311.09,227.95,-4.46,13.97,1.8,0
686,11924185346,4,311.00,228.00,-4.50,14.00,2.3,0
688,11924192294,4,311.00,228.00,-4.50,14.00,0.0,0
690,11924199241,4,311.00,228.00,-4.50,14.00,0.0,0
692,11924206191,4,311.09,227.95,-4.46,13.97,2.3,0
694,11924213136,4,311.01,228.08,-4.49,14.04,3.4,0
696,11924220083,4,311.00,228.00,-4.50,14.00,1.8,0
698,11924227030,4,311.00,228.00,-4.50,14.00,0.0,0
700,11924233977,4,311.09,227.95,-4.46,13.97,2.3,0
702,11924240924,4,311.00,228.00,-4.50,14.00,2.3,0
704,11924247872,4,311.09,227.95,-4.46,13.97,2.3,0
706,11924254819,4,311.10,228.03,-4.45,14.02,1.8,0
708,11924261770,4,311.06,227.99,-4.47,14.00,1.3,0
710,11924268713,4,311.00,228.00,-4.50,14.00,1.3,0
712,11924275660,4,311.05,227.91,-4.48,13.95,2.2,0
714,11924282608,4,311.00,228.00,-4.50,14.00,2.2,0
716,11924289555,4,311.00,228.00,-4.50,14.00,0.0,0
718,11924296502,4,311.00,228.00,-4.50,14.00,0.0,0
720,11924303449,4,311.00,228.00,-4.50,14.00,0.0,0
722,11924310398,4,311.00,228.00,-4.50,14.00,0.0,0
724,11924317344,4,311.00,228.00,-4.50,14.00,0.0,0
726,11924324291,4,311.00,228.00,-4.50,14.00,0.0,0
728,11924331238,4,311.00,228.00,-4.50,14.00,0.0,0
730,11924338186,4,310.89,227.93,-4.55,13.96,2.9,0
732,11924345133,4,310.92,227.90,-4.54,13.95,0.9,0
734,11924352080,4,310.92,227.90,-4.54,13.95,0.0,0
736,11924359027,4,311.00,228.00,-4.50,14.00,2.8,0
738,11924365975,4,310.92,227.90,-4.54,13.95,2.8,0
740,11924372922,4,311.00,228.00,-4.50,14.00,2.8,0
742,11924379869,4,310.92,227.90,-4.54,13.95,2.8,0
744,11924386817,4,310.92,227.90,-4.54,13.95,0.0,0
746,11924393764,4,310.92,227.90,-4.54,13.95,0.0,0
748,11924400711,4,311.01,227.85,-4.49,13.92,2.3,0
750,11924407658,4,311.01,227.85,-4.49,13.92,0.0,0
752,11924414606,4,311.01,227.85,-4.49,13.92,0.0,0
754,11924421553,4,310.94,227.98,-4.53,13.99,3.4,0
756,11924428500,4,310.92,227.90,-4.54,13.95,1.8,0
758,11924435449,4,310.92,227.90,-4.54,13.95,0.0,0
760,11924442395,4,310.92,227.90,-4.54,13.95,0.0,0
762,11924449342,4,310.92,227.90,-4.54,13.95,0.0,0
764,11924456290,4,310.92,227.90,-4.54,13.95,0.0,0
766,11924463237,4,310.94,227.98,-4.53,13.99,1.8,0
768,11924470184,4,310.92,227.90,-4.54,13.95,1.8,0
770,11924477132,4,310.92,227.90,-4.54,13.95,0.0,0
772,11924484079,4,310.92,227.90,-4.54,13.95,0.0,0
774,11924491025,4,311.00,228.00,-4.50,14.00,2.8,0
776,11924497973,4,310.88,227.84,-4.56,13.92,4.5,0
778,11924504920,4,310.92,227.90,-4.54,13.95,1.7,0
780,11924511867,4,310.92,227.90,-4.54,13.95,0.0,0
782,11924518814,4,310.92,227.90,-4.54,13.95,0.0,0
784,11924525761,4,311.00,228.00,-4.50,14.00,2.8,0
786,11924532709,4,311.00,228.00,-4.50,14.00,0.0,0
788,11924539656,4,311.00,228.00,-4.50,14.00,0.0,0
790,11924546605,4,311.01,228.08,-4.49,14.04,1.8,0
792,11924553551,4,311.05,227.91,-4.48,13.95,3.9,0
794,11924560498,4,311.00,228.00,-4.50,14.00,2.2,0
796,11924567445,4,311.00,228.00,-4.50,14.00,0.0,0
798,11924574393,4,311.00,228.00,-4.50,14.00,0.0,0
800,11924581340,4,311.00,228.00,-4.50,14.00,0.0,0
802,11924588287,4,311.05,227.91,-4.48,13.95,2.2,0
804,11924595234,4,311.05,227.91,-4.48,13.95,0.0,0
806,11924602182,4,311.00,228.00,-4.50,14.00,2.2,0
808,11924609129,4,311.00,228.00,-4.50,14.00,0.0,0
810,11924616076,3,311.00,228.00,-4.50,14.00,0.0,0
812,11924623023,4,311.05,227.91,-4.48,13.95,2.2,0
814,11924629970,4,311.01,228.08,-4.49,14.04,3.9,0
816,11924636918,4,310.97,228.03,-4.52,14.01,1.6,0
818,11924643865,4,311.00,228.00,-4.50,14.00,0.9,0
820,11924650812,4,311.00,228.00,-4.50,14.00,0.0,0
822,11924657760,4,311.00,228.00,-4.50,14.00,0.0,0
824,11924664707,4,311.00,228.00,-4.50,14.00,0.0,0
826,11924671654,4,311.01,228.08,-4.49,14.04,1.8,0
828,11924678601,4,311.00,228.00,-4.50,14.00,1.8,0
830,11924685548,4,311.00,228.00,-4.50,14.00,0.0,0
832,11924692496,3,311.00,228.00,-4.50,14.00,0.0,0
834,11924699443,4,311.00,228.00,-4.50,14.00,0.0,0
836,11924706390,4,311.01,228.00,-4.49,14.00,0.3,0
838,11924713337,4,311.00,228.00,-4.50,14.00,0.3,0
840,11924720285,4,311.00,228.00,-4.50,14.00,0.0,0
842,11924727232,4,311.00,228.00,-4.50,14.00,0.0,0
844,11924734179,4,311.00,228.00,-4.50,14.00,0.0,0
846,11924741126,4,311.00,228.00,-4.50,14.00,0.0,0
848,11924748074,4,311.01,228.00,-4.49,14.00,0.3,0
850,11924755021,4,311.12,228.03,-4.44,14.01,2.4,0
852,11924761968,4,311.00,228.00,-4.50,14.00,2.7,0
854,11924768916,4,311.00,228.00,-4.50,14.00,0.0,0
856,11924775863,3,311.00,228.00,-4.50,14.00,0.0,0
858,11924782810,3,311.12,227.87,-4.44,13.93,3.9,0
860,11924789758,4,310.96,228.10,-4.52,14.05,6.2,0
862,11924796705,4,311.10,227.95,-4.45,13.97,4.6,0
864,11924803652,4,311.09,227.95,-4.46,13.97,0.3,0
866,11924810599,4,311.10,227.95,-4.45,13.97,0.3,0
868,11924817547,4,311.10,227.95,-4.45,13.97,0.0,0
870,11924824494,4,311.10,227.92,-4.45,13.96,0.6,0
